request_id,model,prompt_tokens,output_tokens,batch_size,ttft,total_latency,prefill_latency_est,decode_latency_est,tokens_per_sec,gpu_count,gpu_name,status
NOT_RUN,,0,0,0,,,,,,0,,NOT_RUN
