mode,run_id,shared_prefix_tokens_target,shared_prefix_tokens_actual,unique_suffix_tokens_target,unique_suffix_tokens_actual,num_requests,output_tokens,repeat,total_e2e_latency,per_request_latency_mean,per_request_ttft_mean,per_request_decode_time_mean,prefix_token_ids_exact_match,client_repeated_prefix_tokens,stream,output_length_control_requested,num_success,num_failed,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,cached_prompt_tokens_delta,prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,prefix_cache_metrics_reliable,metrics_error
prefix,pr2_v2,1024,1037,512,520,2,128,2,1.2137160301208496,1.200751543045044,0.06626355648040771,1.1344879865646362,True,1024,True,True,2,0,ok,,3172.0,3168.0,3168.0,3172.0,256.0,0.0,0.0,0.0,1.0574236512184143e-05,0.027525885961949825,2.271214108914137,0.08025217056274414,0.0,2.351449489593506,True,
prefix,pr2_v2,1024,1037,512,520,4,128,0,1.2835841178894043,1.2564864754676819,0.11576533317565918,1.1407211422920227,True,3072,True,True,4,0,ok,,6344.0,6336.0,6336.0,6344.0,512.0,0.0,0.0,0.0,6.105983629822731e-05,0.06353536015376449,4.583185488823801,0.2810497283935547,0.0,4.864440202713013,True,
prefix,pr2_v2,1024,1037,512,520,4,128,1,1.2795603275299072,1.2506287693977356,0.10612642765045166,1.144502341747284,True,3072,True,True,4,0,ok,,6344.0,6336.0,6336.0,6344.0,512.0,0.0,0.0,0.0,4.952680319547653e-05,0.06044142274186015,4.583813833538443,0.2599060535430908,0.0,4.843552589416504,True,
prefix,pr2_v2,1024,1037,512,520,4,128,2,1.2803854942321777,1.2508454322814941,0.10432243347167969,1.1465229988098145,True,3072,True,True,4,0,ok,,6344.0,6336.0,6336.0,6344.0,512.0,0.0,0.0,0.0,3.3223070204257965e-05,0.06079254997894168,4.589573720470071,0.24665164947509766,0.0,4.83714485168457,True,
prefix,pr2_v2,1024,1037,512,520,8,128,0,1.4175522327423096,1.3586603999137878,0.1914798617362976,1.1671805381774902,True,7168,True,True,8,0,ok,,12688.0,12672.0,12672.0,12688.0,1024.0,0.0,0.0,0.0,0.0003187009133398533,0.2033355669118464,9.354040226899087,0.8960304260253906,0.0,10.24840760231018,True,
prefix,pr2_v2,1024,1037,512,520,8,128,1,1.3895237445831299,1.3387631475925446,0.16985169053077698,1.1689114570617676,True,7168,True,True,8,0,ok,,12688.0,12672.0,12672.0,12688.0,1024.0,0.0,0.0,0.0,0.00010143406689167023,0.13652611710131168,9.372771357186139,0.7942214012145996,0.0,10.166585922241211,True,
prefix,pr2_v2,1024,1037,512,520,8,128,2,1.4092092514038086,1.351761668920517,0.18554210662841797,1.166219562292099,True,7168,True,True,8,0,ok,,12688.0,12672.0,12672.0,12688.0,1024.0,0.0,0.0,0.0,0.00035058846697211266,0.20094201620668173,9.352912373840809,0.8940105438232422,0.0,10.245094776153564,True,
prefix,pr2_v2,1024,1036,1024,1032,2,128,0,1.2224822044372559,1.2093994617462158,0.07405829429626465,1.1353411674499512,True,1024,True,True,2,0,ok,,4194.0,4192.0,4192.0,4194.0,256.0,0.0,0.0,0.0,2.5501009076833725e-05,0.02997968439012766,2.2729936433024704,0.09152960777282715,0.0,2.3646905422210693,True,
prefix,pr2_v2,1024,1036,1024,1032,2,128,1,1.2346534729003906,1.2202039957046509,0.08544671535491943,1.1347572803497314,True,1024,True,True,2,0,ok,,4194.0,4192.0,4192.0,4194.0,256.0,0.0,0.0,0.0,1.8491875380277634e-05,0.030131014063954353,2.2731044851243496,0.10883831977844238,0.0,2.381798267364502,True,
prefix,pr2_v2,1024,1036,1024,1032,2,128,2,1.227961540222168,1.212744116783142,0.07729828357696533,1.1354458332061768,True,1024,True,True,2,0,ok,,4194.0,4192.0,4192.0,4194.0,256.0,0.0,0.0,0.0,1.378590241074562e-05,0.02989579224959016,2.2732370565645397,0.09406018257141113,0.0,2.3674845695495605,True,
prefix,pr2_v2,1024,1036,1024,1032,4,128,0,1.2900941371917725,1.2662485837936401,0.11492174863815308,1.151326835155487,True,3072,True,True,4,0,ok,,8388.0,8384.0,8384.0,8388.0,512.0,0.0,0.0,0.0,8.182553574442863e-05,0.07146660285070539,4.61011807853356,0.3048210144042969,0.0,4.914447069168091,True,
prefix,pr2_v2,1024,1036,1024,1032,4,128,1,1.3048474788665771,1.2747088074684143,0.12382137775421143,1.1508874297142029,True,3072,True,True,4,0,ok,,8388.0,8384.0,8384.0,8388.0,512.0,0.0,0.0,0.0,4.0133483707904816e-05,0.06837252713739872,4.612849879544228,0.3238253593444824,0.0,4.936841011047363,True,
prefix,pr2_v2,1024,1036,1024,1032,4,128,2,1.3055593967437744,1.274417221546173,0.1226690411567688,1.1517481803894043,True,3072,True,True,4,0,ok,,8388.0,8384.0,8384.0,8388.0,512.0,0.0,0.0,0.0,6.386265158653259e-05,0.07118673762306571,4.609574652276933,0.3073916435241699,0.0,4.917373180389404,True,
prefix,pr2_v2,1024,1036,1024,1032,8,128,0,1.4256343841552734,1.36810702085495,0.1907104253768921,1.1773965954780579,True,7168,True,True,8,0,ok,,16776.0,16768.0,16768.0,16776.0,1024.0,0.0,0.0,0.0,0.00034586479887366295,0.15794540662318468,9.478352962527424,0.842728853225708,0.0,10.319737434387207,True,
prefix,pr2_v2,1024,1036,1024,1032,8,128,1,1.4128515720367432,1.3569451868534088,0.1776358187198639,1.179309368133545,True,7168,True,True,8,0,ok,,16776.0,16768.0,16768.0,16776.0,1024.0,0.0,0.0,0.0,0.0001306687481701374,0.14693265035748482,9.483674527145922,0.8007659912109375,0.0,10.286316871643066,True,
prefix,pr2_v2,1024,1036,1024,1032,8,128,2,1.4084157943725586,1.354915589094162,0.1762540638446808,1.1786615252494812,True,7168,True,True,8,0,ok,,16776.0,16768.0,16768.0,16776.0,1024.0,0.0,0.0,0.0,0.00012568989768624306,0.14661535620689392,9.485735128168017,0.7790486812591553,0.0,10.26699423789978,True,
prefix,pr2_v2,4096,4108,256,264,2,128,0,1.252755880355835,1.2399046421051025,0.09872734546661377,1.1411772966384888,True,4096,True,True,2,0,ok,,8802.0,8800.0,8800.0,8802.0,256.0,0.0,0.0,0.0,1.1233612895011902e-05,0.03165334137156606,2.2897748579271138,0.14358901977539062,0.0,2.4330828189849854,True,
