input_tokens,output_tokens_actual,output_tokens_target,actual_e2e,actual_ttft_prefill_proxy,actual_decode,predicted_prefill,predicted_decode,predicted_e2e,ape,model_mode
2048.0,512.0,512.0,4.7038514614105225,0.10375666618347168,4.600094795227051,0.10868443483055552,4.562526241970634,4.67121067680119,0.006939161424868845,parametric
2048.0,1024.0,1024.0,9.318016767501831,0.10403943061828613,9.213977336883545,0.10868443483055552,9.125052483941268,9.233736918771823,0.009044826901787505,parametric
2048.0,1024.0,1024.0,9.311015844345093,0.09738039970397949,9.213635444641113,0.10868443483055552,9.125052483941268,9.233736918771823,0.008299730863437799,parametric
2048.0,1024.0,1024.0,9.317611455917358,0.10498499870300293,9.212626457214355,0.10868443483055552,9.125052483941268,9.233736918771823,0.00900172083181989,parametric
4096.0,32.0,32.0,0.46280455589294434,0.18392229080200195,0.2788822650909424,0.19227705009210955,0.2865022296351251,0.47877927972723466,0.03451721386680902,parametric
4096.0,32.0,32.0,0.46288633346557617,0.18386077880859375,0.2790255546569824,0.19227705009210955,0.2865022296351251,0.47877927972723466,0.03433444695303456,parametric
4096.0,32.0,32.0,0.4638400077819824,0.18444085121154785,0.27939915657043457,0.19227705009210955,0.2865022296351251,0.47877927972723466,0.0322078123805873,parametric
4096.0,128.0,128.0,1.3348779678344727,0.18637824058532715,1.1484997272491455,0.19227705009210955,1.1460089185405005,1.33828596863261,0.002553042959923967,parametric
4096.0,128.0,128.0,1.3341927528381348,0.18615174293518066,1.148041009902954,0.19227705009210955,1.1460089185405005,1.33828596863261,0.003067934363882648,parametric
4096.0,128.0,128.0,1.3344237804412842,0.18712401390075684,1.1472997665405273,0.19227705009210955,1.1460089185405005,1.33828596863261,0.0028942741038747756,parametric
4096.0,512.0,512.0,4.7979326248168945,0.16920852661132812,4.628724098205566,0.19227705009210955,4.584035674162002,4.776312724254112,0.004506086736390537,parametric
4096.0,512.0,512.0,4.815796852111816,0.18792200088500977,4.627874851226807,0.19227705009210955,4.584035674162002,4.776312724254112,0.008198877375898903,parametric
4096.0,512.0,512.0,4.816000938415527,0.18694615364074707,4.62905478477478,0.19227705009210955,4.584035674162002,4.776312724254112,0.008240906650336565,parametric
4096.0,1024.0,1024.0,9.454514980316162,0.17978715896606445,9.274727821350098,0.19227705009210955,9.168071348324004,9.360348398416113,0.009959959035032434,parametric
4096.0,1024.0,1024.0,9.463825941085815,0.18688392639160156,9.276942014694214,0.19227705009210955,9.168071348324004,9.360348398416113,0.010934007378608916,parametric
4096.0,1024.0,1024.0,9.44734239578247,0.17280817031860352,9.274534225463867,0.19227705009210955,9.168071348324004,9.360348398416113,0.009208303639465246,parametric
8192.0,32.0,32.0,0.6559398174285889,0.38050103187561035,0.2754387855529785,0.37113684886807363,0.28919090865904606,0.6603277575271197,0.006689546787588539,parametric
8192.0,32.0,32.0,0.650364875793457,0.37209463119506836,0.27827024459838867,0.37113684886807363,0.28919090865904606,0.6603277575271197,0.01531891112893784,parametric
8192.0,32.0,32.0,0.6541595458984375,0.3751685619354248,0.2789909839630127,0.37113684886807363,0.28919090865904606,0.6603277575271197,0.00942921595711125,parametric
