split_type,policy,target,train_rows,median_abs_error,p95_abs_error,model_method
leave_memory_16,reactive_admission,ready_queue_wait,95,946.1572134470937,3935.904073099494,numpy_ridge
leave_memory_16,reactive_admission,region_utilization,95,0.053597846443897534,0.13825101162331274,numpy_ridge
leave_memory_16,acd_nisp,p95_jct,95,2.941902825182922,9.484309162107838,numpy_ridge
leave_memory_16,acd_nisp,mean_jct,95,2.8353508879622566,7.544288828020369,numpy_ridge
leave_memory_16,acd_nisp,throughput,95,0.010032937047818824,0.03679415798439101,numpy_ridge
leave_memory_16,acd_nisp,ready_queue_wait,95,946.1572134470937,3935.904073099494,numpy_ridge
leave_memory_16,acd_nisp,region_utilization,95,0.053597846443897534,0.13825101162331274,numpy_ridge
leave_memory_16,taps_domain_v4,p95_jct,95,9.935920319549552,57.43716891219448,numpy_ridge
leave_memory_16,taps_domain_v4,mean_jct,95,3.0786688618826474,8.233377024958102,numpy_ridge
leave_memory_16,taps_domain_v4,throughput,95,0.009136917570164507,0.03929045590142564,numpy_ridge
leave_memory_16,taps_domain_v4,ready_queue_wait,95,754.8321549274156,3219.7601916253257,numpy_ridge
leave_memory_16,taps_domain_v4,region_utilization,95,0.056816451191301076,0.15219092025523265,numpy_ridge
leave_memory_16,taps_admission_v4,p95_jct,95,6.003530484721836,15.815395053736086,numpy_ridge
leave_memory_16,taps_admission_v4,mean_jct,95,3.240950924131379,8.936627329525683,numpy_ridge
leave_memory_16,taps_admission_v4,throughput,95,0.009371374294055518,0.03892464423403056,numpy_ridge
leave_memory_16,taps_admission_v4,ready_queue_wait,95,835.120275728169,3295.564272466663,numpy_ridge
leave_memory_16,taps_admission_v4,region_utilization,95,0.04575744303399265,0.10281774272307159,numpy_ridge
leave_memory_16,taps_unified_v5,p95_jct,95,6.171941485950811,30.482785466511803,numpy_ridge
leave_memory_16,taps_unified_v5,mean_jct,95,3.154234338190257,11.108216377487395,numpy_ridge
leave_memory_16,taps_unified_v5,throughput,95,0.014698678107238433,0.053021068009067834,numpy_ridge
leave_memory_16,taps_unified_v5,ready_queue_wait,95,610.2994818076791,2864.4329242108033,numpy_ridge
leave_memory_16,taps_unified_v5,region_utilization,95,0.06628452345953822,0.1711077658834684,numpy_ridge
leave_memory_16,taps_unified_adaptive_v6,p95_jct,95,5.774031979789285,25.679384961091383,numpy_ridge
leave_memory_16,taps_unified_adaptive_v6,mean_jct,95,3.8928307403930873,10.351067304361749,numpy_ridge
leave_memory_16,taps_unified_adaptive_v6,throughput,95,0.016338660568330887,0.050709675654130634,numpy_ridge
leave_memory_16,taps_unified_adaptive_v6,ready_queue_wait,95,646.7134794653706,2508.615667234178,numpy_ridge
leave_memory_16,taps_unified_adaptive_v6,region_utilization,95,0.0614449576868904,0.16939267513835637,numpy_ridge
leave_memory_32,reactive_admission,p95_jct,90,3.8325998359134843,9.554360923172274,numpy_ridge
leave_memory_32,reactive_admission,mean_jct,90,3.0968510543655086,8.628506382917665,numpy_ridge
leave_memory_32,reactive_admission,throughput,90,0.009556561448080647,0.03549830414594651,numpy_ridge
leave_memory_32,reactive_admission,ready_queue_wait,90,783.9241012912315,2513.945593385035,numpy_ridge
leave_memory_32,reactive_admission,region_utilization,90,0.045469527802296295,0.14118203366635113,numpy_ridge
leave_memory_32,acd_nisp,p95_jct,90,3.8325998359134843,9.554360923172274,numpy_ridge
leave_memory_32,acd_nisp,mean_jct,90,3.0968510543655086,8.628506382917665,numpy_ridge
leave_memory_32,acd_nisp,throughput,90,0.009556561448080647,0.03549830414594651,numpy_ridge
leave_memory_32,acd_nisp,ready_queue_wait,90,783.9241012912315,2513.945593385035,numpy_ridge
leave_memory_32,acd_nisp,region_utilization,90,0.045469527802296295,0.14118203366635113,numpy_ridge
leave_memory_32,taps_domain_v4,p95_jct,90,12.923157830381413,58.545160125197235,numpy_ridge
leave_memory_32,taps_domain_v4,mean_jct,90,3.2481938335429064,9.000960080534393,numpy_ridge
leave_memory_32,taps_domain_v4,throughput,90,0.008223609111049371,0.03834819827475763,numpy_ridge
leave_memory_32,taps_domain_v4,ready_queue_wait,90,612.8715613164459,2082.820989996092,numpy_ridge
leave_memory_32,taps_domain_v4,region_utilization,90,0.05166282351443274,0.14906432995187327,numpy_ridge
leave_memory_32,taps_admission_v4,p95_jct,90,7.707380235474517,24.472194926309932,numpy_ridge
leave_memory_32,taps_admission_v4,mean_jct,90,2.9970318146329085,8.795719065493616,numpy_ridge
leave_memory_32,taps_admission_v4,throughput,90,0.009516010426964983,0.037980938382518106,numpy_ridge
leave_memory_32,taps_admission_v4,ready_queue_wait,90,739.059864243321,2323.875126845959,numpy_ridge
leave_memory_32,taps_admission_v4,region_utilization,90,0.03841715650118774,0.1050173116725817,numpy_ridge
leave_memory_32,taps_unified_v5,p95_jct,90,10.153058971686434,33.616707659582225,numpy_ridge
leave_memory_32,taps_unified_v5,mean_jct,90,3.357897787275398,12.359207192399303,numpy_ridge
leave_memory_32,taps_unified_v5,throughput,90,0.014330636787265899,0.061884086953315855,numpy_ridge
leave_memory_32,taps_unified_v5,ready_queue_wait,90,487.5326665030816,1850.0757127449453,numpy_ridge
leave_memory_32,taps_unified_v5,region_utilization,90,0.06084093859451234,0.15754376009389384,numpy_ridge
leave_memory_32,taps_unified_adaptive_v6,p95_jct,90,7.997362775053574,31.0395011551718,numpy_ridge
leave_memory_32,taps_unified_adaptive_v6,mean_jct,90,4.179874679395802,17.06479477857341,numpy_ridge
leave_memory_32,taps_unified_adaptive_v6,throughput,90,0.0171798626541442,0.05970954038539602,numpy_ridge
leave_memory_32,taps_unified_adaptive_v6,ready_queue_wait,90,469.4068547672068,1633.6904692001874,numpy_ridge
leave_memory_32,taps_unified_adaptive_v6,region_utilization,90,0.06681238511158444,0.15969512837895933,numpy_ridge
leave_memory_64,reactive_admission,p95_jct,89,4.052125374391338,10.015067945285614,numpy_ridge
leave_memory_64,reactive_admission,mean_jct,89,3.1072625967132694,8.380084883455895,numpy_ridge
leave_memory_64,reactive_admission,throughput,89,0.0102684999000352,0.03121494220042981,numpy_ridge
leave_memory_64,reactive_admission,ready_queue_wait,89,1057.042458960312,3622.4387637456275,numpy_ridge
leave_memory_64,reactive_admission,region_utilization,89,0.04623395177900688,0.12953162120959583,numpy_ridge
leave_memory_64,acd_nisp,p95_jct,89,4.052125374391338,10.015067945285614,numpy_ridge
leave_memory_64,acd_nisp,mean_jct,89,3.1072625967132694,8.380084883455895,numpy_ridge
leave_memory_64,acd_nisp,throughput,89,0.0102684999000352,0.03121494220042981,numpy_ridge
leave_memory_64,acd_nisp,ready_queue_wait,89,1057.042458960312,3622.4387637456275,numpy_ridge
leave_memory_64,acd_nisp,region_utilization,89,0.04623395177900688,0.12953162120959583,numpy_ridge
leave_memory_64,taps_domain_v4,p95_jct,89,12.022833266109288,53.04940674039059,numpy_ridge
leave_memory_64,taps_domain_v4,mean_jct,89,3.3451106670137705,6.982582341303022,numpy_ridge
leave_memory_64,taps_domain_v4,throughput,89,0.010436021577666155,0.03379310030805128,numpy_ridge
leave_memory_64,taps_domain_v4,ready_queue_wait,89,782.4632640020105,2750.393828795215,numpy_ridge
leave_memory_64,taps_domain_v4,region_utilization,89,0.05729789219834258,0.16261468236351068,numpy_ridge
leave_memory_64,taps_admission_v4,p95_jct,89,7.020730198170483,19.284104539799316,numpy_ridge
leave_memory_64,taps_admission_v4,mean_jct,89,2.9227875348242947,10.568259822106857,numpy_ridge
leave_memory_64,taps_admission_v4,throughput,89,0.00900212439974779,0.035148840255268,numpy_ridge
leave_memory_64,taps_admission_v4,ready_queue_wait,89,943.0225927006377,3079.290614909302,numpy_ridge
leave_memory_64,taps_admission_v4,region_utilization,89,0.046832169073301455,0.11078591846810397,numpy_ridge
leave_memory_64,taps_unified_v5,p95_jct,89,10.596841250458837,36.08835790937028,numpy_ridge
leave_memory_64,taps_unified_v5,mean_jct,89,3.2536397394632743,12.342489701779169,numpy_ridge
leave_memory_64,taps_unified_v5,throughput,89,0.014558543965743173,0.050809856191940395,numpy_ridge
leave_memory_64,taps_unified_v5,ready_queue_wait,89,665.5611093110681,2192.852247364316,numpy_ridge
leave_memory_64,taps_unified_v5,region_utilization,89,0.060930781851244564,0.16523666846207558,numpy_ridge
leave_memory_64,taps_unified_adaptive_v6,p95_jct,89,8.379990080464069,33.499278411298754,numpy_ridge
leave_memory_64,taps_unified_adaptive_v6,mean_jct,89,3.7664080841021104,18.224411685218133,numpy_ridge
leave_memory_64,taps_unified_adaptive_v6,throughput,89,0.014959329566736929,0.04807550717050828,numpy_ridge
leave_memory_64,taps_unified_adaptive_v6,ready_queue_wait,89,728.3164446727933,2362.279702163755,numpy_ridge
leave_memory_64,taps_unified_adaptive_v6,region_utilization,89,0.06476746862388427,0.1705509939534846,numpy_ridge
