total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,ready_queue_empty_time,region_utilization,blocked_session_fraction,domain_cache_hit_rate,remote_kv_bytes,avg_context_hops,domain_switches,memory_occupancy,eviction_count,evicted_tokens,recompute_tokens,cache_hit_tokens,completed_sessions,admission_count,starvation_count,predictor_median_abs_error,predictor_p95_abs_error,slo_target,taps_u_p95_gain_over_reactive,taps_u_p95_gain_over_acd_nisp,taps_u_throughput_gain_over_reactive,taps_u_ready_wait_gain_over_reactive,taps_u_region_util_gain_over_reactive,strongest_baseline_p95,strongest_baseline_throughput,taps_u_p95_gain_over_strongest,taps_u_throughput_gain_over_strongest
32,16,4,bursty,32,acd_nisp,0.10365821696073345,50.91956109106033,40.555221018739644,120.62714918087454,227.1812872305734,644.1031681525033,220.87499351957166,0.31896447697804037,0.11974482451812771,0.9691880581393786,88334647296.0,1.0,228,10583121920,0,0,38978,1226051,32,32,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.06096623552134859,0.06096623552134859,0.0900480704389429,-0.02221157523862432,0.027745335677718697,107.7079403189993,0.11665955936126984,-0.05166773831310126,-0.031434371929391164
32,16,4,bursty,32,taps_admission_v4,0.11665955936126984,52.31493055929886,39.9959831372355,119.9085040490954,232.6419846980183,689.4141697082732,185.67269542123444,0.3583698517286958,0.13476383130696792,0.978383104260851,90912489472.0,1.0,264,10583121920,0,0,27346,1237683,32,32,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.06096623552134859,0.06096623552134859,0.0900480704389429,-0.02221157523862432,0.027745335677718697,107.7079403189993,0.11665955936126984,-0.05166773831310126,-0.031434371929391164
32,16,4,bursty,32,taps_domain_v4,0.10415716389258603,49.03727735390754,40.807136644565,107.7079403189993,227.6314220315975,584.7966082649762,217.5098851601336,0.31974584100661957,0.12032120248940982,0.9807324575167842,71721803776.0,1.0,194,10583121920,0,0,24374,1240655,32,32,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.06096623552134859,0.06096623552134859,0.0900480704389429,-0.02221157523862432,0.027745335677718697,107.7079403189993,0.11665955936126984,-0.05166773831310126,-0.031434371929391164
32,16,4,bursty,32,taps_unified,0.1129924393831888,51.3320613477253,43.092667248892724,113.27296599364449,237.7608705824083,658.4097141333589,196.6657766105755,0.34670981265575906,0.13052761491103496,0.983395637570364,74653687808.0,1.0,248,10583121920,0,0,21005,1244024,32,32,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.06096623552134859,0.06096623552134859,0.0900480704389429,-0.02221157523862432,0.027745335677718697,107.7079403189993,0.11665955936126984,-0.05166773831310126,-0.031434371929391164
64,4,4,bursty,32,static_admission,0.06662971739324394,29.908674815651526,18.730084985163558,78.45739004132321,179.3240648823458,0.0,860.6853379992141,0.2624609469997944,0.23574069064352918,0.0,0.0,0.0,200,0,0,0,2918470,0,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
64,4,4,bursty,32,reactive_admission,0.14460177076215908,27.13134225175411,16.165451032276316,77.04397763505382,177.39682574440235,0.0,423.74207923486415,0.46919865854470866,0.5116113746447487,0.9876024081110993,179087032320.0,1.0,303,16559915008,0,0,36182,2882288,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
64,4,4,bursty,32,acd_nisp,0.14460177076215908,27.13134225175411,16.165451032276316,77.04397763505382,177.39682574440235,0.0,423.74207923486415,0.46919865854470866,0.5116113746447487,0.9876024081110993,179087032320.0,1.0,303,16559915008,0,0,36182,2882288,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
64,4,4,bursty,32,taps_admission_v4,0.1425950342562294,27.127108395048925,16.165497050836308,76.96796437057407,177.37137018732273,0.0,422.8719869767785,0.4625363399038549,0.504511397812258,0.9898827125171751,201790840832.0,1.0,492,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
64,4,4,bursty,32,taps_domain_v4,0.144679239400338,27.12178862487411,16.164429592276306,77.04267325975783,177.39159646762798,0.0,423.7933074513965,0.4691044731459658,0.5118854642099155,0.9876024081110993,56800608256.0,1.0,302,16559915008,0,0,36182,2882288,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
64,4,4,bursty,32,taps_unified,0.14264413071932933,27.115232828968928,16.162124936916342,76.95776139636598,177.36763953864434,0.0,423.0657612512875,0.46227209943598196,0.5046851045991416,0.9898827125171751,49783595008.0,1.0,495,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,0.0011190522781187831,0.0011190522781187831,-0.013538147095374618,0.0,-0.006926559108726693,76.96796437057407,0.144679239400338,0.00013256131029996696,-0.014066349045265436
