policy,sessions,arrival_pattern,effective_regions,throughput_sessions_per_sec,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,region_utilization,domain_cache_hit_rate,remote_kv_bytes,avg_context_hops,domain_batch_size,domain_switches,completed_sessions,domain_remote_kv_reduction,domain_p95_jct_gain,domain_mean_jct_gain,domain_ready_wait_gain
acd_nisp,64,poisson,4,0.19608062959204045,112.30782507082313,107.74409094731668,163.61583460058802,300.2432261106503,5488.000452369055,0.41026591845859006,0.9882123400833733,176853540864.0,1.0,34.364217252396166,553,64,0.4260948399215196,-0.2945358236647276,0.2911854126765597,0.3812662495772665
taps_domain,64,poisson,4,0.19573749838730117,79.60542468076862,70.51038518611163,211.80655920926404,306.99861486932235,3395.6111022159635,0.4091165295131483,0.9900726755076047,101497159680.0,1.0,20.643769968051117,385,64,0.4260948399215196,-0.2945358236647276,0.2911854126765597,0.3812662495772665
naive_wafer,8,poisson,8,0.06442788576611418,35.653007156265716,15.660442114020725,106.83370852174522,120.69608565896726,0.0,0.08587184966420788,0.0,0.0,0.0,1.0,49,8,0.36979228252729496,0.00014584719660250245,0.0002362596295511772,0.0
acd_nisp,8,poisson,8,0.06520293631384405,34.15742729867119,12.818821251554926,105.52570223161555,119.25370445781778,0.0,0.07471534069081312,0.9667722708829886,34916990976.0,1.0,1.0,47,8,0.36979228252729496,0.00014584719660250245,0.0002362596295511772,0.0
taps_domain,8,poisson,8,0.0652128236432021,34.14935727755118,12.812115874274925,105.51031160377556,119.23574441736979,0.0,0.07466088686675375,0.9667722708829886,22004957184.0,1.0,1.0,47,8,0.36979228252729496,0.00014584719660250245,0.0002362596295511772,0.0
naive_wafer,16,poisson,8,0.12802191109796246,27.922192388964604,16.566686466461874,89.42657253911133,117.78784350439429,53.72420841294335,0.15293392265115355,0.0,0.0,0.0,2.7225806451612904,117,16,0.31756433801888345,-0.008904761389950873,0.009911699924767979,0.09705795654712132
acd_nisp,16,poisson,8,0.12982421809156183,25.29892788046535,13.530301538048025,87.54445760580616,116.02339095501742,38.266125502934536,0.1281949227423282,0.9666796857396085,97418280960.0,1.0,2.367741935483871,122,16,0.31756433801888345,-0.008904761389950873,0.009911699924767979,0.09705795654712132
taps_domain,16,poisson,8,0.1282973835894371,25.04817249889583,13.44672097412238,88.32402011179853,117.35265573063964,34.552093556644024,0.12638850339899488,0.9721987711998077,66481709056.0,1.0,2.264516129032258,118,16,0.31756433801888345,-0.008904761389950873,0.009911699924767979,0.09705795654712132
naive_wafer,32,poisson,8,0.11981349585518374,45.48942054158647,32.55196395041064,110.27106424448905,222.58138477987552,548.2624492891817,0.1478677683245836,0.0,0.0,0.0,12.044871794871796,269,32,0.5388887851662654,-0.052925567104444654,0.11000717114587581,0.321833982338589
acd_nisp,32,poisson,8,0.12099975123038631,40.59936582143951,26.80883802624411,106.31295472537764,219.6475693638551,441.94431542205876,0.12562168639096888,0.9780756014289,205786456064.0,1.0,11.323717948717949,263,32,0.5388887851662654,-0.052925567104444654,0.11000717114587581,0.321833982338589
taps_domain,32,poisson,8,0.11834152771968537,36.133144437106395,22.961618006592403,111.9396281447674,226.3175819276232,299.7116164178761,0.12254462792834991,0.9807522199095831,94890442752.0,1.0,7.798076923076923,261,32,0.5388887851662654,-0.052925567104444654,0.11000717114587581,0.321833982338589
naive_wafer,64,poisson,8,0.21887777223334046,74.16113100988584,64.71736797298354,142.04713601821302,275.57255379802314,2941.647360838995,0.2738545034557848,0.0,0.0,0.0,30.706070287539937,571,64,0.5401859401557143,-0.1494093216424461,0.22482260137722718,0.3837141704037829
acd_nisp,64,poisson,8,0.22216744521338025,64.05949287896651,53.07155908965338,137.5620298358241,271.50830743827123,2398.71671981776,0.2330274630942588,0.985124654445688,392716943360.0,1.0,29.60702875399361,564,64,0.5401859401557143,-0.1494093216424461,0.22482260137722718,0.3837141704037829
taps_domain,64,poisson,8,0.22757807773892125,49.6574710470113,38.8164894153899,158.1150793973525,270.26081446189926,1478.2951236392048,0.23812127641401876,0.9875770376601097,180576772096.0,1.0,18.075079872204473,489,64,0.5401859401557143,-0.1494093216424461,0.22482260137722718,0.3837141704037829
naive_wafer,8,poisson,16,0.0643858182303908,35.653007156265716,15.660442114020725,106.83370852174522,120.69608565896726,0.0,0.042907890254681245,0.0,0.0,0.0,1.0,51,8,0.408194719812627,0.0001296343304126928,0.00024060699480103908,0.0
acd_nisp,8,poisson,16,0.06515824555523059,34.163792149112815,12.809664274914924,105.54893738750812,119.26077140579629,0.0,0.03735798517203395,0.9613645503320157,32220102656.0,1.0,1.0,53,8,0.408194719812627,0.0001296343304126928,0.00024060699480103908,0.0
taps_domain,8,poisson,16,0.06516800502621051,34.15557210175281,12.805562171874925,105.53525462168412,119.2433251991275,0.0,0.03733010043511157,0.9613645503320157,19068026880.0,1.0,1.0,53,8,0.408194719812627,0.0001296343304126928,0.00024060699480103908,0.0
naive_wafer,16,poisson,16,0.12880748079165819,24.564429363155647,13.332976551434097,87.03031261142796,116.73540647690383,0.0,0.07693617887491028,0.0,0.0,0.0,1.0,124,16,0.6882833830919823,0.00017846982564670926,0.0016184308144518897,0.0
acd_nisp,16,poisson,16,0.13035680182890336,22.938115505772853,11.199645737226692,85.97150237806783,115.34257180333223,0.0,0.06461151488655582,0.9621490483558413,172597526528.0,1.0,1.0,121,16,0.6882833830919823,0.00017846982564670926,0.0016184308144518897,0.0
taps_domain,16,poisson,16,0.13037610409203637,22.900991752812853,11.163276452106693,85.95615905902783,115.32496574739623,0.0,0.06431857893535418,0.9621490483558413,53801517056.0,1.0,1.0,119,16,0.6882833830919823,0.00017846982564670926,0.0016184308144518897,0.0
naive_wafer,32,poisson,16,0.12480861228460352,31.199192927036638,16.438985369036473,98.71126942543326,214.06987474328616,90.97516562358655,0.07701624443259271,0.0,0.0,0.0,4.608974358974359,268,32,0.5699799129323501,-0.00295323623182546,0.014549001448154667,0.18839103597679638
acd_nisp,32,poisson,16,0.12518483608073155,28.857127910888284,13.861810362683165,96.73991753951728,212.9629837388386,65.00155838788983,0.06527455295337221,0.9690418164326667,355019456512.0,1.0,3.980769230769231,274,32,0.5699799129323501,-0.00295323623182546,0.014549001448154667,0.18839103597679638
taps_domain,32,poisson,16,0.12529841219459542,28.437285515123186,14.43663521605598,97.02561336905879,212.7757807598277,52.75584746308905,0.06504273808995338,0.9726504293577459,152665497600.0,1.0,3.3814102564102564,277,32,0.5699799129323501,-0.00295323623182546,0.014549001448154667,0.18839103597679638
naive_wafer,64,poisson,16,0.23393120473386472,42.74737618144395,29.72406537027785,125.32907047968123,259.96190986226435,931.1670518187109,0.14634449460429885,0.0,0.0,0.0,19.638977635782748,536,64,0.6037406807487474,-0.07283918031345735,0.09510500792558514,0.31979123992761727
acd_nisp,64,poisson,16,0.2361077437225682,37.70843829692925,23.969382340909647,122.3540591994875,257.4062540609875,710.4598642018541,0.12423717692355739,0.9810506086930999,667969748992.0,1.0,17.85303514376997,538,64,0.6037406807487474,-0.07283918031345735,0.09510500792558514,0.31979123992761727
taps_domain,64,poisson,16,0.2410780455903965,34.12217697383836,22.752704606198872,131.2662285796024,254.36258466474197,483.2610233099366,0.12630585661096624,0.9840676193499601,264689238016.0,1.0,11.39776357827476,522,64,0.6037406807487474,-0.07283918031345735,0.09510500792558514,0.31979123992761727
naive_wafer,8,bursty,1,0.05237467716220907,86.5942793030508,71.03908648561021,144.30333077495027,151.05712342724448,407.53017717428065,0.5584551285524385,0.0,0.0,0.0,3.038961038961039,53,8,0.0,0.04450789617709193,0.1486834172389985,0.2661596275804233
acd_nisp,8,bursty,1,0.05445704464421879,77.28410722258526,60.30507113598064,137.2896588161873,144.98175337002436,345.3826642178338,0.49670055403845204,0.9831131338296405,0.0,0.0,2.987012987012987,51,8,0.0,0.04450789617709193,0.1486834172389985,0.2661596275804233
taps_domain,8,bursty,1,0.05117914597312476,65.79324206246612,53.25356898068778,131.17918493540807,151.2867708842743,253.45574293688077,0.46680296968272167,0.9831131338296405,0.0,0.0,2.2857142857142856,25,8,0.0,0.04450789617709193,0.1486834172389985,0.2661596275804233
naive_wafer,16,bursty,1,0.08653266041418188,134.87300794124533,133.4845584293068,177.90749517874062,183.50252606454615,1764.9372572494349,0.8269696386240964,0.0,0.0,0.0,8.458064516129033,108,16,0.0,-0.03722338757143427,0.2372438599874956,0.29693980662024844
acd_nisp,16,bursty,1,0.09609526223524203,113.62850927188705,109.08291416385475,162.00453850124023,165.6020635352307,1452.5592348762166,0.7529892107089198,0.987216271838243,0.0,0.0,8.406451612903226,107,16,0.0,-0.03722338757143427,0.2372438599874956,0.29693980662024844
taps_domain,16,bursty,1,0.07492631182680541,86.67084312759964,81.42397444919789,168.03489622620324,204.44149235443535,1021.2365765676168,0.5871122372889009,0.987216271838243,0.0,0.0,5.774193548387097,66,16,0.0,-0.03722338757143427,0.2372438599874956,0.29693980662024844
naive_wafer,32,bursty,1,0.07319470884463312,281.5673232144736,283.6025077305021,307.7498100619152,388.68954182741487,8102.755334821569,0.7226657179324963,0.0,0.0,0.0,21.362179487179485,278,32,0.0,-0.25819515963049516,0.24858113098470816,0.2802273373576038
acd_nisp,32,bursty,1,0.07833136710122389,236.80612750783516,237.13096051497436,259.36997042258315,352.9626547459926,6722.031967910371,0.646986203405905,0.9870587946995681,0.0,0.0,21.16025641025641,265,32,0.0,-0.25819515963049516,0.24858113098470816,0.2802273373576038
taps_domain,32,bursty,1,0.07772633554327196,177.94059250782848,202.81258008038364,326.3380413391988,384.9572175351543,4838.334847910154,0.6419888813227321,0.9870587946995681,0.0,0.0,15.503205128205128,168,32,0.0,-0.25819515963049516,0.24858113098470816,0.2802273373576038
naive_wafer,64,bursty,1,0.0899007471892799,560.9523567612412,581.8925052233578,607.6290325804216,677.2557859929872,34096.28580892575,0.8998528897882889,0.0,0.0,0.0,43.36900958466454,472,64,0.0,-0.08695072949322986,0.18292287790045553,0.19386081363482155
acd_nisp,64,bursty,1,0.10129691723051479,470.3527832826431,482.5553479443267,504.6537077533352,586.8315042824382,28404.14274826971,0.8457852703879319,0.9919890102335828,0.0,0.0,43.00479233226837,473,64,0.0,-0.08695072949322986,0.18292287790045553,0.19386081363482155
taps_domain,64,bursty,1,0.10396186236737734,384.31449853609274,422.622862538353,548.5337157839509,595.846224587827,22897.69252449053,0.8680364050204006,0.9919890102335828,0.0,0.0,36.50958466453674,361,64,0.0,-0.08695072949322986,0.18292287790045553,0.19386081363482155
naive_wafer,8,bursty,2,0.05893065512216263,55.17387144594004,36.095225762346345,122.20850247509505,133.04392096470266,156.16691431739454,0.3141797559916326,0.0,0.0,0.0,2.4155844155844157,52,8,-0.15828905788797445,0.005295308840991812,0.07487695292437968,0.22965208340107282
acd_nisp,8,bursty,2,0.06077067834305979,50.63588385836355,30.981602915765073,117.49141671567867,128.81223037316587,132.0994473555673,0.2775135341140246,0.9777054132786677,6605340672.0,1.0,2.4025974025974026,44,8,-0.15828905788797445,0.005295308840991812,0.07487695292437968,0.22965208340107282
taps_domain,8,bursty,2,0.05905783290399051,46.844423166416505,28.077720295029827,116.86926337800348,131.74220426080683,101.76253405423093,0.26971100243343477,0.9777054132786677,7650893824.0,1.0,2.012987012987013,37,8,-0.15828905788797445,0.005295308840991812,0.07487695292437968,0.22965208340107282
naive_wafer,16,bursty,2,0.10619497107313317,73.17679236401203,66.21784094516028,128.24722795302222,146.1824602018617,777.7978080137019,0.5074385580640974,0.0,0.0,0.0,7.458064516129032,124,16,0.15744990246497606,0.0005280974566936837,0.20110425708006524,0.31499554135158203
acd_nisp,16,bursty,2,0.11008602254369028,63.14885327329676,53.49009437312721,121.56095687533897,140.58489979197887,644.6091936599802,0.4322573661409289,0.9797067704186634,16168140800.0,1.0,7.354838709677419,108,16,0.15744990246497606,0.0005280974566936837,0.20110425708006524,0.31499554135158203
taps_domain,16,bursty,2,0.09926524449226919,50.44935005031237,38.79290992674718,121.49676084317986,153.24680064841954,441.56017174284796,0.3893254455669953,0.9847316318406465,13622468608.0,1.0,4.95483870967742,74,16,0.15744990246497606,0.0005280974566936837,0.20110425708006524,0.31499554135158203
naive_wafer,32,bursty,2,0.09561849655711721,144.50135431963207,140.43966574469334,181.01301399258142,284.57077685369916,3716.644330186641,0.4720300862781672,0.0,0.0,0.0,19.916666666666668,243,32,0.418971874638386,-0.2147702544682281,0.2952849938207924,0.3772887440567705
acd_nisp,32,bursty,2,0.10265184097159669,122.98031450358026,116.05358408783053,165.90198574413697,263.84663042550244,3078.988302676814,0.42492253258712176,0.9782368625541391,36671143936.0,1.0,19.57051282051282,246,32,0.418971874638386,-0.2147702544682281,0.2952849938207924,0.3772887440567705
taps_domain,32,bursty,2,0.09538079844725776,86.66607309531146,74.42396514028233,201.5327974391896,297.39875595778517,1917.3206729943913,0.3942460011978817,0.9845592472583633,21306966016.0,1.0,12.128205128205128,166,32,0.418971874638386,-0.2147702544682281,0.2952849938207924,0.3772887440567705
naive_wafer,64,bursty,2,0.14221116665168992,282.299751292494,287.36273364949733,316.3002007904151,427.72523514047305,16262.519058925922,0.7117245032583368,0.0,0.0,0.0,41.7555910543131,450,64,0.5486923903635705,-0.22017155018997284,0.27541241862176746,0.3100018046676738
acd_nisp,64,bursty,2,0.1526382123845274,237.64344812667704,237.9522866082421,280.409862554338,390.7118559078084,13509.769626270545,0.6383948701618076,0.9859905195113153,74005929984.0,1.0,41.42811501597444,480,64,0.5486923903635705,-0.22017155018997284,0.27541241862176746,0.3100018046676738
taps_domain,64,bursty,2,0.15820383838935453,172.19349130849238,199.36110140491763,342.14813668148383,388.6031498652235,9321.71666148215,0.6607526784552432,0.9913502319915901,33399439360.0,1.0,29.399361022364218,356,64,0.5486923903635705,-0.22017155018997284,0.27541241862176746,0.3100018046676738
naive_wafer,8,bursty,4,0.06344051588579068,39.387743908382696,19.03161880665582,109.5687309880379,122.79564967269364,29.877894016935834,0.16911169373276733,0.0,0.0,0.0,1.4935064935064934,52,8,0.3468415158871852,0.003147559563779752,0.0015408991092057287,0.017509853210946537
acd_nisp,8,bursty,4,0.06461260348175696,37.18285221541522,15.996724055865869,107.366945830607,120.52527154085044,24.21449261873923,0.14805537040748054,0.9613645503320157,19817684992.0,1.0,1.4545454545454546,46,8,0.3468415158871852,0.003147559563779752,0.0015408991092057287,0.017509853210946537
taps_domain,8,bursty,4,0.06448496008082123,37.125557191558755,15.65605674970411,107.02900197342404,120.65374893925487,23.790500407407556,0.14769362746134743,0.9613645503320157,12944089088.0,1.0,1.4675324675324675,49,8,0.3468415158871852,0.003147559563779752,0.0015408991092057287,0.017509853210946537
naive_wafer,16,bursty,4,0.11915835428326356,43.25452829034,33.35548517246571,103.1334531698144,128.0467710554481,299.04158283494974,0.28469118107838354,0.0,0.0,0.0,5.864516129032258,115,16,0.13462465052644101,0.026131273231357686,0.14928260666726015,0.36979626892618217
acd_nisp,16,bursty,4,0.12162967262314543,38.28876150372508,27.30423215647593,99.19109127618492,125.07569628133693,246.33913724308283,0.23975854839162433,0.9644143670477249,38560399360.0,1.0,5.806451612903226,115,16,0.13462465052644101,0.026131273231357686,0.14928260666726015,0.36979626892618217
taps_domain,16,bursty,4,0.11849867067635197,32.572915380387954,23.60491458005383,96.59910176793039,127.33790972911872,155.24384340009607,0.23292335836807304,0.9772236326217909,33369219072.0,1.0,3.92258064516129,94,16,0.13462465052644101,0.026131273231357686,0.14928260666726015,0.36979626892618217
naive_wafer,32,bursty,4,0.11501577337342574,78.90708205118614,69.57355413644524,133.99517184804864,237.71163998866643,1617.627617596371,0.283893322859233,0.0,0.0,0.0,17.362179487179485,247,32,0.29217184489528025,-0.08469608959259443,0.2460985069238361,0.4005482022938139
acd_nisp,32,bursty,4,0.11613956070136844,69.2789629093488,58.03391132434675,127.42421015189937,234.02629909457352,1359.6235223134763,0.24121330201618166,0.9641913347441047,82651226112.0,1.0,17.03205128205128,239,32,0.29217184489528025,-0.08469608959259443,0.2460985069238361,0.4005482022938139
taps_domain,32,bursty,4,0.11721159653465754,52.229513576126244,42.66761904001913,138.21654247119022,237.44938861878464,815.0287646544302,0.2425354614185341,0.9818004172236368,58502864896.0,1.0,10.471153846153847,208,32,0.29217184489528025,-0.08469608959259443,0.2460985069238361,0.4005482022938139
naive_wafer,64,bursty,4,0.1897164449089629,145.71280061643336,141.38609027170423,193.86816036472914,325.1854860084708,7520.954215658032,0.47473713102811654,0.0,0.0,0.0,39.043130990415335,464,64,0.4499914667053031,-0.25218996171596986,0.31797329805494345,0.40409530633650576
acd_nisp,64,bursty,4,0.2034923572281173,124.41945938962319,116.98976220612944,175.53521599450443,306.01446275622675,6261.984035885883,0.4266965986353817,0.9766625806486495,175728795648.0,1.0,38.456869009584665,468,64,0.4499914667053031,-0.25218996171596986,0.31797329805494345,0.40409530633650576
taps_domain,64,bursty,4,0.21382739848064958,84.8573935452916,78.93966803022926,219.803435395963,292.3104991860347,3731.5456786302684,0.4470866409925499,0.9879404538183414,96652337152.0,1.0,23.196485623003195,351,64,0.4499914667053031,-0.25218996171596986,0.31797329805494345,0.40409530633650576
naive_wafer,8,bursty,8,0.06443211789382242,35.653007156265716,15.660442114020722,106.83370852174522,120.69608565896726,0.0,0.08587749039927162,0.0,0.0,0.0,1.0,41,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
acd_nisp,8,bursty,8,0.06520664135799628,34.17302380242473,12.848705591522595,105.54778795570012,119.2590691548907,0.0,0.07484671071423883,0.9558391284873096,33824071680.0,1.0,1.0,46,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
taps_domain,8,bursty,8,0.06521604324372338,34.16763421906473,12.849047075042595,105.53564511998812,119.2424908410603,0.0,0.07481356665046061,0.9558391284873096,25200738304.0,1.0,1.0,46,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
naive_wafer,16,bursty,8,0.1277837233422788,28.223749289575302,17.494285702018324,89.8986950711807,118.14899113184885,58.5491188227145,0.15264938551612908,0.0,0.0,0.0,2.8967741935483873,108,16,0.28398682604648773,-0.009809323427406397,0.013201195872172425,0.1083020866506368
acd_nisp,16,bursty,8,0.12954694919430604,25.869973097742573,14.072596245716948,88.01972592569666,116.40982274232842,47.23772754230019,0.1280882505916473,0.9596103291321787,93829636096.0,1.0,2.6903225806451614,105,16,0.28398682604648773,-0.009809323427406397,0.013201195872172425,0.1083020866506368
taps_domain,16,bursty,8,0.12644535083593345,25.528458515671442,14.499163380343095,88.88313988529349,119.00613080479313,42.121783080834824,0.12467751758875308,0.9678889573224775,67183255552.0,1.0,2.5612903225806454,103,16,0.28398682604648773,-0.009809323427406397,0.013201195872172425,0.1083020866506368
naive_wafer,32,bursty,8,0.12146767384445198,47.44970708753961,34.62653818541274,111.2004220178884,222.946441132697,610.9916187596816,0.14990927129500342,0.0,0.0,0.0,13.10576923076923,242,32,0.5654689075620292,-0.045181419803658876,0.13740557318853203,0.36712633140588824
acd_nisp,32,bursty,8,0.12205262829180105,42.68032402851361,29.168780999084294,107.82453425920488,221.00518211647505,507.66515763179103,0.12712948374367103,0.9591614105289286,193516675072.0,1.0,12.676282051282051,248,32,0.5654689075620292,-0.045181419803658876,0.13740557318853203,0.36712633140588824
taps_domain,32,bursty,8,0.12101989882518495,36.81580964150342,24.292939520674008,112.69619980670402,224.48434477388605,321.28791072783963,0.12544528769721833,0.9741958484746199,84089012224.0,1.0,8.573717948717949,247,32,0.5654689075620292,-0.045181419803658876,0.13740557318853203,0.36712633140588824
naive_wafer,64,bursty,8,0.2260408982689192,79.6544797622001,69.77270578870109,148.4413511971755,275.3741407784379,3293.221680987104,0.2828168311679536,0.0,0.0,0.0,34.09744408945687,486,64,0.554203760332226,-0.12493329672506875,0.24525339985849076,0.3960900582389431
acd_nisp,64,bursty,8,0.22917738970377768,69.59733819347859,58.048717041043744,143.1787695212732,272.15252837753786,2751.9793188732588,0.24089907529861876,0.9732941260980691,385476231168.0,1.0,33.519169329073485,501,64,0.554203760332226,-0.12493329672506875,0.24525339985849076,0.3960900582389431
taps_domain,64,bursty,8,0.22997413370771025,52.52835438042678,41.84452084681294,161.06656521860467,275.0898767322002,1661.9476701883827,0.24066606065580862,0.9863106810364737,171843854336.0,1.0,20.984025559105433,462,64,0.554203760332226,-0.12493329672506875,0.24525339985849076,0.3960900582389431
naive_wafer,8,bursty,16,0.06443211789382242,35.653007156265716,15.660442114020722,106.83370852174522,120.69608565896726,0.0,0.04293874519963581,0.0,0.0,0.0,1.0,41,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
acd_nisp,8,bursty,16,0.06520664135799628,34.17302380242473,12.848705591522595,105.54778795570012,119.2590691548907,0.0,0.037423355357119416,0.9558391284873096,33824071680.0,1.0,1.0,46,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
taps_domain,8,bursty,16,0.06521604324372338,34.16763421906473,12.849047075042595,105.53564511998812,119.2424908410603,0.0,0.03740678332523031,0.9558391284873096,25200738304.0,1.0,1.0,46,8,0.25494663852367994,0.00011504585692591363,0.0001577145584528897,0.0
naive_wafer,16,bursty,16,0.12886423578764483,24.564429363155647,13.332976551434097,87.03031261142796,116.73540647690382,0.0,0.07697007840074865,0.0,0.0,0.0,1.0,107,16,0.5456698306993659,7.748728656936234e-05,0.0010252936280199258,0.0
acd_nisp,16,bursty,16,0.13041049132660895,22.931380589388812,11.183616512266696,85.96813406318782,115.34523923117223,0.0,0.06458323216982012,0.9596103291321787,137879117824.0,1.0,1.0,108,16,0.5456698306993659,7.748728656936234e-05,0.0010252936280199258,0.0
taps_domain,16,bursty,16,0.13043208648744675,22.907869190988812,11.169680916746694,85.96147262574783,115.32765634221224,0.0,0.06440226170185225,0.9596103291321787,62642642944.0,1.0,1.0,110,16,0.5456698306993659,7.748728656936234e-05,0.0010252936280199258,0.0
naive_wafer,32,bursty,16,0.12510807881333857,32.08851786506591,17.65279431107733,99.48588803216415,214.89565783327149,119.4335636405231,0.07720103766884669,0.0,0.0,0.0,5.647435897435898,251,32,0.5959584350180079,-0.027974844586210044,0.01626210288296336,0.14851254151670537
acd_nisp,32,bursty,16,0.12566354526603274,29.812563005038818,14.961600723668106,97.86927441084372,213.59608399363128,95.16552064635795,0.06562478345929194,0.9591614105289286,339773521920.0,1.0,5.2243589743589745,256,32,0.5959584350180079,-0.027974844586210044,0.01626210288296336,0.14851254151670537
taps_domain,32,bursty,16,0.1254784112723291,29.32774803824605,15.377518424108722,100.60715215225221,215.18464731644036,81.03224731040683,0.06518970069216894,0.9666458239297281,137282625536.0,1.0,4.384615384615385,258,32,0.5959584350180079,-0.027974844586210044,0.01626210288296336,0.14851254151670537
naive_wafer,64,bursty,16,0.2412596355021928,47.57836586253563,34.74827012882377,129.67368642492536,261.684437322734,1240.3503914085795,0.15092907107520478,0.0,0.0,0.0,25.859424920127797,519,64,0.5955527780231359,-0.07159450349621121,0.13941793305546987,0.3703965661935001
acd_nisp,64,bursty,16,0.2432352885076186,42.488711076224455,29.220243653188327,125.63052643449754,259.8448242924641,1015.3287272025925,0.12824143705259755,0.9732941260980691,725167464448.0,1.0,24.870607028753994,498,64,0.5955527780231359,-0.07159450349621121,0.13941793305546987,0.3703965661935001
taps_domain,64,bursty,16,0.24349626302208896,36.56502279978619,25.041545603451034,134.62498159854303,260.9844629357307,639.2544530891353,0.12765572943344822,0.9820161138956282,293291966464.0,1.0,16.12779552715655,499,64,0.5955527780231359,-0.07159450349621121,0.13941793305546987,0.3703965661935001
