config_id,total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p95_jct,p99_jct,ready_queue_wait,region_utilization,domain_cache_hit_rate,blocked_session_fraction,remote_kv_bytes,memory_occupancy,starvation_count,completed_sessions
aligned_v8:ts64:al16:er8:arrpoisson:mem32,64,16,8,poisson,32,taps_domain_v4,0.21615739878347917,40.328014030062015,87.20505987879963,191.68631263152514,469.4873308714649,0.5090503849369976,0.9845052373332602,0.19119507207339967,449589460992.0,16559915008,0,64
aligned_v8:ts64:al16:er8:arrpoisson:mem32,64,16,8,poisson,32,taps_admission_v4,0.2078947798592862,41.09315602660053,91.0420940280511,193.53999780540283,519.4553567303088,0.48918631511982374,0.9886553570877892,0.1838866383597403,452926136320.0,16559915008,0,64
aligned_v8:ts64:al16:er8:arrpoisson:mem32,64,16,8,poisson,32,taps_unified_v5,0.20411002622466165,41.26800793816546,97.83104691912739,202.64706749876393,531.3034855461395,0.4800184532245787,0.9891929675480645,0.18053895630941677,347653849088.0,16559915008,0,64
aligned_v8:ts64:al16:er8:arrpoisson:mem32,64,16,8,poisson,32,taps_unified_adaptive_v6,0.20453259435477847,41.244711327569306,93.44721521994025,203.96045269016003,530.0304151156658,0.48092518216403024,0.9891929675480645,0.18091272535247657,304071319552.0,16559915008,0,64
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,reactive_admission,0.27622339679363084,62.052276560678365,112.55427559792304,284.20210450493835,2172.9852995367582,0.515353110454063,0.9870491364660033,0.13141715021888703,1607713357824.0,16559915008,0,128
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,acd_nisp,0.27622339679363084,62.052276560678365,112.55427559792304,284.20210450493835,2172.9852995367582,0.515353110454063,0.9870491364660033,0.13141715021888703,1607713357824.0,16559915008,0,128
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,taps_domain_v4,0.28328741299128307,60.87959315019426,182.97444120763518,275.2770034317707,2025.1974555715597,0.5282122178360256,0.9888104244700585,0.13477795487400124,1411010994176.0,16559915008,8,128
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,taps_admission_v4,0.33497107620549527,60.73906908143146,117.10966759953453,283.5108242511362,2008.3915021829482,0.6243873889002205,0.991717110373289,0.15936718160615587,1614163984384.0,16559915008,0,128
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,taps_unified_v5,0.33824676420935834,60.72654540500541,117.78643164778919,283.02198718377565,2009.051824956482,0.630119469651845,0.9928378025812016,0.16092563605813506,1330642747392.0,16559915008,0,128
aligned_v8:ts128:al32:er16:arrbursty:mem64,128,32,16,bursty,64,taps_unified_adaptive_v6,0.3367098495573042,60.575855334080174,114.58751390175095,281.44043670449594,1990.2235928815742,0.6271807091513845,0.9928378025812016,0.16019442738411604,1238623346688.0,16559915008,0,128
aligned_v8:ts128:al16:er4:arrbursty:mem32,128,16,4,bursty,32,reactive_admission,0.2090770890958214,49.740780272816124,102.43453268219753,273.0379911045852,2753.136426237723,0.6798901392140488,0.9908643259805575,0.19894270756188673,390521585664.0,16559915008,0,128
aligned_v8:ts128:al16:er4:arrbursty:mem32,128,16,4,bursty,32,acd_nisp,0.2090770890958214,49.740780272816124,102.43453268219753,273.0379911045852,2753.136426237723,0.6798901392140488,0.9908643259805575,0.19894270756188673,390521585664.0,16559915008,0,128
aligned_v8:ts128:al16:er4:arrbursty:mem32,128,16,4,bursty,32,taps_domain_v4,0.2152188962796281,48.972838775925794,162.85152976956317,305.144608219502,2655.5586154711586,0.699560351893873,0.9925965278516369,0.20478680915978897,360503205888.0,16559915008,4,128
aligned_v8:ts128:al16:er4:arrbursty:mem32,128,16,4,bursty,32,taps_admission_v4,0.2705117405709551,48.49309324065902,97.20291425826073,272.92139111128256,2594.6839860303767,0.879006013905132,0.9944578651444222,0.257399499530052,376950669312.0,16559915008,0,128
aligned_v8:ts128:al16:er4:arrbursty:mem32,128,16,4,bursty,32,taps_unified_v5,0.2728002642091941,50.42551249706237,106.76981282912749,273.6889538725513,2842.1644026161475,0.8863727200604847,0.9948254718129965,0.2595770938847449,375168876544.0,16559915008,0,128
