policy,status,jct,jct_delta_vs_naive,jct_ratio_vs_naive,time_to_first_success,time_to_first_success_delta_vs_naive,time_to_first_success_ratio_vs_naive,prefill_tokens_avoided,prefill_tokens_avoided_delta_vs_naive,prefill_tokens_avoided_ratio_vs_naive,branch_wasted_tokens,branch_wasted_tokens_delta_vs_naive,branch_wasted_tokens_ratio_vs_naive,resume_prefill_tokens,resume_prefill_tokens_delta_vs_naive,resume_prefill_tokens_ratio_vs_naive,region_utilization,region_utilization_delta_vs_naive,region_utilization_ratio_vs_naive
naive_wafer,ok,12.36524035976035,0.0,1.0,12.36524035976035,0.0,1.0,0.0,,,0.0,,,1511348.0,0.0,1.0,1.0,0.0,1.0
static_branch_pinning,ok,12.36524035976035,0.0,1.0,12.36524035976035,0.0,1.0,0.0,,,0.0,,,1511348.0,0.0,1.0,1.0,0.0,1.0
wafer_fcfs,ok,12.36524035976035,0.0,1.0,12.36524035976035,0.0,1.0,0.0,,,0.0,,,1511348.0,0.0,1.0,1.0,0.0,1.0
acd_only,ok,10.56099312848546,-1.8042472312748892,0.8540871686452315,10.56099312848546,-1.8042472312748892,0.8540871686452315,1365097.0,,,0.0,,,215139.0,-1296209.0,0.14234908174689084,1.0,0.0,1.0
acd_bes,ok,10.56099312848546,-1.8042472312748892,0.8540871686452315,10.56099312848546,-1.8042472312748892,0.8540871686452315,1365097.0,,,0.0,,,215139.0,-1296209.0,0.14234908174689084,1.0,0.0,1.0
acd_nisp,ok,10.263798728384453,-2.101441631375897,0.8300525044208178,10.263798728384453,-2.101441631375897,0.8300525044208178,1580228.0,,,0.0,,,219711.0,-1291637.0,0.14537419575107785,1.0,0.0,1.0
full_agentweaver,ok,10.263798728384453,-2.101441631375897,0.8300525044208178,10.263798728384453,-2.101441631375897,0.8300525044208178,1580228.0,,,0.0,,,219711.0,-1291637.0,0.14537419575107785,1.0,0.0,1.0
