instance_id,policy,max_active_branches,max_steps_per_branch,time_to_first_file_modification,time_to_first_nonempty_patch,tokens_to_first_file_modification,tokens_to_first_nonempty_patch,cost_to_patch,branches_pruned,official_success_if_available,snapshot_events_available,file_modification_seen,oracle_gap,snapshot_gain_vs_fcfs,snapshot_gain_vs_pabb_v3
django__django-12708,fcfs_budget,4,15,15.83628997752922,,32645,,,0,unknown,0,3,,,
django__django-12708,pabb_online_v3,1,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_online_v3,1,10,8.589964350380814,,16525,,,0,unknown,0,2,,,
django__django-12708,pabb_online_v3,1,15,8.589964350380814,,16525,,,0,unknown,0,3,,,
django__django-12708,pabb_online_v3,2,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_online_v3,2,10,11.193753980517616,,21664,,,0,unknown,0,2,,,
django__django-12708,pabb_online_v3,2,15,11.193753980517616,,21664,,,0,unknown,0,3,,,
django__django-12708,pabb_online_v3,4,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_online_v3,4,10,14.812160623230145,,30818,,,0,unknown,0,2,,,
django__django-12708,pabb_online_v3,4,15,14.812160623230145,,30818,,,0,unknown,0,3,,,
django__django-12708,pabb_snapshot_online,1,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_snapshot_online,1,10,8.589964350380814,,16525,,,0,unknown,0,2,,,
django__django-12708,pabb_snapshot_online,1,15,8.589964350380814,,16525,,,0,unknown,0,3,,,
django__django-12708,pabb_snapshot_online,2,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_snapshot_online,2,10,11.193753980517616,,21664,,,0,unknown,0,2,,,
django__django-12708,pabb_snapshot_online,2,15,11.193753980517616,,21664,,,0,unknown,0,3,,,
django__django-12708,pabb_snapshot_online,4,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_snapshot_online,4,10,14.812160623230145,,30818,,,0,unknown,0,2,,,
django__django-12708,pabb_snapshot_online,4,15,14.812160623230145,,30818,,,0,unknown,0,3,,,
django__django-12708,pabb_oracle_upper_bound,1,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_oracle_upper_bound,1,10,12.80837044924317,,29883,,,0,unknown,0,2,,,
django__django-12708,pabb_oracle_upper_bound,1,15,6.001453187831658,,11759,,,0,unknown,0,3,,,
django__django-12708,pabb_oracle_upper_bound,2,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_oracle_upper_bound,2,10,12.80837044924317,,29883,,,0,unknown,0,2,,,
django__django-12708,pabb_oracle_upper_bound,2,15,12.80837044924317,,29883,,,0,unknown,0,3,,,
django__django-12708,pabb_oracle_upper_bound,4,5,,,,,,0,unknown,0,0,,,
django__django-12708,pabb_oracle_upper_bound,4,10,15.83628997752922,,32645,,,0,unknown,0,2,,,
django__django-12708,pabb_oracle_upper_bound,4,15,15.83628997752922,,32645,,,0,unknown,0,3,,,
django__django-13028,fcfs_budget,1,5,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,1,10,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,1,15,17.83862004659114,,45670,,,0,unknown,0,1,,,
django__django-13028,fcfs_budget,2,5,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,2,10,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,2,15,15.87447950887361,,34552,,,0,unknown,0,1,,,
django__django-13028,fcfs_budget,4,5,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,4,10,,,,,,0,unknown,0,0,,,
django__django-13028,fcfs_budget,4,15,42.08553964540231,,72090,,,0,unknown,0,1,,,
django__django-13028,pabb_online_v3,1,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,1,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,1,15,22.114732224476423,,43566,,,0,unknown,0,1,,,
django__django-13028,pabb_online_v3,2,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,2,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,2,15,22.114732224476423,,43566,,,0,unknown,0,1,,,
django__django-13028,pabb_online_v3,4,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,4,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_online_v3,4,15,42.25844365998971,,72090,,,0,unknown,0,1,,,
django__django-13028,pabb_snapshot_online,1,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,1,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,1,15,22.114732224476423,,43566,,,0,unknown,0,1,,,
django__django-13028,pabb_snapshot_online,2,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,2,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,2,15,22.114732224476423,,43566,,,0,unknown,0,1,,,
django__django-13028,pabb_snapshot_online,4,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,4,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_snapshot_online,4,15,42.25844365998971,,72090,,,0,unknown,0,1,,,
django__django-13028,pabb_oracle_upper_bound,1,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,1,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,1,15,17.83862004659114,,45670,,,0,unknown,0,1,,,
django__django-13028,pabb_oracle_upper_bound,2,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,2,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,2,15,15.87447950887361,,34552,,,0,unknown,0,1,,,
django__django-13028,pabb_oracle_upper_bound,4,5,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,4,10,,,,,,0,unknown,0,0,,,
django__django-13028,pabb_oracle_upper_bound,4,15,42.08553964540231,,72090,,,0,unknown,0,1,,,
django__django-13033,fcfs_budget,1,5,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,1,10,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,1,15,35.89662133096294,,132267,,,0,unknown,0,1,,,
django__django-13033,fcfs_budget,2,5,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,2,10,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,2,15,33.344385773548,,123139,,,0,unknown,0,1,,,
django__django-13033,fcfs_budget,4,5,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,4,10,,,,,,0,unknown,0,0,,,
django__django-13033,fcfs_budget,4,15,29.26316039520912,,93510,,,0,unknown,0,1,,,
django__django-13033,pabb_online_v3,1,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,1,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,1,15,33.906684304021184,,123018,,,0,unknown,0,1,,,
django__django-13033,pabb_online_v3,2,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,2,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,2,15,33.906684304021184,,123018,,,0,unknown,0,1,,,
django__django-13033,pabb_online_v3,4,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,4,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_online_v3,4,15,29.26316039520912,,93510,,,0,unknown,0,1,,,
django__django-13033,pabb_snapshot_online,1,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,1,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,1,15,33.906684304021184,,123018,,,0,unknown,0,1,,,
django__django-13033,pabb_snapshot_online,2,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,2,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,2,15,33.906684304021184,,123018,,,0,unknown,0,1,,,
django__django-13033,pabb_snapshot_online,4,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,4,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_snapshot_online,4,15,29.26316039520912,,93510,,,0,unknown,0,1,,,
django__django-13033,pabb_oracle_upper_bound,1,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,1,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,1,15,35.89662133096294,,132267,,,0,unknown,0,1,,,
django__django-13033,pabb_oracle_upper_bound,2,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,2,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,2,15,33.344385773548,,123139,,,0,unknown,0,1,,,
django__django-13033,pabb_oracle_upper_bound,4,5,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,4,10,,,,,,0,unknown,0,0,,,
django__django-13033,pabb_oracle_upper_bound,4,15,29.26316039520912,,93510,,,0,unknown,0,1,,,
