policy,status,jct,jct_delta_vs_naive,jct_ratio_vs_naive,time_to_first_success,time_to_first_success_delta_vs_naive,time_to_first_success_ratio_vs_naive,prefill_tokens_avoided,prefill_tokens_avoided_delta_vs_naive,prefill_tokens_avoided_ratio_vs_naive,branch_wasted_tokens,branch_wasted_tokens_delta_vs_naive,branch_wasted_tokens_ratio_vs_naive,resume_prefill_tokens,resume_prefill_tokens_delta_vs_naive,resume_prefill_tokens_ratio_vs_naive,region_utilization,region_utilization_delta_vs_naive,region_utilization_ratio_vs_naive
naive_wafer,ok,17.394463831593924,0.0,1.0,17.394463831593924,0.0,1.0,0.0,,,0.0,,,236920.0,0.0,1.0,0.6758797815641541,0.0,1.0
static_branch_pinning,ok,17.394463831593924,0.0,1.0,17.394463831593924,0.0,1.0,0.0,,,0.0,,,236920.0,0.0,1.0,0.6599236234760261,-0.015956158088128003,0.9763920174513854
wafer_fcfs,ok,17.394463831593924,0.0,1.0,17.394463831593924,0.0,1.0,0.0,,,0.0,,,236920.0,0.0,1.0,0.6758797815641541,0.0,1.0
acd_only,ok,15.61107624179306,-1.7833875898008635,0.897473839546485,15.61107624179306,-1.7833875898008635,0.897473839546485,208612.0,,,0.0,,,36662.0,-200258.0,0.15474421745736958,0.6398832303917444,-0.03599655117240963,0.9467411925104422
acd_bes,ok,15.61107624179306,-1.7833875898008635,0.897473839546485,15.61107624179306,-1.7833875898008635,0.897473839546485,208612.0,,,0.0,,,36662.0,-200258.0,0.15474421745736958,0.6398832303917444,-0.03599655117240963,0.9467411925104422
acd_nisp,ok,15.319778177622315,-2.07468565397161,0.8807272432161252,15.319778177622315,-2.07468565397161,0.8807272432161252,245274.0,,,0.0,,,42729.0,-194191.0,0.1803520175586696,0.6321191862562807,-0.04376059530787335,0.9352538772404163
full_agentweaver,ok,15.319778177622315,-2.07468565397161,0.8807272432161252,15.319778177622315,-2.07468565397161,0.8807272432161252,245274.0,,,0.0,,,42729.0,-194191.0,0.1803520175586696,0.6321191862562807,-0.04376059530787335,0.9352538772404163
