instance_id,policy,max_active_branches,max_steps_per_branch,time_to_first_nonempty_patch,tokens_to_first_nonempty_patch,cost_to_first_nonempty_patch,branches_pruned,duplicate_patch_rate,official_success_if_available,verifier_unknown_count,total_tokens_used,total_tool_time,model_side_time,pabb_online_gain_vs_fcfs,oracle_gap
django__django-12125,pabb_oracle_upper_bound,2,15,,,,0,0.0,unknown,4,94826,193.18180012702942,36.103104664042974,,
django__django-12125,pabb_oracle_upper_bound,4,5,,,,0,0.0,unknown,4,25080,2.9999732971191406,13.081763019792685,,
django__django-12125,pabb_oracle_upper_bound,4,10,,,,0,0.0,unknown,4,49156,67.44677829742432,24.604286833191793,,
django__django-12125,pabb_oracle_upper_bound,4,15,,,,0,0.0,unknown,4,94826,193.18180012702942,36.103104664042974,,
django__django-12308,launch_all,1,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,launch_all,1,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,launch_all,1,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,launch_all,2,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,launch_all,2,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,launch_all,2,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,launch_all,4,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,launch_all,4,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,launch_all,4,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,fcfs_budget,1,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,fcfs_budget,1,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,fcfs_budget,1,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,fcfs_budget,2,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,fcfs_budget,2,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,fcfs_budget,2,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,fcfs_budget,4,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,fcfs_budget,4,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,fcfs_budget,4,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_online,1,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_online,1,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_online,1,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_online,2,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_online,2,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_online,2,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_online,4,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_online,4,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_online,4,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_oracle_upper_bound,1,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_oracle_upper_bound,1,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_oracle_upper_bound,1,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_oracle_upper_bound,2,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_oracle_upper_bound,2,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_oracle_upper_bound,2,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12308,pabb_oracle_upper_bound,4,5,,,,0,0.0,unknown,4,19284,2.0183138847351074,9.237448243471768,,
django__django-12308,pabb_oracle_upper_bound,4,10,,,,0,0.0,unknown,4,44525,19.38712501525879,16.93030565169417,,
django__django-12308,pabb_oracle_upper_bound,4,15,,,,0,0.0,unknown,4,92823,35.5786030292511,27.884502178765167,,
django__django-12708,launch_all,1,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,launch_all,1,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,launch_all,1,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,launch_all,2,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,launch_all,2,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,launch_all,2,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,launch_all,4,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,launch_all,4,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,launch_all,4,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,fcfs_budget,1,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,fcfs_budget,1,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,fcfs_budget,1,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,fcfs_budget,2,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,fcfs_budget,2,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,fcfs_budget,2,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,fcfs_budget,4,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,fcfs_budget,4,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,fcfs_budget,4,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_online,1,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_online,1,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_online,1,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_online,2,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_online,2,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_online,2,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_online,4,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_online,4,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_online,4,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_oracle_upper_bound,1,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_oracle_upper_bound,1,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_oracle_upper_bound,1,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_oracle_upper_bound,2,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_oracle_upper_bound,2,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_oracle_upper_bound,2,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-12708,pabb_oracle_upper_bound,4,5,,,,0,0.0,unknown,4,30818,2.4375717639923096,12.126484763778851,,
django__django-12708,pabb_oracle_upper_bound,4,10,,,,0,0.0,unknown,4,63040,5.309074640274048,24.03967154134627,,
django__django-12708,pabb_oracle_upper_bound,4,15,,,,0,0.0,unknown,4,113225,7.57794976234436,33.11839462774233,,
django__django-13028,launch_all,1,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,launch_all,1,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,launch_all,1,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,launch_all,2,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,launch_all,2,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,launch_all,2,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,launch_all,4,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,launch_all,4,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,launch_all,4,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,fcfs_budget,1,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,fcfs_budget,1,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,fcfs_budget,1,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,fcfs_budget,2,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,fcfs_budget,2,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,fcfs_budget,2,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,fcfs_budget,4,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,fcfs_budget,4,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,fcfs_budget,4,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_online,1,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_online,1,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_online,1,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_online,2,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_online,2,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_online,2,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_online,4,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_online,4,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_online,4,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_oracle_upper_bound,1,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_oracle_upper_bound,1,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_oracle_upper_bound,1,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_oracle_upper_bound,2,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_oracle_upper_bound,2,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_oracle_upper_bound,2,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13028,pabb_oracle_upper_bound,4,5,,,,0,0.0,unknown,4,27752,13.1109139919281,11.397580587645185,,
django__django-13028,pabb_oracle_upper_bound,4,10,,,,0,0.0,unknown,4,58222,16.64545726776123,21.751047155619567,,
django__django-13028,pabb_oracle_upper_bound,4,15,,,,0,0.0,unknown,4,115296,23.017008781433105,35.49507612903839,,
django__django-13033,launch_all,1,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,launch_all,1,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,launch_all,1,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,launch_all,2,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,launch_all,2,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,launch_all,2,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,launch_all,4,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,launch_all,4,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,launch_all,4,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,fcfs_budget,1,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,fcfs_budget,1,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,fcfs_budget,1,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,fcfs_budget,2,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,fcfs_budget,2,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,fcfs_budget,2,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,fcfs_budget,4,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,fcfs_budget,4,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,fcfs_budget,4,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_online,1,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_online,1,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_online,1,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_online,2,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_online,2,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_online,2,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_online,4,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_online,4,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_online,4,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_oracle_upper_bound,1,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_oracle_upper_bound,1,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_oracle_upper_bound,1,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_oracle_upper_bound,2,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_oracle_upper_bound,2,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_oracle_upper_bound,2,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
django__django-13033,pabb_oracle_upper_bound,4,5,,,,0,0.0,unknown,4,34330,1.6358294486999512,11.277373170933341,,
django__django-13033,pabb_oracle_upper_bound,4,10,,,,0,0.0,unknown,4,73224,4.229046821594238,19.102661829685424,,
django__django-13033,pabb_oracle_upper_bound,4,15,,,,0,0.0,unknown,4,146726,7.388499021530151,30.3174707446061,,
