run_id,scenario,instance_id,policy,mesh_rows,mesh_cols,branch_fanout,jct,time_to_first_success,success_any,prefill_tokens,prefill_tokens_avoided,kv_hit_tokens,kv_miss_tokens,noc_bytes,avg_hops,hotspot_ratio,region_utilization,tool_blocked_region_time,blocked_compute_time_avoided,state_migration_exposed_latency,branch_wasted_tokens,safe_cancellation_savings,hot_count,warm_count,cold_count,resume_prefill_tokens,p50,p95,p99
mini_swe_lite5_timed,django__django-12308,django__django-12308,acd_only,6,6,1,36.76074229587785,36.76074229587785,False,6243,29381,29381,6243,1684824064.0,0.1,1.0,0.17810269836988132,0.0,30.51178765296936,0.0,0,0,0,0,0,4651,,,
mini_swe_lite5_timed,django__django-12708,django__django-12708,acd_only,6,6,1,10.795730868077927,10.795730868077927,False,5710,25717,25717,5710,1474715648.0,0.0,1.0,0.7680224731222507,0.0,2.7345163822174072,0.0,0,0,0,0,0,4000,,,
mini_swe_lite5_timed,django__django-13028,django__django-13028,acd_only,6,6,1,11.959584710999833,11.959584710999833,False,7705,45452,45452,7705,2606399488.0,0.10526315789473684,1.0,0.7944891108354285,0.0,2.6759283542633057,0.0,0,0,0,0,0,3070,,,
mini_swe_lite5_timed,AGGREGATE,AGGREGATE,acd_only,6,6,1.0,15.61107624179306,15.61107624179306,False,48308,208612,208612,48308,11962646528.0,0.06105263157894737,1.0,0.6398832303917444,0.0,41.248056411743164,0.0,0,0,0,0,0,36662,10.795730868077927,31.80051077890224,35.768695992482726
mini_swe_lite5_timed,django__django-11848,django__django-11848,acd_bes,6,6,1,8.480638589015873,8.480638589015873,False,8172,32580,32580,8172,1868267520.0,0.0,1.0,0.6894323494496087,0.0,2.8006362915039062,0.0,0,0,0,0,0,6515,,,
mini_swe_lite5_timed,django__django-11964,django__django-11964,acd_bes,6,6,1,10.058684744993819,10.058684744993819,False,20478,75482,75482,20478,4328439808.0,0.1,1.0,0.7693695201815529,0.0,2.5251877307891846,0.0,0,0,0,0,0,18426,,,
mini_swe_lite5_timed,django__django-12308,django__django-12308,acd_bes,6,6,1,36.76074229587785,36.76074229587785,False,6243,29381,29381,6243,1684824064.0,0.1,1.0,0.17810269836988132,0.0,30.51178765296936,0.0,0,0,0,0,0,4651,,,
mini_swe_lite5_timed,django__django-12708,django__django-12708,acd_bes,6,6,1,10.795730868077927,10.795730868077927,False,5710,25717,25717,5710,1474715648.0,0.0,1.0,0.7680224731222507,0.0,2.7345163822174072,0.0,0,0,0,0,0,4000,,,
mini_swe_lite5_timed,django__django-13028,django__django-13028,acd_bes,6,6,1,11.959584710999833,11.959584710999833,False,7705,45452,45452,7705,2606399488.0,0.10526315789473684,1.0,0.7944891108354285,0.0,2.6759283542633057,0.0,0,0,0,0,0,3070,,,
mini_swe_lite5_timed,AGGREGATE,AGGREGATE,acd_bes,6,6,1.0,15.61107624179306,15.61107624179306,False,48308,208612,208612,48308,11962646528.0,0.06105263157894737,1.0,0.6398832303917444,0.0,41.248056411743164,0.0,0,0,0,0,0,36662,10.795730868077927,31.80051077890224,35.768695992482726
mini_swe_lite5_timed,django__django-11848,django__django-11848,acd_nisp,6,6,1,8.224818507976767,8.224818507976767,False,7005,39095,39095,7005,1868267520.0,0.0,1.0,0.6794798274529472,0.0,2.8006362915039062,0.0,0,0,10,0,0,5382,,,
mini_swe_lite5_timed,django__django-11964,django__django-11964,acd_nisp,6,6,1,9.31257900686358,9.31257900686358,False,19165,93908,93908,19165,4328439808.0,0.1,1.0,0.7503466457076816,0.0,2.5251877307891846,0.0,0,0,10,0,0,22499,,,
mini_swe_lite5_timed,django__django-12308,django__django-12308,acd_nisp,6,6,1,36.580970525674346,36.580970525674346,False,5084,34032,34032,5084,1684824064.0,0.1,1.0,0.17386984625048812,0.0,30.51178765296936,0.0,0,0,10,0,0,4664,,,
mini_swe_lite5_timed,django__django-12708,django__django-12708,acd_nisp,6,6,1,10.639437190576166,10.639437190576166,False,4332,29717,29717,4332,1474715648.0,0.0,1.0,0.7645159528609912,0.0,2.7345163822174072,0.0,0,0,10,0,0,5244,,,
mini_swe_lite5_timed,django__django-13028,django__django-13028,acd_nisp,6,6,1,11.841085657020717,11.841085657020717,False,6260,48522,48522,6260,2606399488.0,0.10526315789473684,1.0,0.7923836590092952,0.0,2.6759283542633057,0.0,0,0,9,0,0,4940,,,
mini_swe_lite5_timed,AGGREGATE,AGGREGATE,acd_nisp,6,6,1.0,15.319778177622315,15.319778177622315,False,41846,245274,245274,41846,11962646528.0,0.06105263157894737,1.0,0.6321191862562807,0.0,41.248056411743164,0.0,0,0,49,0,0,42729,10.639437190576166,31.632993551943613,35.5913751309282
mini_swe_lite5_timed,django__django-11848,django__django-11848,full_agentweaver,6,6,1,8.224818507976767,8.224818507976767,False,7005,39095,39095,7005,1868267520.0,0.0,1.0,0.6794798274529472,0.0,2.8006362915039062,0.0,0,0,10,0,0,5382,,,
mini_swe_lite5_timed,django__django-11964,django__django-11964,full_agentweaver,6,6,1,9.31257900686358,9.31257900686358,False,19165,93908,93908,19165,4328439808.0,0.1,1.0,0.7503466457076816,0.0,2.5251877307891846,0.0,0,0,10,0,0,22499,,,
mini_swe_lite5_timed,django__django-12308,django__django-12308,full_agentweaver,6,6,1,36.580970525674346,36.580970525674346,False,5084,34032,34032,5084,1684824064.0,0.1,1.0,0.17386984625048812,0.0,30.51178765296936,0.0,0,0,10,0,0,4664,,,
mini_swe_lite5_timed,django__django-12708,django__django-12708,full_agentweaver,6,6,1,10.639437190576166,10.639437190576166,False,4332,29717,29717,4332,1474715648.0,0.0,1.0,0.7645159528609912,0.0,2.7345163822174072,0.0,0,0,10,0,0,5244,,,
mini_swe_lite5_timed,django__django-13028,django__django-13028,full_agentweaver,6,6,1,11.841085657020717,11.841085657020717,False,6260,48522,48522,6260,2606399488.0,0.10526315789473684,1.0,0.7923836590092952,0.0,2.6759283542633057,0.0,0,0,9,0,0,4940,,,
mini_swe_lite5_timed,AGGREGATE,AGGREGATE,full_agentweaver,6,6,1.0,15.319778177622315,15.319778177622315,False,41846,245274,245274,41846,11962646528.0,0.06105263157894737,1.0,0.6321191862562807,0.0,41.248056411743164,0.0,0,0,49,0,0,42729,10.639437190576166,31.632993551943613,35.5913751309282
