total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,ready_queue_empty_time,region_utilization,blocked_session_fraction,domain_cache_hit_rate,remote_kv_bytes,avg_context_hops,domain_switches,memory_occupancy,eviction_count,evicted_tokens,recompute_tokens,cache_hit_tokens,completed_sessions,admission_count,starvation_count,predictor_median_abs_error,predictor_p95_abs_error,slo_target,strongest_non_oracle_baseline_p95_policy,strongest_non_oracle_baseline_throughput_policy,strongest_non_oracle_baseline_ready_wait_policy,strongest_baseline_p95,strongest_baseline_throughput,strongest_baseline_ready_wait,p95_gain_over_reactive,p95_gain_over_strongest_baseline,throughput_gain_over_strongest_baseline,ready_wait_gain_over_strongest_baseline,regime_counts,policy_profile_counts,regime_transition_counts,regime_switches,per_regime_policy_decisions
64,16,1,bursty,32,taps_admission_v4,0.11266528489357777,110.64948929824185,104.57918313530382,187.19925661502535,265.10606912530847,5616.778415622405,9.01165663762481,0.9841359240243578,0.09965445266564753,0.9898827125171751,0.0,0.0,614,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_unified_v5,reactive_admission,taps_domain_v4,147.81874089417562,0.11423379055701857,4359.236238128355,0.1673359805285367,0.037950205135950404,-0.03142082001306269,-0.03873432195141259,,,,,
64,16,1,bursty,32,taps_unified_v5,0.1114968113786353,93.1347093836629,93.69606382500365,147.81874089417562,218.44000384884373,4495.832501089361,14.964799163548719,0.9739292595366039,0.09862091701448499,0.9898827125171751,0.0,0.0,583,16559915008,0,0,29527,2888943,64,64,4,0.046956610679626476,3.7432076930999756,32.105082321167,taps_unified_v5,reactive_admission,taps_domain_v4,147.81874089417562,0.11423379055701857,4359.236238128355,0.1673359805285367,0.037950205135950404,-0.03142082001306269,-0.03873432195141259,,,,,
64,16,1,bursty,32,taps_unified_adaptive_v6,0.11064447118451659,93.63870621098985,101.35738909994858,142.20898935430375,238.71768303364018,4528.088298038283,19.386616297258342,0.9664840326833237,0.09786700692043902,0.9898827125171751,0.0,0.0,566,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_unified_v5,reactive_admission,taps_domain_v4,147.81874089417562,0.11423379055701857,4359.236238128355,0.1673359805285367,0.037950205135950404,-0.03142082001306269,-0.03873432195141259,"{""ADMISSION_STARVED"": 349, ""BALANCED"": 6599, ""TAIL_RISK"": 4016}","{""admission_starved"": 349, ""balanced"": 6599, ""tail_risk"": 4016}","{""ADMISSION_STARVED->BALANCED"": 4, ""BALANCED->TAIL_RISK"": 71, ""TAIL_RISK->ADMISSION_STARVED"": 4, ""TAIL_RISK->BALANCED"": 66}",145,"{""ADMISSION_STARVED:admit"": 4, ""ADMISSION_STARVED:admit_score"": 345, ""BALANCED:admit"": 1822, ""BALANCED:admit_score"": 1735, ""BALANCED:schedule_score"": 3042, ""TAIL_RISK:admit"": 1495, ""TAIL_RISK:schedule_score"": 2521}"
64,16,2,bursty,32,reactive_admission,0.1723110446701791,64.51940145750906,56.57888736801169,124.6698867831852,216.35145631695394,2559.2901515508124,45.360965216664574,0.8941399010817783,0.15241219033061223,0.9863349631827636,79477923840.0,1.0,459,16559915008,0,0,39881,2878589,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,,,,,
64,16,2,bursty,32,acd_nisp,0.1723110446701791,64.51940145750906,56.57888736801169,124.6698867831852,216.35145631695394,2559.2901515508124,45.360965216664574,0.8941399010817783,0.15241219033061223,0.9863349631827636,79477923840.0,1.0,459,16559915008,0,0,39881,2878589,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,,,,,
64,16,2,bursty,32,taps_domain_v4,0.17520345124313944,63.48585787349523,51.23605233096963,152.79840909215457,216.18972716472436,2493.4778574686543,35.658005996059565,0.9086910496409591,0.15497057549945237,0.9888116033401063,79543697408.0,1.0,402,16559915008,0,0,32653,2885817,64,64,2,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,,,,,
64,16,2,bursty,32,taps_admission_v4,0.16925148506302914,62.95873921207164,55.976277776151264,112.51334287826697,213.87959608687856,2459.7931222002203,51.31603360780204,0.8777539833286939,0.14970595532364941,0.9893451020568996,83744145408.0,1.0,590,16559915008,0,0,31096,2887374,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,,,,,
64,16,2,bursty,32,taps_unified_v5,0.17729823521791307,66.60244650143163,61.92127712317619,131.26223685803592,208.31077900114516,2693.0854103811853,33.095782269466355,0.9193535614093451,0.1568234492631502,0.9898827125171751,79223087104.0,1.0,594,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,,,,,
64,16,2,bursty,32,taps_unified_adaptive_v6,0.1740476085097886,62.06322706416774,53.803223823479115,138.68656915930677,222.19150575548989,2402.441868092427,41.35487068118172,0.9026794452325415,0.15394821199974232,0.9888561472278283,78289412096.0,1.0,522,16559915008,0,0,32523,2885947,64,64,0,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_admission_v4,taps_unified_v5,taps_admission_v4,112.51334287826697,0.17729823521791307,2459.7931222002203,-0.11243037703642207,-0.23262331036913322,-0.01833423047967293,0.02331547868403432,"{""ADMISSION_STARVED"": 592, ""BALANCED"": 934, ""DOMAIN_HOT"": 7499, ""TAIL_RISK"": 1515}","{""admission_starved"": 592, ""balanced"": 934, ""domain_hot"": 7499, ""tail_risk"": 1515}","{""ADMISSION_STARVED->DOMAIN_HOT"": 6, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 5, ""DOMAIN_HOT->TAIL_RISK"": 35, ""TAIL_RISK->ADMISSION_STARVED"": 1, ""TAIL_RISK->DOMAIN_HOT"": 33}",81,"{""ADMISSION_STARVED:admit"": 9, ""ADMISSION_STARVED:admit_score"": 583, ""BALANCED:admit"": 23, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 7, ""DOMAIN_HOT:admit"": 3054, ""DOMAIN_HOT:admit_score"": 593, ""DOMAIN_HOT:schedule_score"": 3852, ""TAIL_RISK:admit"": 511, ""TAIL_RISK:schedule_score"": 1004}"
64,16,4,bursty,8,reactive_admission,0.20285608257927973,49.57583840357104,40.55807453753016,103.19359990816346,197.54088395307923,1435.1829241715386,115.51348585648836,0.6592224271038285,0.17942982080443706,0.9808882736502346,205798039552.0,1.0,509,8574877696,270,757028,55777,2862693,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,,,,,
64,16,4,bursty,8,acd_nisp,0.20285608257927973,49.57583840357104,40.55807453753016,103.19359990816346,197.54088395307923,1435.1829241715386,115.51348585648836,0.6592224271038285,0.17942982080443706,0.9808882736502346,205798039552.0,1.0,509,8574877696,270,757028,55777,2862693,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,,,,,
64,16,4,bursty,8,taps_domain_v4,0.20752819993754879,46.65511829321045,35.73923807899041,120.46999819201676,189.08085376645056,1249.1312340346951,119.05364459413175,0.6736965942565869,0.1835623918849414,0.984948277693449,167310581760.0,1.0,461,8539381760,243,632758,43928,2874542,64,64,3,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,,,,,
64,16,4,bursty,8,taps_admission_v4,0.1956393637933897,48.727851893818126,40.125790042150655,97.10747189151104,197.31002499361415,1382.1112069155743,131.1249492118334,0.6348536041471726,0.1730465044055206,0.9871771853059994,178386345984.0,1.0,604,8558247936,290,666498,37423,2881047,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,,,,,
64,16,4,bursty,8,taps_unified_v5,0.11944956689600096,54.63655193626108,44.54205299913485,151.78036792477968,233.08140582955164,958.5086569879477,208.66050349507972,0.39580187413804935,0.12546097731538322,0.985202159239688,97682292736.0,1.0,351,8586862592,12,45474,24436,1626886,39,39,25,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,,,,,
64,16,4,bursty,8,taps_unified_adaptive_v6,0.11171351290362004,51.20713010487007,38.311409559423716,160.08833997231062,240.734393132343,775.4931647868913,213.1918900973698,0.3754069198438996,0.11327666649581236,0.9829246319980774,81362534400.0,1.0,292,8444764160,1,5380,26005,1496949,36,36,28,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_admission_v4,taps_domain_v4,taps_unified_v5,97.10747189151104,0.20752819993754879,958.5086569879477,-0.5513398128835538,-0.6485687131383888,-0.4616947820236582,0.19093775613479688,"{""ADMISSION_STARVED"": 332, ""BALANCED"": 949, ""DOMAIN_HOT"": 4523, ""MEMORY_PRESSURE"": 218, ""TAIL_RISK"": 452}","{""admission_starved"": 332, ""balanced"": 949, ""domain_hot"": 4523, ""memory_pressure"": 218, ""tail_risk"": 452}","{""ADMISSION_STARVED->DOMAIN_HOT"": 10, ""ADMISSION_STARVED->MEMORY_PRESSURE"": 1, ""BALANCED->DOMAIN_HOT"": 3, ""DOMAIN_HOT->ADMISSION_STARVED"": 11, ""DOMAIN_HOT->BALANCED"": 2, ""DOMAIN_HOT->TAIL_RISK"": 6, ""TAIL_RISK->DOMAIN_HOT"": 6}",39,"{""ADMISSION_STARVED:admit"": 83, ""ADMISSION_STARVED:admit_score"": 234, ""ADMISSION_STARVED:schedule_score"": 15, ""BALANCED:admit"": 37, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 8, ""DOMAIN_HOT:admit"": 1780, ""DOMAIN_HOT:admit_score"": 536, ""DOMAIN_HOT:schedule_score"": 2207, ""MEMORY_PRESSURE:admit"": 192, ""MEMORY_PRESSURE:schedule_score"": 26, ""TAIL_RISK:admit"": 176, ""TAIL_RISK:schedule_score"": 276}"
64,16,4,bursty,16,reactive_admission,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,16,acd_nisp,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,16,taps_domain_v4,0.20806875914853756,46.71891690602336,34.75766178496491,120.00679457421666,194.90820763272382,1253.301973349576,116.0246809861085,0.6753801845265045,0.18404052614213842,0.9855239217809332,169169272832.0,1.0,442,16559915008,0,0,42248,2876222,64,64,3,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,16,taps_admission_v4,0.19567912070189733,48.69524899130352,40.125790042150655,97.09789896803052,196.57733775988703,1380.2113403372318,130.404800061595,0.6348398932675863,0.1730816700997338,0.9886553570877892,190256496640.0,1.0,599,16559915008,0,0,33109,2885361,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,16,taps_unified_v5,0.19577697345292097,51.147377768239004,44.174418109905915,106.3047217813968,202.2456911257645,1537.3048642108336,132.655386600979,0.635037073886514,0.17316822260216885,0.9891929675480645,176908935168.0,1.0,599,16559915008,0,0,31540,2886930,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,16,taps_unified_adaptive_v6,0.19849485153021165,47.3764518766243,37.56884898059135,94.98279822036257,215.61168873018795,1295.8584610821085,126.31592176438951,0.6439360677285006,0.1755722342057449,0.9881664022587178,163787366400.0,1.0,549,16559915008,0,0,34536,2883934,64,64,0,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,"{""ADMISSION_STARVED"": 634, ""BALANCED"": 949, ""DOMAIN_HOT"": 7755, ""MEMORY_PRESSURE"": 9, ""TAIL_RISK"": 559}","{""admission_starved"": 634, ""balanced"": 949, ""domain_hot"": 7755, ""memory_pressure"": 9, ""tail_risk"": 559}","{""ADMISSION_STARVED->DOMAIN_HOT"": 27, ""BALANCED->DOMAIN_HOT"": 3, ""DOMAIN_HOT->ADMISSION_STARVED"": 27, ""DOMAIN_HOT->BALANCED"": 2, ""DOMAIN_HOT->MEMORY_PRESSURE"": 1, ""DOMAIN_HOT->TAIL_RISK"": 14, ""TAIL_RISK->DOMAIN_HOT"": 14}",88,"{""ADMISSION_STARVED:admit"": 102, ""ADMISSION_STARVED:admit_score"": 529, ""ADMISSION_STARVED:schedule_score"": 3, ""BALANCED:admit"": 37, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 8, ""DOMAIN_HOT:admit"": 3224, ""DOMAIN_HOT:admit_score"": 647, ""DOMAIN_HOT:schedule_score"": 3884, ""MEMORY_PRESSURE:schedule_score"": 9, ""TAIL_RISK:admit"": 213, ""TAIL_RISK:schedule_score"": 346}"
64,16,4,bursty,32,reactive_admission,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,32,acd_nisp,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,32,taps_domain_v4,0.20806875914853756,46.71891690602336,34.75766178496491,120.00679457421666,194.90820763272382,1253.301973349576,116.0246809861085,0.6753801845265045,0.18404052614213842,0.9855239217809332,169169272832.0,1.0,442,16559915008,0,0,42248,2876222,64,64,3,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,32,taps_admission_v4,0.19567912070189733,48.69524899130352,40.125790042150655,97.09789896803052,196.57733775988703,1380.2113403372318,130.404800061595,0.6348398932675863,0.1730816700997338,0.9886553570877892,190256496640.0,1.0,599,16559915008,0,0,33109,2885361,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,32,taps_unified_v5,0.19577697345292097,51.147377768239004,44.174418109905915,106.3047217813968,202.2456911257645,1537.3048642108336,132.655386600979,0.635037073886514,0.17316822260216885,0.9891929675480645,176908935168.0,1.0,599,16559915008,0,0,31540,2886930,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,32,taps_unified_adaptive_v6,0.19849485153021165,47.3764518766243,37.56884898059135,94.98279822036257,215.61168873018795,1295.8584610821085,126.31592176438951,0.6439360677285006,0.1755722342057449,0.9881664022587178,163787366400.0,1.0,549,16559915008,0,0,34536,2883934,64,64,0,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,"{""ADMISSION_STARVED"": 634, ""BALANCED"": 949, ""DOMAIN_HOT"": 7757, ""TAIL_RISK"": 566}","{""admission_starved"": 634, ""balanced"": 949, ""domain_hot"": 7757, ""tail_risk"": 566}","{""ADMISSION_STARVED->DOMAIN_HOT"": 27, ""BALANCED->DOMAIN_HOT"": 3, ""DOMAIN_HOT->ADMISSION_STARVED"": 27, ""DOMAIN_HOT->BALANCED"": 2, ""DOMAIN_HOT->TAIL_RISK"": 16, ""TAIL_RISK->DOMAIN_HOT"": 15}",90,"{""ADMISSION_STARVED:admit"": 102, ""ADMISSION_STARVED:admit_score"": 529, ""ADMISSION_STARVED:schedule_score"": 3, ""BALANCED:admit"": 37, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 8, ""DOMAIN_HOT:admit"": 3224, ""DOMAIN_HOT:admit_score"": 647, ""DOMAIN_HOT:schedule_score"": 3886, ""TAIL_RISK:admit"": 213, ""TAIL_RISK:schedule_score"": 353}"
64,16,4,bursty,64,reactive_admission,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,64,acd_nisp,0.2026666870420579,49.55995718544262,40.169350479223226,102.47544444417244,195.77188876911492,1434.4279074491656,115.7457134614869,0.6584000206442614,0.17926229707592609,0.9821365304423209,195576242176.0,1.0,509,16559915008,0,0,52134,2866336,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,64,taps_domain_v4,0.20806875914853756,46.71891690602336,34.75766178496491,120.00679457421666,194.90820763272382,1253.301973349576,116.0246809861085,0.6753801845265045,0.18404052614213842,0.9855239217809332,169169272832.0,1.0,442,16559915008,0,0,42248,2876222,64,64,3,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,64,taps_admission_v4,0.19567912070189733,48.69524899130352,40.125790042150655,97.09789896803052,196.57733775988703,1380.2113403372318,130.404800061595,0.6348398932675863,0.1730816700997338,0.9886553570877892,190256496640.0,1.0,599,16559915008,0,0,33109,2885361,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,64,taps_unified_v5,0.19577697345292097,51.147377768239004,44.174418109905915,106.3047217813968,202.2456911257645,1537.3048642108336,132.655386600979,0.635037073886514,0.17316822260216885,0.9891929675480645,176908935168.0,1.0,599,16559915008,0,0,31540,2886930,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,,,,,
64,16,4,bursty,64,taps_unified_adaptive_v6,0.19849485153021165,47.3764518766243,37.56884898059135,94.98279822036257,215.61168873018795,1295.8584610821085,126.31592176438951,0.6439360677285006,0.1755722342057449,0.9881664022587178,163787366400.0,1.0,549,16559915008,0,0,34536,2883934,64,64,0,0.046956610679626476,3.7432076930999756,73.92709851264954,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.09789896803052,0.20806875914853756,1253.301973349576,0.07311650380683918,0.02178317728959665,-0.04601319130033944,-0.03395549407681538,"{""ADMISSION_STARVED"": 634, ""BALANCED"": 949, ""DOMAIN_HOT"": 7757, ""TAIL_RISK"": 566}","{""admission_starved"": 634, ""balanced"": 949, ""domain_hot"": 7757, ""tail_risk"": 566}","{""ADMISSION_STARVED->DOMAIN_HOT"": 27, ""BALANCED->DOMAIN_HOT"": 3, ""DOMAIN_HOT->ADMISSION_STARVED"": 27, ""DOMAIN_HOT->BALANCED"": 2, ""DOMAIN_HOT->TAIL_RISK"": 16, ""TAIL_RISK->DOMAIN_HOT"": 15}",90,"{""ADMISSION_STARVED:admit"": 102, ""ADMISSION_STARVED:admit_score"": 529, ""ADMISSION_STARVED:schedule_score"": 3, ""BALANCED:admit"": 37, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 8, ""DOMAIN_HOT:admit"": 3224, ""DOMAIN_HOT:admit_score"": 647, ""DOMAIN_HOT:schedule_score"": 3886, ""TAIL_RISK:admit"": 213, ""TAIL_RISK:schedule_score"": 353}"
64,16,4,closed_loop,32,reactive_admission,0.20214209055419718,49.68625369107236,41.08683363291175,102.96416861687806,197.6010071931624,1442.2615825820496,118.90060035966482,0.6568926250573721,0.17879828213185983,0.9806590439511114,195354378240.0,1.0,504,16559915008,0,0,56446,2862024,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.29148544820269,0.20533062587353829,1272.630265800458,0.04280178359587624,-0.013008672851235794,-0.03432413963369003,-0.08530944717357,,,,,
64,16,4,closed_loop,32,acd_nisp,0.20214209055419718,49.68625369107236,41.08683363291175,102.96416861687806,197.6010071931624,1442.2615825820496,118.90060035966482,0.6568926250573721,0.17879828213185983,0.9806590439511114,195354378240.0,1.0,504,16559915008,0,0,56446,2862024,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.29148544820269,0.20533062587353829,1272.630265800458,0.04280178359587624,-0.013008672851235794,-0.03432413963369003,-0.08530944717357,,,,,
64,16,4,closed_loop,32,taps_domain_v4,0.20533062587353829,47.02097329204553,37.56442027478029,120.77638130049608,193.12342653918128,1272.630265800458,119.74155911734033,0.6664950086514808,0.18161859845515452,0.9860437146861197,187840651264.0,1.0,439,16559915008,0,0,40731,2877739,64,64,3,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.29148544820269,0.20533062587353829,1272.630265800458,0.04280178359587624,-0.013008672851235794,-0.03432413963369003,-0.08530944717357,,,,,
64,16,4,closed_loop,32,taps_admission_v4,0.19517055889905802,50.75739656245849,41.3495713452064,97.29148544820269,202.82810049152118,1511.9807138410952,132.34704562042236,0.6333486013381464,0.172631838120376,0.9875092085921733,193208451072.0,1.0,582,16559915008,0,0,36454,2882016,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.29148544820269,0.20533062587353829,1272.630265800458,0.04280178359587624,-0.013008672851235794,-0.03432413963369003,-0.08530944717357,,,,,
64,16,4,closed_loop,32,taps_unified_v5,0.19284684229974575,52.22714747588007,45.0278021472771,104.52496043437215,204.3317575501365,1606.483995025351,136.3788409521433,0.6254770312291977,0.17057646936971518,0.9898827125171751,185492070400.0,1.0,567,16559915008,0,0,29527,2888943,64,64,0,0.046956610679626476,3.7432076930999756,32.105082321167,taps_admission_v4,taps_domain_v4,taps_domain_v4,97.29148544820269,0.20533062587353829,1272.630265800458,0.04280178359587624,-0.013008672851235794,-0.03432413963369003,-0.08530944717357,,,,,
