run_id,scenario,instance_id,policy,mesh_rows,mesh_cols,branch_fanout,jct,time_to_first_success,success_any,prefill_tokens,prefill_tokens_avoided,kv_hit_tokens,kv_miss_tokens,noc_bytes,avg_hops,hotspot_ratio,region_utilization,tool_blocked_region_time,blocked_compute_time_avoided,state_migration_exposed_latency,branch_wasted_tokens,safe_cancellation_savings,hot_count,warm_count,cold_count,resume_prefill_tokens,p50,p95,p99
h100calib_pr2_v2_1,S1_context_heavy,S1_context_heavy,static_branch_pinning,4,4,4,19.951021990275745,18.63470214614138,True,70084,0,0,70084,0.0,0.0,1.0,0.41980419267610203,43.24887452031326,0.0,0.0,54827,0,0,0,0,37056,,,
h100calib_pr2_v2_1,S2_branch_heavy,S2_branch_heavy,static_branch_pinning,4,4,8,20.73503540776818,16.261795886351578,True,74357,0,0,74357,0.0,0.0,1.0,0.42696046856965225,80.1815136512736,0.0,0.0,70626,0,0,0,0,41069,,,
h100calib_pr2_v2_1,S3_tool_stall_heavy,S3_tool_stall_heavy,static_branch_pinning,4,4,4,73.0669013993606,52.98130880436463,True,37426,0,0,37426,0.0,0.0,1.0,0.1211033231842748,212.07032941830755,0.0,0.0,30231,0,0,0,0,20782,,,
h100calib_pr2_v2_1,S4_low_reuse_negative,S4_low_reuse_negative,static_branch_pinning,4,4,4,19.62561320527745,19.62561320527745,True,11299,0,0,11299,0.0,0.0,1.0,0.4053436814845569,41.00058863538078,0.0,0.0,10839,0,0,0,0,6943,,,
h100calib_pr2_v2_1,S5_tool_dominated_negative,S5_tool_dominated_negative,static_branch_pinning,4,4,2,377.24456359623656,377.24456359623656,True,5516,0,0,5516,0.0,0.0,1.0,0.018429392916041194,738.7072413844603,0.0,0.0,3545,0,0,0,0,3338,,,
h100calib_pr2_v2_1,AGGREGATE,AGGREGATE,static_branch_pinning,4,4,4.4,102.12462711978371,96.94959672767432,True,198682,0,0,198682,0.0,0.0,1.0,0.27832821176612543,1115.2085476097354,0.0,0.0,170068,0,0,0,0,109188,20.73503540776818,316.4090311568613,365.0774571083615
h100calib_pr2_v2_1,S1_context_heavy,S1_context_heavy,wafer_fcfs,4,4,4,19.951021990275745,18.63470214614138,True,70084,0,0,70084,0.0,0.0,1.0,0.41980419267610203,0.0,43.24887452031326,0.0,54827,0,0,0,0,37056,,,
h100calib_pr2_v2_1,S2_branch_heavy,S2_branch_heavy,wafer_fcfs,4,4,8,20.73503540776818,16.261795886351578,True,74357,0,0,74357,0.0,0.0,1.0,0.42696046856965225,0.0,80.1815136512736,0.0,70626,0,0,0,0,41069,,,
h100calib_pr2_v2_1,S3_tool_stall_heavy,S3_tool_stall_heavy,wafer_fcfs,4,4,4,73.0669013993606,52.98130880436463,True,37426,0,0,37426,0.0,0.0,1.0,0.1211033231842748,0.0,212.07032941830755,0.0,30231,0,0,0,0,20782,,,
h100calib_pr2_v2_1,S4_low_reuse_negative,S4_low_reuse_negative,wafer_fcfs,4,4,4,19.62561320527745,19.62561320527745,True,11299,0,0,11299,0.0,0.0,1.0,0.4053436814845569,0.0,41.00058863538078,0.0,10839,0,0,0,0,6943,,,
h100calib_pr2_v2_1,S5_tool_dominated_negative,S5_tool_dominated_negative,wafer_fcfs,4,4,2,377.24456359623656,377.24456359623656,True,5516,0,0,5516,0.0,0.0,1.0,0.018429392916041194,0.0,738.7072413844603,0.0,3545,0,0,0,0,3338,,,
h100calib_pr2_v2_1,AGGREGATE,AGGREGATE,wafer_fcfs,4,4,4.4,102.12462711978371,96.94959672767432,True,198682,0,0,198682,0.0,0.0,1.0,0.27832821176612543,0.0,1115.2085476097354,0.0,170068,0,0,0,0,109188,20.73503540776818,316.4090311568613,365.0774571083615
