mode,config_id,replicates,schedule_jsonl,cached_tokens,recompute_tokens,local_context_bytes,remote_context_bytes,schedule_remote_kv_bytes,simulator_remote_kv_bytes,schedule_match_error,model_side_latency,tool_latency,completed_sessions,total_sessions,starvation_count
gpu_reactive,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022511616000.0,1022511616000.0,0.0,2326.180573398517,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16720162816.0,16720162816.0,0.0,751.5643137780236,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018272919552.0,1018272919552.0,0.0,2319.490287602379,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12481466368.0,12481466368.0,0.0,744.874027981885,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10214653460.479883,10214653460.479883,0.0,744.5547417428946,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er2:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10214653460.479883,10214653460.479883,0.0,744.5547417428946,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022502765909.3333,1022502765909.3333,0.0,2321.4547568222174,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16287120042.666666,16287120042.666666,0.0,749.5378770840418,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018264069461.3333,1018264069461.3333,0.0,2314.7758614976697,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,12048423594.666668,12048423594.666668,0.0,742.8589817594941,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er4:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,10158963643.73322,10158963643.73322,0.0,742.8456169099733,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem64,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrbursty:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrclosed_loop:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022527139840.0,1022527139840.0,0.0,2320.2759872525494,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16219246592.0,16219246592.0,0.0,749.5187179223002,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018288443392.0,1018288443392.0,0.0,2313.601979027946,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11980550144.0,11980550144.0,0.0,742.8447096976968,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al4:er8:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9985178992.639904,9985178992.639904,0.0,742.8327771422848,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,0.0,17665114.0,0.0,1012988297216.0,1022505174357.3335,1022505174357.3335,0.0,2320.2758539840806,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16158118980.266666,16158118980.266666,0.0,749.5184150121729,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018266477909.3335,1018266477909.3335,0.0,2313.6018457594773,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11919422532.26667,11919422532.26667,0.0,742.8444067875696,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al8:er16:arrbursty:mem32,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022505174357.3335,1022505174357.3335,0.0,2320.2758539840806,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16158118980.266666,16158118980.266666,0.0,749.5184150121729,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018266477909.3335,1018266477909.3335,0.0,2313.6018457594773,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11919422532.26667,11919422532.26667,0.0,742.8444067875696,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al8:er16:arrclosed_loop:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1022505174357.3335,1022505174357.3335,0.0,2320.2758539840806,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16158118980.266666,16158118980.266666,0.0,749.5184150121729,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018266477909.3335,1018266477909.3335,0.0,2313.6018457594773,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11919422532.26667,11919422532.26667,0.0,742.8444067875696,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem16,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,0.0,17665114.0,0.0,1012988297216.0,1022505174357.3335,1022505174357.3335,0.0,2320.2758539840806,5818.601275920868,384.0,384.0,0.0
acd_only,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,17396102.0,269012.0,997562073088.0,15426224128.0,16158118980.266666,16158118980.266666,0.0,749.5184150121729,5818.601275920868,384.0,384.0,0.0
nisp_only,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,73917.0,17591197.0,4238696448.0,1008749600768.0,1018266477909.3335,1018266477909.3335,0.0,2313.6018457594773,5818.601275920868,384.0,384.0,0.0
acd_nisp,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,11187527680.0,11919422532.26667,11919422532.26667,0.0,742.8444067875696,5818.601275920868,384.0,384.0,0.0
acd_nisp_taps_c,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5818.601275920868,384.0,384.0,0.0
full_agentweaver,aligned_v10_stratified:ts128:al8:er16:arrpoisson:mem8,3,,17470019.0,195095.0,1001800769536.0,9173772696.0,9880458133.503916,9880458133.503916,0.0,742.8321384299296,5765.567949616428,384.0,384.0,0.0
gpu_reactive,aligned_v10_stratified:ts128:al8:er1:arrbursty:mem16,3,,0.0,17665114.0,0.0,0.0,0.0,0.0,0.0,2314.07136624,5818.601275920868,384.0,384.0,0.0
naive_wafer,aligned_v10_stratified:ts128:al8:er1:arrbursty:mem16,3,,0.0,17665114.0,0.0,1012988297216.0,1012988297216.0,1012988297216.0,0.0,2353.6920157450613,5818.601275920868,384.0,384.0,0.0
