config_id,total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,region_utilization,domain_cache_hit_rate,blocked_session_fraction,remote_kv_bytes,memory_occupancy,starvation_count,completed_sessions,replicates,throughput_std,mean_jct_std,p95_jct_std,p99_jct_std,ready_queue_wait_std,completed_sessions_mean,starvation_count_mean,validity,invalid_reason
aligned_v9_stratified:ts32:al8:er1:arrclosed_loop:mem16,32,8,1,closed_loop,16,taps_admission_v4,0.09663103418266286,55.46038980231155,39.240795280973906,127.97355876386118,237.90603140145967,918.9683613336152,0.7981342372875613,0.9870587946995681,0.22325420155724612,0.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al8:er1:arrclosed_loop:mem16,32,8,1,closed_loop,16,taps_unified_v5,0.09394304481003911,57.089609471821106,48.40579304565813,125.7535647980574,242.54248216776287,971.1033907579201,0.775932505039713,0.9870587946995681,0.21704393043415032,0.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al8:er1:arrclosed_loop:mem16,32,8,1,closed_loop,16,taps_unified_adaptive_v6,0.0971953957039162,56.369565846990774,49.849718414558616,116.68003148695408,233.75625645525878,948.061994763349,0.8027956409052489,0.9870587946995681,0.22455808991860707,0.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,reactive_admission,0.17247283320562914,43.95372386733642,33.91590888846308,90.28729758482342,203.95723922724144,0.0,0.3212461601596058,0.9824171569349693,0.3051105903479632,847403884544.0,8565817344.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,acd_nisp,0.17247283320562914,43.95372386733642,33.91590888846308,90.28729758482342,203.95723922724144,0.0,0.3212461601596058,0.9824171569349693,0.3051105903479632,847403884544.0,8565817344.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,taps_domain_v4,0.17251111290050103,43.904077098599224,33.82510939534308,90.28391715602339,203.93387586811187,0.0,0.3207821708253937,0.9809951789807673,0.3051783084928073,101503238144.0,8578146304.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,taps_admission_v4,0.16998765601074634,43.91605975024195,33.79569715901716,90.09725567541268,203.90548415335147,0.0,0.31621714198709927,0.9883360116773515,0.30071422329724057,824661483520.0,8549015552.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,taps_unified_v5,0.09106028987752923,48.438131625434494,32.85828939879862,162.83664714753394,238.25627532138805,0.0,0.1760675276919721,0.9824029478326467,0.19921373298330347,26880286720.0,7754342400.0,31,33,1,0.0,0.0,0.0,0.0,0.0,33.0,31.0,false,incomplete_sessions;starvation
aligned_v9_stratified:ts64:al8:er16:arrbursty:mem8,64,8,16,bursty,8,taps_unified_adaptive_v6,0.09106028987752923,48.438131625434494,32.85828939879862,162.83664714753394,238.25627532138805,0.0,0.1760675276919721,0.9824029478326467,0.19921373298330347,26880286720.0,7754342400.0,31,33,1,0.0,0.0,0.0,0.0,0.0,33.0,31.0,false,incomplete_sessions;starvation
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,reactive_admission,0.10876455221929826,93.70277858761996,83.58965500866816,150.42772868194692,250.04427486903103,2014.0896392926668,0.33389234291295655,0.9819158295975824,0.0628218032354647,89585491968.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,acd_nisp,0.10876455221929826,93.70277858761996,83.58965500866816,150.42772868194692,250.04427486903103,2014.0896392926668,0.33389234291295655,0.9819158295975824,0.0628218032354647,89585491968.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,taps_domain_v4,0.09715899499156812,68.27132787397281,61.16552888134707,115.68123510157807,263.6442395486599,1200.4124133845726,0.298166797363469,0.983107897131212,0.05611849762971582,81138204672.0,10583121920.0,4,32,1,0.0,0.0,0.0,0.0,0.0,32.0,4.0,false,starvation
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,taps_admission_v4,0.10876455221929826,93.70277858761996,83.58965500866816,150.42772868194692,250.04427486903103,2014.0896392926668,0.33389234291295655,0.9819158295975824,0.0628218032354647,89585491968.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,taps_unified_v5,0.10499910383688524,80.43027533936018,79.54869088165177,144.59409354809952,254.42189687137557,1589.512772865349,0.32221543135650316,0.9829916942615545,0.0606469010955074,76593635328.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts32:al32:er4:arrpoisson:mem16,32,32,4,poisson,16,taps_unified_adaptive_v6,0.10426631784451318,81.94741298302532,80.75906370933549,132.46161513631677,252.91540695633395,1637.8618952407362,0.3201290297437648,0.9803474861050616,0.06022364796305587,77787824128.0,10583121920.0,0,32,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,reactive_admission,0.10584009256332276,35.86581253440025,26.46469440419517,91.00385589755685,185.3420831565835,830.6231027365502,0.9245175866906873,0.9898827125171751,0.3744697935816656,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,acd_nisp,0.10584009256332276,35.86581253440025,26.46469440419517,91.00385589755685,185.3420831565835,830.6231027365502,0.9245175866906873,0.9898827125171751,0.3744697935816656,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,taps_domain_v4,0.10584011241132336,35.141033475392675,21.6233228436202,123.73379783551137,183.8616242546703,784.2372429600645,0.9245177600637937,0.9898827125171751,0.3744698638053066,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,taps_admission_v4,0.10148985739144809,34.42535029338872,24.751426542304742,78.93059254574368,182.82736211142537,738.4335193118119,0.8865181025138151,0.9898827125171751,0.35907835138438093,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,taps_unified_v5,0.10194421992404445,35.089200481090664,24.35938769417409,76.45920199784958,187.57474148142944,780.9199313247356,0.890486978031071,0.9898827125171751,0.3606859184194419,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts64:al4:er1:arrpoisson:mem32,64,4,1,poisson,32,taps_unified_adaptive_v6,0.10169848104922723,34.039890983433516,23.808560694450136,77.37968614184052,190.35356416349725,713.7641234746782,0.8883404387943804,0.9898827125171751,0.3598164767598673,0.0,16559915008.0,0,64,1,0.0,0.0,0.0,0.0,0.0,64.0,0.0,true,
aligned_v9_stratified:ts128:al4:er8:arrclosed_loop:mem8,128,4,8,closed_loop,8,reactive_admission,0.10790410103102897,34.08381879282757,22.318676711692746,81.62361488246255,262.562334765684,0.0,0.2543754281969176,0.9920848922595317,0.41069510024230294,808164933632.0,8541732864.0,0,128,1,0.0,0.0,0.0,0.0,0.0,128.0,0.0,true,
aligned_v9_stratified:ts128:al4:er8:arrclosed_loop:mem8,128,4,8,closed_loop,8,acd_nisp,0.10790410103102897,34.08381879282757,22.318676711692746,81.62361488246255,262.562334765684,0.0,0.2543754281969176,0.9920848922595317,0.41069510024230294,808164933632.0,8541732864.0,0,128,1,0.0,0.0,0.0,0.0,0.0,128.0,0.0,true,
aligned_v9_stratified:ts128:al4:er8:arrclosed_loop:mem8,128,4,8,closed_loop,8,taps_domain_v4,0.10795190922530783,34.056608468987584,22.31537040001274,81.62338705475062,262.5560222636168,0.0,0.25412095645219557,0.9920848922595317,0.41087706358710724,111580643328.0,8541732864.0,0,128,1,0.0,0.0,0.0,0.0,0.0,128.0,0.0,true,
aligned_v9_stratified:ts128:al4:er8:arrclosed_loop:mem8,128,4,8,closed_loop,8,taps_admission_v4,0.11644787765120164,34.08089035526646,22.258480682935556,81.53628619752703,262.55612317472094,0.0,0.2744740830552248,0.9930398285530156,0.44321367147307206,825981370368.0,8573157376.0,0,128,1,0.0,0.0,0.0,0.0,0.0,128.0,0.0,true,
aligned_v9_stratified:ts128:al4:er8:arrclosed_loop:mem8,128,4,8,closed_loop,8,taps_unified_v5,0.10902206123753028,32.40316645630676,25.84246619794078,70.57352569008793,123.8841909556682,0.0,0.2886397192523979,0.9793091801037436,0.3058855609175447,15857680384.0,8470282240.0,97,31,1,0.0,0.0,0.0,0.0,0.0,31.0,97.0,false,incomplete_sessions;starvation
