instance_id,branch_id,measured_agent_jct,measured_llm_wall_time,measured_tool_wall_time,measured_orchestration_or_other_time,tool_time_share,llm_time_share,simulated_naive_prefill_time,simulated_full_prefill_time,simulated_decode_time,simulated_context_reuse_savings,simulated_cached_tokens,policy
django__django-12708,b1,11.45497441291809,8.306289196014404,2.770554780960083,0.3781304359436035,0.24186477255118544,0.7251250763726869,2.3325536074914015,0.5114855632894764,7.245965992276194,1.8210680442019251,44577,naive_vs_full_agentweaver
django__django-12708,b2,9.550467729568481,7.144510984420776,2.2725298404693604,0.13342690467834473,0.23794958580233222,0.7480796948092077,1.0401055438686584,0.3036873913026989,6.515325409167053,0.7364181525659594,18845,naive_vs_full_agentweaver
django__django-12708,b3,15.325329065322876,12.160496234893799,2.992716073989868,0.17211675643920898,0.19527907435029143,0.7934900570852832,2.5282490372032993,0.5074937457475326,10.853555213641958,2.0207552914557665,49342,naive_vs_full_agentweaver
django__django-13028,b0,9.414115905761719,6.451164484024048,2.806814670562744,0.15613675117492676,0.29814957651465607,0.6852650369511324,1.3871335265804945,0.4694090869204379,5.7123953981066276,0.9177244396600566,23217,naive_vs_full_agentweaver
django__django-13028,b1,28.01487970352173,10.31655740737915,17.47572350502014,0.22259879112243652,0.6238014829963122,0.3682527826839915,2.3992068940146987,0.6352936379781657,8.924055316199164,1.763913256036533,42495,naive_vs_full_agentweaver
django__django-13028,b2,27.45812749862671,14.025404691696167,13.143848180770874,0.28887462615966797,0.47868698189373077,0.5107924672721268,2.0256380313085636,0.45224498563664584,12.911058314466139,1.5733930456719176,38929,naive_vs_full_agentweaver
django__django-13028,b3,14.809476375579834,9.110590696334839,3.2506794929504395,2.4482061862945557,0.21949996141056446,0.6151865511840646,1.3409790010561935,0.3313814340850906,8.324363054403486,1.0095975669711028,25543,naive_vs_full_agentweaver
django__django-13033,b0,9.697550773620605,7.671738624572754,1.8534860610961914,0.17232608795166016,0.19112929690845926,0.7911006401164209,2.9118570300451085,0.7142282164259008,6.728026268504504,2.1976288136192075,52077,naive_vs_full_agentweaver
django__django-13033,b1,7.830129384994507,5.998567819595337,1.777857780456543,0.05370378494262695,0.22705343590663926,0.7660879564890543,1.8674431363374402,0.3771734838998035,5.448424261962578,1.4902696524376366,37274,naive_vs_full_agentweaver
django__django-13033,b2,13.726330518722534,9.773693561553955,3.8945603370666504,0.05807662010192871,0.2837291679487479,0.7120397944827837,1.8269567502467274,0.41784129332777,9.08058068169485,1.4091154569189575,35203,naive_vs_full_agentweaver
django__django-13033,b3,9.524284601211548,7.283045768737793,2.0656275749206543,0.17561125755310059,0.2168800767102123,0.7646816610048953,2.7462091255074146,0.5219818499547383,6.515403801277753,2.224227275552676,53838,naive_vs_full_agentweaver
