row_type,policy,event_id,actual_tool_class,actual_safe,predicted_top3,launched,tool_latency,tool_latency_hidden,wasted_speculative_work,speculation_hit,safety_violation,simulated_tool_jct,events,mean_jct,p95_jct,mean_jct_gain,p95_jct_gain,speculation_hit_rate,safe_coverage,cost_overhead,safety_violations,stp_gain
event,stp_top1,django__django-11848:b1:tool6,test,false,"[""list_find"", ""shell_other"", ""file_read""]","[""list_find""]",4.843150854110718,0.0,0.20526623725891113,false,0,4.843150854110718,,,,,,,,,,
event,stp_top3_budgeted,django__django-11848:b1:tool6,test,false,"[""list_find"", ""shell_other"", ""file_read""]","[""list_find""]",4.843150854110718,0.0,0.20526623725891113,false,0,4.843150854110718,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11848:b1:tool6,test,false,"[""list_find"", ""shell_other"", ""file_read""]",[],4.843150854110718,0.0,0,false,0,4.843150854110718,,,,,,,,,,
event,no_stp,django__django-11848:b1:tool9,shell_other,false,"[""shell_other"", ""file_read"", ""list_find""]",[],0.24727654457092285,0.0,0,false,0,0.24727654457092285,,,,,,,,,,
event,stp_top1,django__django-11848:b1:tool9,shell_other,false,"[""shell_other"", ""file_read"", ""list_find""]","[""shell_other""]",0.24727654457092285,0.0,0.24907588958740234,false,0,0.24727654457092285,,,,,,,,,,
event,stp_top3_budgeted,django__django-11848:b1:tool9,shell_other,false,"[""shell_other"", ""file_read"", ""list_find""]","[""shell_other""]",0.24727654457092285,0.0,0.24907588958740234,false,0,0.24727654457092285,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11848:b1:tool9,shell_other,false,"[""shell_other"", ""file_read"", ""list_find""]",[],0.24727654457092285,0.0,0,false,0,0.24727654457092285,,,,,,,,,,
event,no_stp,django__django-11848:b2:tool3,file_read,true,"[""shell_other"", ""file_read"", ""list_find""]",[],0.2361466884613037,0.0,0,false,0,0.2361466884613037,,,,,,,,,,
event,stp_top1,django__django-11848:b2:tool3,file_read,true,"[""shell_other"", ""file_read"", ""list_find""]","[""shell_other""]",0.2361466884613037,0.0,0.24907588958740234,false,0,0.2361466884613037,,,,,,,,,,
event,stp_top3_budgeted,django__django-11848:b2:tool3,file_read,true,"[""shell_other"", ""file_read"", ""list_find""]","[""shell_other""]",0.2361466884613037,0.0,0.24907588958740234,false,0,0.2361466884613037,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11848:b2:tool3,file_read,true,"[""shell_other"", ""file_read"", ""list_find""]","[""file_read""]",0.2361466884613037,0.2361466884613037,0.0,true,0,0.0,,,,,,,,,,
event,no_stp,django__django-11848:b2:tool4,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.2554757595062256,0.0,0,false,0,0.2554757595062256,,,,,,,,,,
event,stp_top1,django__django-11848:b2:tool4,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.2554757595062256,0.0,0.20526623725891113,false,0,0.2554757595062256,,,,,,,,,,
event,stp_top3_budgeted,django__django-11848:b2:tool4,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.2554757595062256,0.0,0.20526623725891113,false,0,0.2554757595062256,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11848:b2:tool4,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.2554757595062256,0.0,0,false,0,0.2554757595062256,,,,,,,,,,
event,no_stp,django__django-11848:b3:tool6,file_read,true,"[""list_find"", ""shell_other"", ""file_read""]",[],0.23802423477172852,0.0,0,false,0,0.23802423477172852,,,,,,,,,,
event,stp_top1,django__django-11848:b3:tool6,file_read,true,"[""list_find"", ""shell_other"", ""file_read""]","[""list_find""]",0.23802423477172852,0.0,0.20526623725891113,false,0,0.23802423477172852,,,,,,,,,,
event,stp_top3_budgeted,django__django-11848:b3:tool6,file_read,true,"[""list_find"", ""shell_other"", ""file_read""]","[""list_find""]",0.23802423477172852,0.0,0.20526623725891113,false,0,0.23802423477172852,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11848:b3:tool6,file_read,true,"[""list_find"", ""shell_other"", ""file_read""]","[""file_read""]",0.23802423477172852,0.23802423477172852,0.0,true,0,0.0,,,,,,,,,,
event,no_stp,django__django-11964:b1:tool5,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.25147032737731934,0.0,0,false,0,0.25147032737731934,,,,,,,,,,
event,stp_top1,django__django-11964:b1:tool5,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.25147032737731934,0.0,0.20526623725891113,false,0,0.25147032737731934,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b1:tool5,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.25147032737731934,0.0,0.20526623725891113,false,0,0.25147032737731934,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b1:tool5,shell_other,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.25147032737731934,0.0,0,false,0,0.25147032737731934,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool0,file_read,false,"[""grep_search"", ""file_read"", ""shell_other""]",[],0.2756819725036621,0.0,0,false,0,0.2756819725036621,,,,,,,,,,
event,stp_top1,django__django-11964:b2:tool0,file_read,false,"[""grep_search"", ""file_read"", ""shell_other""]","[""grep_search""]",0.2756819725036621,0.0,0.34839677810668945,false,0,0.2756819725036621,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b2:tool0,file_read,false,"[""grep_search"", ""file_read"", ""shell_other""]","[""grep_search""]",0.2756819725036621,0.0,0.34839677810668945,false,0,0.2756819725036621,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool0,file_read,false,"[""grep_search"", ""file_read"", ""shell_other""]",[],0.2756819725036621,0.0,0,false,0,0.2756819725036621,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool4,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]",[],0.24672293663024902,0.0,0,false,0,0.24672293663024902,,,,,,,,,,
