run_id,policy,config_id,llm_events,cached_tokens,recompute_tokens,local_context_bytes,remote_context_bytes,prefetch_bytes,max_memory_occupancy,eviction_count
pr4_v9_taps_c,taps_admission_v4,aligned_v9_stratified:ts128:al16:er16:arrbursty:mem64,1303,5666789,40398,19763208192,305193140224,0,16559915008,0
