objective,policy_a,policy_b,train_pairs,median_abs_error,p95_abs_error,split_type
balanced,reactive_admission,taps_admission_v4,244,0.0607185863634532,0.23980005386249967,leave_session_32
p95_opt,reactive_admission,taps_unified_v5,122,3.0176872983999505,10.650686492992861,leave_session_32
throughput_opt,reactive_admission,taps_unified_v5,122,0.009364469871406888,0.02173649031716568,leave_session_32
balanced,reactive_admission,taps_unified_v5,122,0.035262123743280464,0.13572918327436453,leave_session_32
p95_opt,reactive_admission,taps_unified_adaptive_v6,121,3.053470429211493,10.373951194543489,leave_session_32
throughput_opt,reactive_admission,taps_unified_adaptive_v6,121,0.00928281729200537,0.02319499100953768,leave_session_32
balanced,reactive_admission,taps_unified_adaptive_v6,121,0.036529081703147843,0.14469170121374858,leave_session_32
p95_opt,acd_nisp,taps_domain_v4,156,3.200194043498061,13.65111419704014,leave_session_32
throughput_opt,acd_nisp,taps_domain_v4,156,0.000799250028881316,0.0036464681850816214,leave_session_32
balanced,acd_nisp,taps_domain_v4,156,0.03812355620068393,0.16344724076803474,leave_session_32
p95_opt,acd_nisp,taps_admission_v4,244,5.573176724711539,18.712551107623774,leave_session_32
throughput_opt,acd_nisp,taps_admission_v4,244,0.008736330322381351,0.026462912993428882,leave_session_32
balanced,acd_nisp,taps_admission_v4,244,0.0607185863634532,0.23980005386249967,leave_session_32
p95_opt,acd_nisp,taps_unified_v5,122,3.0176872983999505,10.650686492992861,leave_session_32
throughput_opt,acd_nisp,taps_unified_v5,122,0.009364469871406888,0.02173649031716568,leave_session_32
balanced,acd_nisp,taps_unified_v5,122,0.035262123743280464,0.13572918327436453,leave_session_32
p95_opt,acd_nisp,taps_unified_adaptive_v6,121,3.053470429211493,10.373951194543489,leave_session_32
throughput_opt,acd_nisp,taps_unified_adaptive_v6,121,0.00928281729200537,0.02319499100953768,leave_session_32
balanced,acd_nisp,taps_unified_adaptive_v6,121,0.036529081703147843,0.14469170121374858,leave_session_32
p95_opt,taps_domain_v4,taps_admission_v4,156,4.15260690647525,15.928258916768723,leave_session_32
throughput_opt,taps_domain_v4,taps_admission_v4,156,0.006000146277133585,0.019852738334092433,leave_session_32
balanced,taps_domain_v4,taps_admission_v4,156,0.04128775150005373,0.18836575865203586,leave_session_32
p95_opt,taps_domain_v4,taps_unified_v5,95,4.978675328077776,23.3695134601123,leave_session_32
throughput_opt,taps_domain_v4,taps_unified_v5,95,0.006865617817902908,0.02055507345874304,leave_session_32
balanced,taps_domain_v4,taps_unified_v5,95,0.051586161426173546,0.2524526118609356,leave_session_32
p95_opt,taps_domain_v4,taps_unified_adaptive_v6,95,5.439837316202632,22.700378789738288,leave_session_32
throughput_opt,taps_domain_v4,taps_unified_adaptive_v6,95,0.006999936426839876,0.020821703450266824,leave_session_32
balanced,taps_domain_v4,taps_unified_adaptive_v6,95,0.05827580711196645,0.2510167465135596,leave_session_32
p95_opt,taps_admission_v4,taps_unified_v5,122,3.774157259943056,13.56696689709961,leave_session_32
throughput_opt,taps_admission_v4,taps_unified_v5,122,0.0009100541520578823,0.0051658617264921155,leave_session_32
