instance_id,policy,mesh,rollouts,jct,time_to_first_success,success_any,prefill_tokens,prefill_tokens_avoided,kv_hit_tokens,kv_miss_tokens,noc_bytes,avg_hops,hotspot_ratio,region_utilization,tool_blocked_region_time,state_migration_exposed_latency,branch_wasted_tokens,safe_cancellation_savings,hot_count,warm_count,cold_count,migration_bytes,exposed_migration_latency,state_parking_hit_rate,p50,p95,p99
synthetic_0000,acd_bes,4x4,4,17.976801404953004,17.976801404953004,True,4186,12414,12414,4186,711868416.0,0.6666666666666666,1.0,0.2011346915988997,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,
synthetic_0001,acd_bes,4x4,4,15.665668497085571,15.665668497085571,True,4186,12414,12414,4186,711868416.0,0.6666666666666666,1.0,0.19562105077085676,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,
synthetic_0002,acd_bes,4x4,4,13.933326253890991,8.72481204032898,True,4186,12414,12414,4186,711868416.0,0.6666666666666666,1.0,0.1849249518836783,0.0,0.0,9313,0,0,0,0,0,0.0,0.0,,,
synthetic_0003,acd_bes,4x4,4,17.189234981536867,17.189234981536867,True,4186,12414,12414,4186,711868416.0,0.6666666666666666,1.0,0.1997253379922543,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,
synthetic_0004,acd_bes,4x4,4,19.148737440109254,19.148737440109254,True,4186,12414,12414,4186,711868416.0,0.6666666666666666,1.0,0.19389230608430177,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,
AGGREGATE,acd_bes,4x4,4.0,16.78275371551514,15.741050872802736,True,20930,62070,62070,20930,3559342080.0,0.6666666666666666,1.0,0.1950596676659982,0.0,0.0,9313,0,,,,,,,17.189234981536867,18.914350233078004,19.101859998703006
