instance_id,budget_policy,max_active_branches,max_steps_per_branch,time_to_first_nonempty_patch,tokens_to_first_nonempty_patch,cost_to_first_nonempty_patch,duplicate_patch_rate,branches_pruned,official_success_if_available,verifier_unknown_count,total_tokens_used,total_tool_time,model_side_time,selected_branches,patch_nonempty_selected
django__django-13028,fcfs_budget,1,15,,,,0.0,4,unknown,1,28513,2.806814670562744,7.099528924687123,1,0
django__django-13028,fcfs_budget,2,5,,,,0.0,3,unknown,2,40437,10.141269087791443,9.211395567450491,2,0
django__django-13028,fcfs_budget,2,10,,,,0.0,3,unknown,2,80875,20.282538175582886,18.422791134900983,2,0
django__django-13028,fcfs_budget,2,15,,,,0.0,3,unknown,2,80875,20.282538175582886,18.422791134900983,2,0
django__django-13028,fcfs_budget,4,5,,,,0.0,1,unknown,4,78461,18.519126229816013,22.049378215593222,4,0
django__django-13028,fcfs_budget,4,10,,,,0.0,1,unknown,4,153777,36.6770658493042,43.02482953613537,4,0
django__django-13028,fcfs_budget,4,15,,,,0.0,1,unknown,4,153777,36.6770658493042,43.02482953613537,4,0
django__django-13028,pabb_budget,1,5,,,,0.0,4,unknown,1,26181,8.73786175251007,5.661631105106931,1,0
django__django-13028,pabb_budget,1,10,,,,0.0,4,unknown,1,52362,17.47572350502014,11.323262210213862,1,0
django__django-13028,pabb_budget,1,15,,,,0.0,4,unknown,1,52362,17.47572350502014,11.323262210213862,1,0
django__django-13028,pabb_budget,2,5,,,,0.0,3,unknown,2,41917,10.543794804149204,11.031265580362309,2,0
django__django-13028,pabb_budget,2,10,,,,0.0,3,unknown,2,80688,20.72640299797058,20.988604265673544,2,0
django__django-13028,pabb_budget,2,15,,,,0.0,3,unknown,2,80688,20.72640299797058,20.988604265673544,2,0
django__django-13028,pabb_budget,4,5,,,,0.0,1,unknown,4,78461,18.519126229816013,22.049378215593222,4,0
django__django-13028,pabb_budget,4,10,,,,0.0,1,unknown,4,153777,36.6770658493042,43.02482953613537,4,0
django__django-13028,pabb_budget,4,15,,,,0.0,1,unknown,4,153777,36.6770658493042,43.02482953613537,4,0
django__django-13033,launch_all,1,5,,,,0.0,0,unknown,4,101909,4.7957658767700195,18.562450527788187,4,0
django__django-13033,launch_all,1,10,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,launch_all,1,15,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,launch_all,2,5,,,,0.0,0,unknown,4,101909,4.7957658767700195,18.562450527788187,4,0
django__django-13033,launch_all,2,10,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,launch_all,2,15,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,launch_all,4,5,,,,0.0,0,unknown,4,101909,4.7957658767700195,18.562450527788187,4,0
django__django-13033,launch_all,4,10,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,launch_all,4,15,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,fcfs_budget,1,5,,,,0.0,3,unknown,1,31773,0.9267430305480957,4.819941649274806,1,0
django__django-13033,fcfs_budget,1,10,,,,0.0,3,unknown,1,63547,1.8534860610961914,9.639883298549613,1,0
django__django-13033,fcfs_budget,1,15,,,,0.0,3,unknown,1,63547,1.8534860610961914,9.639883298549613,1,0
django__django-13033,fcfs_budget,2,5,,,,0.0,2,unknown,2,51855,1.8156719207763672,8.477875348424815,2,0
django__django-13033,fcfs_budget,2,10,,,,0.0,2,unknown,2,103711,3.6313438415527344,16.95575069684963,2,0
django__django-13033,fcfs_budget,2,15,,,,0.0,2,unknown,2,103711,3.6313438415527344,16.95575069684963,2,0
django__django-13033,fcfs_budget,4,5,,,,0.0,0,unknown,4,101909,4.7957658767700195,18.562450527788187,4,0
django__django-13033,fcfs_budget,4,10,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,fcfs_budget,4,15,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,pabb_budget,1,5,,,,0.0,3,unknown,1,19781,1.9472801685333252,5.453768715970789,1,0
django__django-13033,pabb_budget,1,10,,,,0.0,3,unknown,1,39562,3.8945603370666504,10.907537431941577,1,0
django__django-13033,pabb_budget,1,15,,,,0.0,3,unknown,1,39562,3.8945603370666504,10.907537431941577,1,0
django__django-13033,pabb_budget,2,5,,,,0.0,2,unknown,2,39863,2.8362090587615967,9.111702415120797,2,0
django__django-13033,pabb_budget,2,10,,,,0.0,2,unknown,2,79726,5.672418117523193,18.223404830241595,2,0
django__django-13033,pabb_budget,2,15,,,,0.0,2,unknown,2,79726,5.672418117523193,18.223404830241595,2,0
django__django-13033,pabb_budget,4,5,,,,0.0,0,unknown,4,101909,4.7957658767700195,18.562450527788187,4,0
django__django-13033,pabb_budget,4,10,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
django__django-13033,pabb_budget,4,15,,,,0.0,0,unknown,4,203820,9.591531753540039,37.12490105557637,4,0
