trial,split,objective,feasible,w_tail,w_domain,w_batch,w_resume,w_age,w_short,w_remote,w_switch,w_mem,ready_depth_factor,memory_pressure_threshold,admission_domain,admission_llm,admission_stall,admission_tail,admission_tool_penalty,admission_mem,slo_target,total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,ready_queue_empty_time,region_utilization,blocked_session_fraction,domain_cache_hit_rate,remote_kv_bytes,avg_context_hops,domain_switches,memory_occupancy,eviction_count,evicted_tokens,recompute_tokens,cache_hit_tokens,completed_sessions,admission_count,starvation_count,predictor_median_abs_error,predictor_p95_abs_error
53,train,114.46807913058248,True,0.5,0.5,0,0,0.01,1,0,0.5,0.1,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2613296905038936,50.525078524237045,47.978744644376775,104.38919639478547,165.75533002038773,1590.3764907600655,38.86656107588842,0.9125234716356372,0.19122890203652582,0.9947290712704813,194939723776.0,1.0,455,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
54,train,104.8908421461603,True,2.0,0,0,1,0.05,0,0.1,0,0.5,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2669734817906282,47.19473243458427,41.2464212947679,95.4785930074225,147.67110793730856,1377.37458523605,28.47206907581147,0.9320844753014608,0.19535876576920988,0.9947290712704813,166890881024.0,1.0,543,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
55,train,113.69018538125677,True,2.0,1,1,0.5,0.1,1,0.5,0,0,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26936596540247687,46.87905665736659,44.38956743875009,104.3413106463237,165.96052984125393,1357.0911840649972,22.538989376590727,0.9405216891615896,0.1971094739009649,0.9947290712704813,182921166848.0,1.0,567,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
56,train,119.82005501078467,True,0.5,0.5,1,0,0.05,1,0.1,0.1,0.1,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2640416761292897,50.85559077638433,47.86552614409936,109.67534102312072,179.55444766092094,1611.4805178747713,33.70045028748503,0.9220436009477067,0.1932134068682706,0.9947290712704813,204691128320.0,1.0,531,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
57,train,107.99003625321004,True,1.0,1,0,0.5,0.05,0,0.1,0.1,0.1,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.267040357641444,50.60019926298711,44.52199771956797,97.89670043637676,160.18733096840208,1595.2642123466308,29.654657729586454,0.9323808072175946,0.1954077024036182,0.9947290712704813,178940862464.0,1.0,460,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
58,train,117.18922878229051,True,0.5,0.5,0.5,0.5,0.05,1,0,0,0.5,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2622834485234257,50.639449976842506,47.77469638452474,107.08756713177435,172.97582649697142,1597.682711906017,34.39869368844008,0.9158677338030712,0.19192681775567738,0.9947290712704813,197650087936.0,1.0,545,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
59,train,113.22185259242373,True,1.0,0,0.5,0.5,0.05,0,0.5,0,0.5,2,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26336991031389867,50.38424130333488,45.06646462421189,103.17134132278814,165.05810274074673,1581.6889992924077,30.035847610148345,0.9193121300308101,0.19272183991674963,0.9947290712704813,129721589760.0,1.0,576,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
60,train,114.09681094054365,True,1.0,2,0.5,0.5,0.01,0,0.1,0.5,0.5,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2673398416082981,47.28014563922542,43.71385422841637,104.66751579685939,165.45673191470365,1382.8273454742016,23.18335804943373,0.9333778383226002,0.19562685082892228,0.9947290712704813,169627852800.0,1.0,429,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
61,train,101.24395406552196,True,2.0,1,0,0.5,0.1,1,0,0.5,0.1,1,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.261839950472007,46.498721751655985,43.49868865679542,91.97039371023797,160.93321696576254,1332.6856019471982,36.03767652179976,0.9143093695978205,0.19160228652746292,0.9947290712704813,195750797312.0,1.0,484,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
62,train,104.72197613140253,True,1.0,2,0,0,0.1,1,0.5,0,0.5,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2671750088006246,50.44916634281133,46.99979985566496,94.65886036372034,162.66880696948226,1585.5699727757008,32.11558727994528,0.9328803072169859,0.19550623385359814,0.9947290712704813,184567398400.0,1.0,546,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
63,train,112.91309906406536,True,1.0,1,0,0,0.01,1,0,0,0,2,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26718114355104244,49.89360867641238,47.38082336342679,102.96109544313799,163.8413973068127,1549.9582100160874,30.20973251559294,0.9329602487228863,0.19551072297836758,0.9947290712704813,195781820416.0,1.0,545,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
64,train,115.09635069927367,True,2.0,2,1,0,0.1,1,0.1,0.5,0.5,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2669175049258159,50.924577997650275,47.109241509515755,104.9381268502362,166.3260483316799,1616.0104098265117,28.145474441244822,0.931966502998249,0.19531780450538672,0.9947290712704813,181749170176.0,1.0,482,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
65,train,116.68029148938062,True,1.0,2,1,1,0.05,0,0.1,0,0,4,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26010263790071814,50.70425608731414,44.85590731685127,106.56545053570787,169.76521720242022,1601.921489684681,36.161251442438775,0.9081599117998592,0.19033100206353026,0.9947290712704813,179412746240.0,1.0,562,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
66,train,105.54927066944187,True,4.0,1,0,0.5,0.05,0.5,0,0,0.1,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26711049410564436,50.283889403017014,45.703976540776296,95.51920383824903,162.4858449570641,1574.9046691447052,29.499509503244006,0.9327464252650965,0.19545902500311307,0.9947290712704813,202083295232.0,1.0,558,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
67,train,109.1205067900484,True,2.0,0,0,1,0.01,0.5,0,0.5,0,2,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26285195895569125,49.671118612422255,45.99605140975367,99.21256826345952,165.5733453743185,1535.589047211865,35.82973335945538,0.9179765971968691,0.1923428272245931,0.9939815784710673,197373001728.0,1.0,487,7345307648,0,0,16892,2789824,64,64,0,0.05547451972961426,3.5863175630569444
68,train,100.85067799147521,True,1.0,0,0,0.5,0.05,1,0,0.5,0,2,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2656459289328942,49.60866417415876,46.53410549320087,90.95550974953674,163.16512680480972,1531.7317311262561,30.595419636432034,0.9275891429911582,0.1943873243884374,0.9947290712704813,193787969536.0,1.0,462,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
69,train,115.02188773119076,True,4.0,1,1,0,0.01,0,0,0.5,0.1,4,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26364863847680275,51.334377649261334,44.26292782965426,104.78137706518616,165.0802211991434,1642.1438768249805,30.39203919155579,0.9206494719925538,0.192925800210951,0.9947290712704813,200491311104.0,1.0,424,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
70,train,105.4484774700563,True,4.0,0.5,0,0,0.1,0,0,0.5,0.1,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2657728765819737,48.06933030320796,44.412476431102704,95.8611886970729,148.20656652659247,1433.1771640458842,28.51673087306022,0.9280710414238932,0.19448021876834015,0.9947290712704813,201227837440.0,1.0,360,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
71,train,110.90603294631039,True,4.0,1,0.5,0,0.05,0.5,0,0.5,0,1,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2712259659511078,46.77299820753611,44.16019818083441,101.57855590139827,164.61295373973854,1350.239327809607,21.128799389994292,0.9470840199623283,0.19847053571531983,0.9947290712704813,195744260096.0,1.0,446,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
72,train,104.23933008560721,True,2.0,0.5,0,1,0.1,0.5,0.1,0.1,0.1,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26507969268339315,46.16894573112139,43.15760588910341,95.03204890865126,157.76512401010746,1311.6071053600235,29.79629613813642,0.9255939748857698,0.19397297906060063,0.9947290712704813,190317051904.0,1.0,525,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
73,train,111.90908830337877,True,0.5,0,0.5,0,0.1,0.5,0.5,0,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26645344932339954,47.83816809552019,44.58653442482803,102.36810002920706,165.80461239056595,1418.6698918329064,29.447782654612404,0.930148748521752,0.19497823021835173,0.9947290712704813,143806021632.0,1.0,569,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
74,train,107.02192147561739,True,4.0,0,0,0,0.05,0.5,0,0.5,0.5,2,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26895863676394227,50.14877713524141,45.43686419108762,97.0190619122455,159.54762481646395,1566.2925051347465,27.586078388065253,0.9391633218780002,0.19681140976533293,0.9947290712704813,195079069696.0,1.0,436,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
75,train,101.68234318024095,True,2.0,0,0,0,0.1,0.5,0.1,0.5,0.1,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26703079096745685,47.38163633635291,42.91820146515562,92.23271899206712,156.3539955707748,1389.222265339003,27.53421776157611,0.9324036478892593,0.19540070195694445,0.9947290712704813,189724803072.0,1.0,406,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
76,train,112.74830849544212,True,4.0,0,1,1,0.1,1,0,0,0.5,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26583601959306374,46.23917392686497,42.621841845675156,103.52705731202842,164.01977853785527,1315.9885704623334,28.121930488617345,0.9283523714218662,0.19452642388440972,0.9947290712704813,212944936960.0,1.0,563,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
77,train,111.07647526039604,True,1.0,2,0.5,0.5,0.1,1,0.1,0,0.1,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26707860122937094,46.633826858052586,43.78054167629655,101.77641774890846,163.66442229303914,1341.317709763942,29.868700579918332,0.932617274681827,0.1954356872809401,0.9947290712704813,198674595840.0,1.0,553,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
78,train,114.2979646792684,True,1.0,1,0.5,0.5,0.1,0,0.1,0.1,0.1,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2664975901453738,51.21609608993607,44.710844586641315,104.08139522029572,164.0230379528816,1634.6678687888045,26.811973463969814,0.9305000193300024,0.1950105304170199,0.9947290712704813,181688958976.0,1.0,481,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
79,train,107.80562951293525,True,2.0,2,0,0,0.01,0,0.1,0.1,0.1,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2697628068454082,51.09165640159871,45.00430416312864,97.61427451330005,160.64753312153607,1626.7359612241758,24.77895323087167,0.9418668482756166,0.19739986399505666,0.9947290712704813,175242461184.0,1.0,389,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
80,train,113.45477557963184,True,0.5,0,0.5,1,0.01,0.5,0.5,0.5,0.1,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2683132215574063,46.413235938986276,41.64246316069685,104.19895971399033,166.46666665351788,1327.3038688048168,29.07615991061018,0.9368194918201171,0.19633912496269337,0.9947290712704813,177879023616.0,1.0,509,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
81,train,112.30298265016546,True,4.0,2,0.5,0,0.05,0,0,0.1,0.1,1,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2652884110789695,47.6745837243307,42.39668432981255,102.79459474640721,163.52037415446125,1407.9708276364613,28.556092290286095,0.9263197732908898,0.19412570946618093,0.9947290712704813,189738909696.0,1.0,434,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
82,train,117.86696934767956,True,0.5,0,1,0,0.05,0.5,0,0.5,0,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26572860862516356,50.9487010571327,47.40658596433873,107.70380199711553,176.43262133487252,1617.4633022093878,30.690365132587765,0.9279098055209383,0.19444782553831788,0.9947290712704813,199945854976.0,1.0,441,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
83,train,111.86409334014364,True,4.0,1,1,1,0.05,0,0.5,0.5,0.1,1,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2736462479484398,46.53968400190061,42.37702189351946,102.58352116455836,164.321175523897,1335.477465816934,20.894725976965326,0.9553533316367417,0.20024158541149542,0.9947290712704813,161694826496.0,1.0,463,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
84,train,113.05889472128439,True,0.5,1,0.5,0.5,0.05,0,0.5,0,0.1,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.268066725108791,47.22150984108525,42.15935341946488,103.64139942557821,165.39493570925148,1379.3333629961128,24.190302927750558,0.9356447424313057,0.19615875033655011,0.9947290712704813,117886132224.0,1.0,564,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
85,train,117.01121148458579,True,1.0,0.5,1,0,0.1,1,0,0.1,0,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2654877015372547,50.58079877101957,47.05554059077507,106.92160050053559,169.76699989085063,1593.9393059039087,32.10518617493016,0.9270460150217269,0.19427154094614346,0.9947290712704813,195595853824.0,1.0,527,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
86,train,118.32359952734231,True,0.5,1,1,1,0.1,0.5,0.1,0,0,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2619319819305905,50.952835274347756,46.09189589774283,108.15922567066582,175.26888951364498,1617.7915519793125,32.1303808583099,0.9145870572316241,0.19166963086458655,0.9947290712704813,187213881344.0,1.0,554,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
87,train,108.37682840647442,True,0.5,0.5,0,0,0.01,0,0,0.5,0.1,2,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.27057048692013846,50.64209097005519,44.67890945453102,98.2754672611554,154.71819696142705,1597.7604616088545,22.80628810979271,0.9449017170355514,0.19799088667445303,0.9939815784710673,191536300032.0,1.0,362,7345307648,0,0,16892,2789824,64,64,0,0.05547451972961426,3.5863175630569444
88,train,111.47173425985041,True,2.0,2,0.5,1,0.05,0.5,0.1,0.5,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2677898752159152,46.36592776171222,42.51643537903031,102.22532769502956,164.74193536810043,1324.1717042586372,27.48184881749139,0.935101471659864,0.19595616447291778,0.9947290712704813,198767263744.0,1.0,493,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
89,train,115.88881078898594,True,2.0,0.5,1,0.5,0.05,0.5,0,0.5,0,4,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26664026179222616,50.70476361628456,46.74366049554258,105.77452209190824,167.05721320088375,1601.8629238895078,28.093141609086977,0.9310811478735868,0.195114930886506,0.9947290712704813,197622276096.0,1.0,469,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
90,train,115.02094022018893,True,2.0,0,0.5,0.5,0.01,1,0.5,0.5,0.5,4,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.27020207559088294,50.5775242553413,48.46858169927554,104.93245557667976,166.28038118329778,1593.697893777299,24.074059550328336,0.9435415611843955,0.19772130041406463,0.9947290712704813,201964478464.0,1.0,481,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
91,train,111.74896522396536,True,4.0,0.5,0.5,0.5,0.1,0,0,0.1,0.1,2,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2680581658353731,50.743117241232895,43.902490954961415,101.62714759230231,162.5406713758451,1604.289421199481,25.11119296217671,0.9360617869887394,0.19615248705871652,0.9947290712704813,203249213440.0,1.0,480,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
92,train,98.08411198831203,True,1.0,0,0,0,0.05,1,0,0,0.5,1,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2624161128715903,46.731586005931355,44.69974076537834,88.76403639841293,159.6087339793807,1347.5986429171417,36.04878657524255,0.9163112775330841,0.19202389534984568,0.9947290712704813,193805058048.0,1.0,551,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
93,train,116.9133539396064,True,0.5,1,1,1,0.05,0,0.5,0.5,0.1,2,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26007872469985815,50.44880129968295,44.02862470685298,106.84960155213979,171.74413961116662,1585.7522808660426,33.90540590418612,0.9078936539856225,0.19031350349635373,0.9947290712704813,143433228288.0,1.0,470,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
94,train,106.58500523346281,True,0.5,0.5,0,0,0.1,0,0.5,0.5,0.1,4,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26781522124526724,51.16010654997149,45.80237171211901,96.37976544559304,150.17862244435895,1631.17884818051,28.016390554130304,0.9350019827555038,0.19597471151728393,0.9947290712704813,162826969088.0,1.0,377,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
95,train,112.53760355775667,True,2.0,1,1,0.5,0.1,1,0.1,0.5,0.1,1,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26172058128565884,47.16854555431269,44.63837419357634,103.1300665050227,165.0905778495508,1375.5700613709876,33.52749111157083,0.9138764609993558,0.1915149377137926,0.9947290712704813,192603586560.0,1.0,479,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
96,train,107.18203212747565,True,4.0,1,0,1,0.1,0,0.5,0.5,0.5,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26561235630602,50.88331588790321,44.5463298017406,97.03193018552561,157.5705254158359,1613.427430386702,28.132589247107653,0.9273494933622958,0.1943627575029707,0.9947290712704813,170190053376.0,1.0,437,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
97,train,115.06008218073794,True,2.0,0.5,1,0.5,0.1,0.5,0.1,0.1,0.5,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2645385565804428,50.88885189887313,46.95727819019833,104.90876565662136,166.24665777730246,1613.6833846810957,29.56726029347748,0.9237020981168937,0.19357700085154225,0.9947290712704813,189860134912.0,1.0,528,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
98,train,118.5389494397842,True,0.5,2,1,1,0.01,0,0.1,0,0,2,0.85,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2589947483446967,50.20125531556084,44.584243310531484,108.52459785150651,176.57742686255568,1569.7085708038294,35.443037341511165,0.9043127798367206,0.18952030006113968,0.9947290712704813,183586643968.0,1.0,554,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
99,train,100.3642526273105,True,2.0,0.5,0,1,0.05,0.5,0.5,0.1,0.5,2,0.7,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.26610513672104813,49.513095568529046,44.98005014758526,90.4882440272768,163.39031499632756,1525.7433791960366,28.709302176792185,0.9290595233764244,0.194723351270672,0.9947290712704813,168180203520.0,1.0,545,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
100,train,106.29974796940103,True,1.0,2,0,1,0.05,0,0.1,0.5,0,4,0.95,1.0,0.5,1.0,1.0,0.5,0.5,40.04390735626222,64,16,4,bursty,32,taps_unified,0.2704226533967756,50.27392324535775,44.864487848516674,96.27200558566915,160.86817823580253,1574.3226577181927,24.614567722052293,0.9442534754717321,0.19788270898403335,0.9947290712704813,190918762496.0,1.0,452,7345307648,0,0,14794,2791922,64,64,0,0.05547451972961426,3.5863175630569444
