trial,split,objective,feasible,w_tail,w_domain,w_batch,w_resume,w_age,w_short,w_remote,w_switch,w_mem,ready_depth_factor,memory_pressure_threshold,admission_domain,admission_llm,admission_stall,admission_tail,admission_tool_penalty,admission_mem,slo_target,profile_json,total_sessions,active_session_limit,effective_regions,arrival_pattern,memory_budget_gb,policy,throughput,mean_jct,p50_jct,p95_jct,p99_jct,ready_queue_wait,ready_queue_empty_time,region_utilization,blocked_session_fraction,domain_cache_hit_rate,remote_kv_bytes,avg_context_hops,domain_switches,memory_occupancy,eviction_count,evicted_tokens,recompute_tokens,cache_hit_tokens,completed_sessions,admission_count,starvation_count,predictor_median_abs_error,predictor_p95_abs_error,regime_counts,policy_profile_counts,regime_transition_counts,regime_switches,per_regime_policy_decisions
1,train,125.38302592589257,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,41.76118350028992,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1, ""admission_tail"": 1, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0.0, ""w_domain"": 1.0, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.5, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 2, ""w_switch"": 0.1, ""w_tail"": 2}, ""tail_slo_percentile"": 90, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.85, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.22745590027392187,50.06593570133962,47.985989395170655,107.02937608979903,158.18793272446808,1427.7682906898376,67.53369730210764,0.7874645921226759,0.19772798932369845,0.9939469965748019,178276532224.0,1.0,517,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 812, ""BALANCED"": 940, ""DOMAIN_HOT"": 7078, ""TAIL_RISK"": 1165}","{""admission_starved"": 812, ""balanced"": 940, ""domain_hot"": 7078, ""tail_risk"": 1165}","{""ADMISSION_STARVED->DOMAIN_HOT"": 15, ""ADMISSION_STARVED->TAIL_RISK"": 1, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 15, ""DOMAIN_HOT->TAIL_RISK"": 58, ""TAIL_RISK->ADMISSION_STARVED"": 1, ""TAIL_RISK->DOMAIN_HOT"": 57}",148,"{""ADMISSION_STARVED:admit"": 46, ""ADMISSION_STARVED:admit_score"": 766, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 3061, ""DOMAIN_HOT:admit_score"": 248, ""DOMAIN_HOT:schedule_score"": 3769, ""TAIL_RISK:admit"": 343, ""TAIL_RISK:admit_score"": 162, ""TAIL_RISK:schedule_score"": 660}"
2,train,112.81185402563462,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,28.01487970352173,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1, ""admission_tail"": 1, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 4, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 1, ""w_domain"": 4, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.95, ""ready_depth_factor"": 1.0, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 2, ""w_switch"": 0.1, ""w_tail"": 4}, ""tail_slo_percentile"": 80, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.95, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.22976630728892075,49.682810337892434,43.02776372654144,102.82569140574434,152.87388370973284,1403.1794162087363,65.75501982541047,0.7955251414621471,0.1997364319846488,0.9939469965748019,192046776320.0,1.0,526,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 1229, ""BALANCED"": 940, ""DOMAIN_HOT"": 3294, ""TAIL_RISK"": 4508}","{""admission_starved"": 1229, ""balanced"": 940, ""domain_hot"": 3294, ""tail_risk"": 4508}","{""ADMISSION_STARVED->DOMAIN_HOT"": 12, ""ADMISSION_STARVED->TAIL_RISK"": 8, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 10, ""DOMAIN_HOT->TAIL_RISK"": 93, ""TAIL_RISK->ADMISSION_STARVED"": 10, ""TAIL_RISK->DOMAIN_HOT"": 90}",224,"{""ADMISSION_STARVED:admit"": 71, ""ADMISSION_STARVED:admit_score"": 1158, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 1660, ""DOMAIN_HOT:admit_score"": 4, ""DOMAIN_HOT:schedule_score"": 1630, ""TAIL_RISK:admit"": 1815, ""TAIL_RISK:admit_score"": 14, ""TAIL_RISK:schedule_score"": 2679}"
3,train,123.81874936711573,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,28.01487970352173,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1, ""admission_tail"": 4, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 2, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 1, ""w_domain"": 2, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.5, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1.0, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 1, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.5, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 0.5, ""w_switch"": 0.1, ""w_tail"": 4}, ""tail_slo_percentile"": 80, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.85, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.2293000212954794,50.03493371080506,42.63099317110728,106.51315237531236,150.86475308235808,1425.7365012565845,65.82914509546123,0.7938917295833113,0.19933108839135477,0.9939469965748019,187808940032.0,1.0,519,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 1121, ""BALANCED"": 940, ""DOMAIN_HOT"": 3897, ""TAIL_RISK"": 4060}","{""admission_starved"": 1121, ""balanced"": 940, ""domain_hot"": 3897, ""tail_risk"": 4060}","{""ADMISSION_STARVED->DOMAIN_HOT"": 17, ""ADMISSION_STARVED->TAIL_RISK"": 4, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 18, ""DOMAIN_HOT->TAIL_RISK"": 137, ""TAIL_RISK->ADMISSION_STARVED"": 3, ""TAIL_RISK->DOMAIN_HOT"": 137}",317,"{""ADMISSION_STARVED:admit"": 66, ""ADMISSION_STARVED:admit_score"": 1055, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 1994, ""DOMAIN_HOT:admit_score"": 57, ""DOMAIN_HOT:schedule_score"": 1846, ""TAIL_RISK:admit"": 1474, ""TAIL_RISK:admit_score"": 64, ""TAIL_RISK:schedule_score"": 2522}"
4,train,114.8671584459515,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,28.01487970352173,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1, ""admission_tail"": 2, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 1, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 1, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.95, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 1, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 0.5, ""w_switch"": 0.1, ""w_tail"": 8}, ""tail_slo_percentile"": 80, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.95, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.22816270717239606,50.42759430936356,44.82954624074087,103.50117792767782,150.87175802893438,1450.8762820385714,67.32088560408712,0.7899456058348419,0.1983424183479931,0.9939469965748019,185908445184.0,1.0,519,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 1261, ""BALANCED"": 940, ""DOMAIN_HOT"": 3371, ""TAIL_RISK"": 4500}","{""admission_starved"": 1261, ""balanced"": 940, ""domain_hot"": 3371, ""tail_risk"": 4500}","{""ADMISSION_STARVED->DOMAIN_HOT"": 18, ""ADMISSION_STARVED->TAIL_RISK"": 7, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 16, ""DOMAIN_HOT->TAIL_RISK"": 97, ""TAIL_RISK->ADMISSION_STARVED"": 9, ""TAIL_RISK->DOMAIN_HOT"": 94}",242,"{""ADMISSION_STARVED:admit"": 109, ""ADMISSION_STARVED:admit_score"": 1143, ""ADMISSION_STARVED:schedule_score"": 9, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 1649, ""DOMAIN_HOT:admit_score"": 3, ""DOMAIN_HOT:schedule_score"": 1719, ""TAIL_RISK:admit"": 1788, ""TAIL_RISK:admit_score"": 30, ""TAIL_RISK:schedule_score"": 2682}"
5,train,122.62799221034957,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,28.01487970352173,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 2, ""admission_tail"": 2, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 1, ""w_domain"": 4, ""w_mem"": 0.5, ""w_remote"": 1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.5, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.7, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 2, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 2, ""w_switch"": 0.1, ""w_tail"": 2}, ""tail_slo_percentile"": 80, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.7, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.2279641072007358,49.706584790114434,43.69812109053274,106.13585219714196,152.0748035141342,1404.7425010741438,67.66712458500061,0.789248370012573,0.19816977489038717,0.9939469965748019,183742791680.0,1.0,524,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 1186, ""BALANCED"": 940, ""DOMAIN_HOT"": 3466, ""TAIL_RISK"": 4316}","{""admission_starved"": 1186, ""balanced"": 940, ""domain_hot"": 3466, ""tail_risk"": 4316}","{""ADMISSION_STARVED->DOMAIN_HOT"": 14, ""ADMISSION_STARVED->TAIL_RISK"": 6, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 12, ""DOMAIN_HOT->TAIL_RISK"": 87, ""TAIL_RISK->ADMISSION_STARVED"": 8, ""TAIL_RISK->DOMAIN_HOT"": 84}",212,"{""ADMISSION_STARVED:admit"": 71, ""ADMISSION_STARVED:admit_score"": 1112, ""ADMISSION_STARVED:schedule_score"": 3, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 1682, ""DOMAIN_HOT:admit_score"": 20, ""DOMAIN_HOT:schedule_score"": 1764, ""TAIL_RISK:admit"": 1688, ""TAIL_RISK:admit_score"": 44, ""TAIL_RISK:schedule_score"": 2584}"
6,train,127.0754407622467,True,4.0,1,0,0.5,0.05,1,0.1,0.1,0.5,1,0.85,1.0,0.5,1.0,1.0,0.5,0.5,41.76118350028992,"{""admission_starved"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1, ""admission_tail"": 2, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 2, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""balanced"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""domain_hot"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0.5, ""w_domain"": 2, ""w_mem"": 0.5, ""w_remote"": 0.5, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 1, ""w_tail"": 4.0}, ""memory_pressure"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.95, ""ready_depth_factor"": 1.0, ""slo_target"": null, ""w_age"": 0.05, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 2, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 1, ""w_switch"": 0.1, ""w_tail"": 4.0}, ""tail_risk"": {""admission_domain"": 1.0, ""admission_llm"": 0.5, ""admission_mem"": 0.5, ""admission_stall"": 1.0, ""admission_tail"": 1.0, ""admission_tool_penalty"": 0.5, ""memory_pressure_threshold"": 0.85, ""ready_depth_factor"": 1, ""slo_target"": null, ""w_age"": 0.2, ""w_batch"": 0, ""w_domain"": 1, ""w_mem"": 0.5, ""w_remote"": 0.1, ""w_resume"": 0.5, ""w_short"": 0.5, ""w_switch"": 0.1, ""w_tail"": 4}, ""tail_slo_percentile"": 90, ""thresholds"": {""admission_blocked_fraction"": 0.35, ""domain_cache_hit_rate"": 0.85, ""eviction_pressure"": 0.01, ""memory_pressure"": 0.95, ""ready_domain_share"": 0.45, ""ready_wait_seconds"": 15.0, ""remote_kv_pressure"": 0.15, ""tail_risk"": 0.25}}",64,16,4,bursty,32,taps_unified_adaptive_v6,0.2252488202791683,49.89700853195561,45.22535657212938,107.60102414388493,162.46751734748884,1416.97038582814,70.6980818735679,0.7798117419006336,0.19580936910275162,0.9939469965748019,175589736448.0,1.0,458,7345307648,0,0,16184,2657530,64,64,0,0.05547451972961426,3.5863175630569444,"{""ADMISSION_STARVED"": 933, ""BALANCED"": 940, ""DOMAIN_HOT"": 7363, ""TAIL_RISK"": 874}","{""admission_starved"": 933, ""balanced"": 940, ""domain_hot"": 7363, ""tail_risk"": 874}","{""ADMISSION_STARVED->DOMAIN_HOT"": 18, ""ADMISSION_STARVED->TAIL_RISK"": 1, ""BALANCED->DOMAIN_HOT"": 1, ""DOMAIN_HOT->ADMISSION_STARVED"": 17, ""DOMAIN_HOT->TAIL_RISK"": 52, ""TAIL_RISK->ADMISSION_STARVED"": 2, ""TAIL_RISK->DOMAIN_HOT"": 50}",141,"{""ADMISSION_STARVED:admit"": 64, ""ADMISSION_STARVED:admit_score"": 869, ""BALANCED:admit"": 27, ""BALANCED:admit_score"": 904, ""BALANCED:schedule_score"": 9, ""DOMAIN_HOT:admit"": 3308, ""DOMAIN_HOT:admit_score"": 307, ""DOMAIN_HOT:schedule_score"": 3748, ""TAIL_RISK:admit"": 297, ""TAIL_RISK:schedule_score"": 577}"
