run_id,sessions,arrival_pattern,policy,throughput_sessions_per_sec,mean_jct,p50_jct,p95_jct,p99_jct,model_side_latency,tool_time,ready_queue_wait,region_utilization,tool_blocked_compute_waste,resume_latency,prefill_tokens_avoided,resume_prefill_tokens,state_prefetch_bytes,exposed_state_migration_latency,completed_sessions,predictor_median_abs_error,predictor_p95_abs_error,taps_predictive_gain_vs_acd_nisp,taps_oracle_gap
pr4_algo_v2,8,closed_loop,acd_nisp,0.0646759466102456,37.400160889077924,16.29930550522499,107.42015837147933,120.43890339141345,72.84982994354117,199.922509431839,26.428947737243213,0.14723849099981062,0.0,0.0,293846,28486,0,0.0,8,0.048296380043029774,4.715807461738587,0.0016172350560957176,0.0
pr4_algo_v2,8,closed_loop,acd_cdf_nisp,0.0646759466102456,37.400160889077924,16.29930550522499,107.42015837147933,120.43890339141345,72.84982994354117,199.922509431839,26.428947737243213,0.14723849099981062,0.0,0.0,293846,28486,0,0.0,8,0.048296380043029774,4.715807461738587,0.0016172350560957176,0.0
pr4_algo_v2,8,closed_loop,taps,0.06441336339117482,37.14392625234918,17.572721643895633,107.08255905407492,120.77477635498337,72.76888592425739,199.922509431839,24.460014662697063,0.1464777716440668,0.0,0.0,295947,27964,16734298112,0.0,8,0.048296380043029774,4.715807461738587,0.0016172350560957176,0.0
pr4_algo_v2,8,closed_loop,taps_oracle,0.06478054281838987,36.85638491938393,17.892928388465876,106.507896044708,120.09667603210637,72.90864122812772,199.922509431839,22.019928695104667,0.14759566734091728,0.0,0.0,292345,27964,16734298112,0.0,8,0.048296380043029774,4.715807461738587,0.0016172350560957176,0.0
pr4_algo_v2,8,closed_loop,taps_predictive,0.06478054281838987,36.85638491938393,17.892928388465876,106.507896044708,120.09667603210637,72.90864122812772,199.922509431839,22.019928695104667,0.14759566734091728,0.0,0.0,292345,27964,16734298112,0.0,8,0.048296380043029774,4.715807461738587,0.0016172350560957176,0.0
pr4_algo_v2,16,closed_loop,naive_wafer,0.11893885805099293,44.26080635180705,34.54422635651735,103.46203165558349,128.31072560665763,152.10623549043314,240.12312197685242,315.94354416162736,0.28267721799480516,41.039907932281494,0.0,0,0,0,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
pr4_algo_v2,16,closed_loop,acd_nisp,0.12119880893204299,39.107414383226974,28.55028179800749,99.09743592725195,125.43108611772246,125.35483343707932,240.12312197685242,260.2406747176999,0.23738838291326014,0.0,0.0,640664,82246,0,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
pr4_algo_v2,16,closed_loop,acd_cdf_nisp,0.12119880893204299,39.107414383226974,28.55028179800749,99.09743592725195,125.43108611772246,125.35483343707932,240.12312197685242,260.2406747176999,0.23738838291326014,0.0,0.0,640664,82246,0,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
pr4_algo_v2,16,closed_loop,taps,0.12355562572655529,33.221590456620945,23.54221728717147,89.27989122990536,121.45304171218103,124.83087706045967,240.12312197685242,166.591448268623,0.24099308008124673,0.0,0.0,654217,81220,36571308032,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
pr4_algo_v2,16,closed_loop,taps_oracle,0.12236948099267858,33.285473017563454,23.85106838334053,89.42170881505658,122.48558625767275,125.42954641067946,240.12312197685242,167.01489989348337,0.23982419524096776,0.0,0.0,638779,81220,36571308032,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
pr4_algo_v2,16,closed_loop,taps_predictive,0.12221296998683533,33.40408132755419,23.245691934256044,89.6198786998932,122.65917693326281,125.42954641067946,240.12312197685242,168.91263285333503,0.2395174592336053,0.0,0.0,638779,81220,36571308032,0.0,16,0.048296380043029774,4.715807461738587,0.008367747700895179,0.0012790035928371603
