run_id,policy,config_id,llm_events,cached_tokens,recompute_tokens,local_context_bytes,remote_context_bytes,schedule_remote_kv_bytes,simulator_remote_kv_bytes,schedule_match_error,prefetch_bytes,max_memory_occupancy,eviction_count
pr4_v10_taps_c_v3,taps_admission_v4,aligned_v10_stratified:ts128:al16:er16:arrpoisson:mem64,1303,5672327,34860,15594930176,309678989312,1548853469184.0,1548853469184.0,0.0,0,16559915008,0
