mode,shared_prefix_tokens_target,shared_prefix_tokens_actual,unique_suffix_tokens_target,unique_suffix_tokens_actual,num_requests,output_tokens,repeat,total_e2e_latency,per_request_latency_mean,prefix_token_ids_exact_match,client_repeated_prefix_tokens,num_success,num_failed,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,prompt_tokens_delta,cached_prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,metrics_error
prefix,1024,1037,256,264,2,128,1,1.2801225185394287,1.267422080039978,True,1024,2,0,ok,,2660.0,2656.0,10648.0,2656.0,804.0,0.0,0.0,0.0,46.00002837181091,46.02809000015259,40.40905237197876,39.07375645637512,42.0189688205719,77.45956230163574,
prefix,1024,1037,256,264,2,128,2,1.3050217628479004,1.2866853475570679,True,1024,2,0,ok,,2660.0,2656.0,10648.0,2656.0,804.0,0.0,0.0,0.0,46.00001096725464,46.027451276779175,40.43945336341858,39.07401394844055,42.0192084312439,77.55151081085205,
prefix,1024,1037,256,264,4,128,0,1.2653357982635498,1.2416088581085205,True,3072,4,0,ok,,5320.0,5312.0,21296.0,5312.0,1608.0,0.0,0.0,0.0,92.00005912780762,92.06033873558044,80.58163166046143,76.22972345352173,84.0360758304596,154.47395706176758,
prefix,1024,1037,256,264,4,128,1,1.2639987468719482,1.2385361790657043,True,3072,4,0,ok,,5320.0,5312.0,21296.0,5312.0,1608.0,0.0,0.0,0.0,92.00007677078247,92.06393909454346,80.56754970550537,73.24114465713501,84.03596496582031,154.4614896774292,
prefix,1024,1037,256,264,4,128,2,1.276005744934082,1.2445324063301086,True,3072,4,0,ok,,5320.0,5312.0,21296.0,5312.0,1608.0,0.0,0.0,0.0,92.00003266334534,92.0609929561615,80.5928316116333,76.2227783203125,84.03616404533386,154.48103618621826,
prefix,1024,1037,256,264,8,128,0,1.373060941696167,1.3305505216121674,True,7168,8,0,ok,,10640.0,10624.0,42592.0,10624.0,3216.0,0.0,0.0,0.0,184.00032901763916,184.18857550621033,161.2811541557312,129.80545687675476,168.07307982444763,310.3971281051636,
prefix,1024,1037,256,264,8,128,1,1.3717765808105469,1.3198893666267395,True,7168,8,0,ok,,10640.0,10624.0,42592.0,10624.0,3216.0,0.0,0.0,0.0,184.00015091896057,184.12558937072754,161.2966079711914,137.69051814079285,168.07320165634155,310.1139326095581,
prefix,1024,1037,256,264,8,128,2,1.3696708679199219,1.3206755816936493,True,7168,8,0,ok,,10640.0,10624.0,42592.0,10624.0,3216.0,0.0,0.0,0.0,184.00018548965454,184.12335538864136,161.29603099822998,136.6927318572998,168.07319712638855,310.1181707382202,
prefix,1024,1037,512,520,2,128,0,1.2159829139709473,1.2060997486114502,True,1024,2,0,ok,,3172.0,3168.0,12696.0,3168.0,804.0,0.0,0.0,0.0,46.000014543533325,46.028868436813354,40.29188394546509,39.08186936378479,42.018046379089355,77.13221454620361,
prefix,1024,1037,512,520,2,128,1,1.2788541316986084,1.2657771110534668,True,1024,2,0,ok,,3172.0,3168.0,12696.0,3168.0,804.0,0.0,0.0,0.0,46.00001072883606,46.02746033668518,40.40359091758728,39.07553172111511,42.01892590522766,77.44775199890137,
prefix,1024,1037,512,520,2,128,2,1.2529473304748535,1.2426631450653076,True,1024,2,0,ok,,3172.0,3168.0,12696.0,3168.0,804.0,0.0,0.0,0.0,46.00002193450928,46.02801966667175,40.36746883392334,39.079514503479004,42.01864147186279,77.35209369659424,
