mode,input_tokens_target,input_tokens_actual,output_tokens_target,concurrency,repeat,request_id,e2e_latency,ttft,tpot,client_prompt_tokens,prompt_tokens_client,completion_tokens_client,client_completion_tokens,server_prompt_tokens,prompt_tokens_server,server_completion_tokens,completion_tokens_server,output_tokens_actual,start_time,first_token_time,end_time,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,prompt_tokens_delta,cached_prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,metrics_error,metrics_prompt_tokens_delta,metrics_generation_tokens_delta,per_request_latency_mean,per_request_latency_p50,per_request_latency_p95,throughput_prompt_tokens_per_s,throughput_generation_tokens_per_s,queue_metric_delta,num_success,num_failed,case_start_time,case_end_time,shared_prefix_tokens_target,shared_prefix_tokens_actual,unique_suffix_tokens_target,unique_suffix_tokens_actual,num_requests,output_tokens,total_e2e_latency,prefix_token_ids_exact_match,client_repeated_prefix_tokens
length,8192,8192,32,1,2,length-8192-32-2-0,0.36027097702026367,,0.01125846803188324,8192,8192,32,32,8221,8221,32,32,32,1778389343.2702086,,1778389343.6304796,ok,,8221.0,8208.0,32875.0,8208.0,118.0,0.0,0.0,0.0,23.000011444091797,23.012824058532715,23.28171157836914,18.064735412597656,21.009087562561035,44.04443550109863,,32875.0,118.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,128,1,0,length-8192-128-0-0,1.2354700565338135,,0.009652109816670418,8192,8192,128,128,8221,8221,128,128,128,1778389343.6774242,,1778389344.9128942,ok,,8221.0,8208.0,32875.0,8208.0,402.0,0.0,0.0,0.0,23.000006198883057,23.0122652053833,20.156159162521362,18.064043760299683,21.009103536605835,38.66575527191162,,32875.0,402.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,128,1,1,length-8192-128-1-0,1.2363550662994385,,0.009659023955464363,8192,8192,128,128,8221,8221,128,128,128,1778389344.9646852,,1778389346.2010403,ok,,8221.0,8208.0,32875.0,8208.0,402.0,0.0,0.0,0.0,23.000006914138794,23.012346267700195,20.155698776245117,18.06453561782837,21.00909996032715,38.66578197479248,,32875.0,402.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,128,1,2,length-8192-128-2-0,1.2274961471557617,,0.009589813649654388,8192,8192,128,128,8221,8221,128,128,128,1778389346.2731602,,1778389347.5006564,ok,,8221.0,8208.0,32875.0,8208.0,402.0,0.0,0.0,0.0,23.000005960464478,23.012213706970215,20.155566930770874,19.056288719177246,21.009099006652832,38.64069938659668,,32875.0,402.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,512,1,0,length-8192-512-0-0,3.379364490509033,,0.009361120472324192,8192,8192,361,361,8221,8221,362,362,362,1778389347.5530686,,1778389350.9324331,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.00000548362732,23.012216567993164,19.299155712127686,18.064525604248047,21.009138822555542,38.09559917449951,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,512,1,1,length-8192-512-1-0,3.3935043811798096,,0.009400289144542408,8192,8192,361,361,8221,8221,362,362,362,1778389350.9872563,,1778389354.3807607,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.000007152557373,23.012353658676147,19.313129425048828,18.06455421447754,21.009177684783936,38.1374626159668,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,512,1,2,length-8192-512-2-0,3.41807222366333,,0.00946834410987072,8192,8192,361,361,8221,8221,362,362,362,1778389354.4654393,,1778389357.8835115,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.0000057220459,23.01245355606079,19.336004495620728,18.06578302383423,21.009241104125977,38.20980262756348,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,1024,1,0,length-8192-1024-0-0,3.398250102996826,,0.00941343518835686,8192,8192,361,361,8221,8221,362,362,362,1778389357.9732943,,1778389361.3715444,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.000006198883057,23.012356996536255,19.317749500274658,18.064777374267578,21.009190320968628,38.15201663970947,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,1024,1,1,length-8192-1024-1-0,3.4105606079101562,,0.009447536310000433,8192,8192,361,361,8221,8221,362,362,362,1778389361.4618347,,1778389364.8723953,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.000006198883057,23.012337923049927,19.329525470733643,18.06368923187256,21.009223222732544,38.18473815917969,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,8192,8192,1024,1,2,length-8192-1024-2-0,3.426229238510132,,0.009490939718864631,8192,8192,361,361,8221,8221,362,362,362,1778389364.9448416,,1778389368.3710709,ok,,8221.0,8208.0,32875.0,8208.0,1102.0,0.0,0.0,0.0,23.000006198883057,23.012394428253174,19.374483585357666,20.035547733306885,21.009347438812256,38.23450183868408,,32875.0,1102.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,32,1,0,length-16384-32-0-0,1.073427438735962,,0.03354460746049881,16384,16384,32,32,16413,16413,32,32,32,1778389373.903219,,1778389374.9766464,ok,,16413.0,64.0,49306.0,64.0,118.0,0.0,0.0,0.0,23.000024795532227,21.678911685943604,23.293905019760132,13.766955852508545,21.009480953216553,38.18909931182861,,49306.0,118.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,32,1,1,length-16384-32-1-0,0.3732938766479492,,0.011665433645248413,16384,16384,32,32,16413,16413,32,32,32,1778389375.0505466,,1778389375.4238405,ok,,16413.0,16400.0,65642.0,16400.0,118.0,0.0,0.0,0.0,23.000006198883057,23.013646364212036,23.289799690246582,18.071268558502197,21.009348392486572,44.08901882171631,,65642.0,118.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,32,1,2,length-16384-32-2-0,0.37703609466552734,,0.01178237795829773,16384,16384,32,32,16413,16413,32,32,32,1778389375.4931128,,1778389375.870149,ok,,16413.0,16400.0,65642.0,16400.0,118.0,0.0,0.0,0.0,23.000005960464478,23.013527393341064,23.28982400894165,18.072728872299194,21.00934910774231,44.09311866760254,,65642.0,118.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,128,1,0,length-16384-128-0-0,1.2920732498168945,,0.010094322264194489,16384,16384,128,128,16413,16413,128,128,128,1778389375.9608316,,1778389377.252905,ok,,16413.0,16400.0,65642.0,16400.0,402.0,0.0,0.0,0.0,23.000006675720215,23.013628482818604,20.18846583366394,17.090081453323364,21.009357929229736,38.84111309051514,,65642.0,402.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,128,1,1,length-16384-128-1-0,1.2777955532073975,,0.009982777759432793,16384,16384,128,128,16413,16413,128,128,128,1778389377.350202,,1778389378.6279976,ok,,16413.0,16400.0,65642.0,16400.0,402.0,0.0,0.0,0.0,23.000017404556274,23.01372718811035,20.188104391098022,18.076406955718994,21.009355306625366,38.799095153808594,,65642.0,402.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,128,1,2,length-16384-128-2-0,1.2769827842712402,,0.009976428002119064,16384,16384,128,128,16413,16413,128,128,128,1778389378.7165718,,1778389379.9935546,ok,,16413.0,16400.0,65642.0,16400.0,402.0,0.0,0.0,0.0,23.000006198883057,23.013653993606567,20.188356637954712,18.075538158416748,21.00935697555542,38.79714584350586,,65642.0,402.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,512,1,0,length-16384-512-0-0,4.85094428062439,,0.009474500548094511,16384,16384,512,512,16413,16413,512,512,512,1778389380.0887501,,1778389384.9396944,ok,,16413.0,16400.0,65642.0,16400.0,1550.0,0.0,0.0,0.0,23.000006675720215,23.013577461242676,20.784481287002563,19.05279779434204,21.009362936019897,39.51743698120117,,65642.0,1550.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,512,1,1,length-16384-512-1-0,4.867745399475098,,0.0095073152333498,16384,16384,512,512,16413,16413,512,512,512,1778389385.0371847,,1778389389.90493,ok,,16413.0,16400.0,65642.0,16400.0,1550.0,0.0,0.0,0.0,23.000006675720215,23.013740062713623,20.80270504951477,19.051426887512207,21.009398698806763,39.56814384460449,,65642.0,1550.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,512,1,2,length-16384-512-2-0,4.915153980255127,,0.009599910117685795,16384,16384,512,512,16413,16413,512,512,512,1778389390.0077736,,1778389394.9229276,ok,,16413.0,16400.0,65642.0,16400.0,1550.0,0.0,0.0,0.0,23.00000762939453,23.0137882232666,20.82715678215027,18.07455849647522,21.009446620941162,39.71101379394531,,65642.0,1550.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,1024,1,0,length-16384-1024-0-0,10.024024248123169,,0.009789086179807782,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778389395.0084252,,1778389405.0324495,ok,,16413.0,16400.0,65642.0,16400.0,3084.0,0.0,0.0,0.0,23.000019311904907,23.014114141464233,24.92994475364685,17.080726861953735,21.009706497192383,50.03795528411865,,65642.0,3084.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,1024,1,1,length-16384-1024-1-0,10.009873151779175,,0.00977526674978435,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778389405.1135318,,1778389415.123405,ok,,16413.0,16400.0,65642.0,16400.0,3084.0,0.0,0.0,0.0,23.000006914138794,23.013744592666626,24.907597303390503,17.088626861572266,21.009685039520264,51.99470806121826,,65642.0,3084.0,,,,,,,,,,,,,,,,,,,
length,16384,16384,1024,1,2,length-16384-1024-2-0,9.922506332397461,,0.009689947590231895,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778389415.1989958,,1778389425.1215022,ok,,16413.0,16400.0,65642.0,16400.0,3084.0,0.0,0.0,0.0,23.000006914138794,23.013674020767212,24.858503818511963,19.050830125808716,21.009636640548706,51.733978271484375,,65642.0,3084.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,32,1,0,length-32768-32-0-0,0.12293267250061035,,0.12293267250061035,32768,32768,0,0,,,,,0,1778389449.525516,,1778389449.6484487,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21129322052002,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,32,1,1,length-32768-32-1-0,0.09285855293273926,,0.09285855293273926,32768,32768,0,0,,,,,0,1778389449.7411504,,1778389449.834009,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.156655311584473,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,32,1,2,length-32768-32-2-0,0.08653998374938965,,0.08653998374938965,32768,32768,0,0,,,,,0,1778389449.9234076,,1778389450.0099475,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14389419555664,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,128,1,0,length-32768-128-0-0,0.08576583862304688,,0.08576583862304688,32768,32768,0,0,,,,,0,1778389450.0955708,,1778389450.1813366,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.142983436584473,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,128,1,1,length-32768-128-1-0,0.08773565292358398,,0.08773565292358398,32768,32768,0,0,,,,,0,1778389450.2705402,,1778389450.358276,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14665699005127,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,128,1,2,length-32768-128-2-0,0.08852672576904297,,0.08852672576904297,32768,32768,0,0,,,,,0,1778389450.4484618,,1778389450.5369885,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14823818206787,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,512,1,0,length-32768-512-0-0,0.08784723281860352,,0.08784723281860352,32768,32768,0,0,,,,,0,1778389450.6280596,,1778389450.7159069,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.146655082702637,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,512,1,1,length-32768-512-1-0,0.0868082046508789,,0.0868082046508789,32768,32768,0,0,,,,,0,1778389450.8021204,,1778389450.8889287,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.144709587097168,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,512,1,2,length-32768-512-2-0,0.08853530883789062,,0.08853530883789062,32768,32768,0,0,,,,,0,1778389450.9882865,,1778389451.0768218,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.147299766540527,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,1024,1,0,length-32768-1024-0-0,0.08820724487304688,,0.08820724487304688,32768,32768,0,0,,,,,0,1778389451.179135,,1778389451.2673423,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.147470474243164,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,1024,1,1,length-32768-1024-1-0,0.08730936050415039,,0.08730936050415039,32768,32768,0,0,,,,,0,1778389451.3759606,,1778389451.46327,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.145580291748047,,0.0,0.0,,,,,,,,,,,,,,,,,,,
length,32768,32768,1024,1,2,length-32768-1024-2-0,0.08739614486694336,,0.08739614486694336,32768,32768,0,0,,,,,0,1778389451.566748,,1778389451.654144,error,"Client error '400 Bad Request' for url 'http://localhost:8000/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14610004425049,,0.0,0.0,,,,,,,,,,,,,,,,,,,
concurrency,2048,2037,128,1,0,,,,,,,,,,,,,,,,,ok,,2066.0,16.0,6219.0,16.0,402.0,0.0,0.0,0.0,23.000017881393433,23.067150354385376,20.134270429611206,17.08180832862854,21.008931398391724,38.651865005493164,,,,1.2258014678955078,1.2258014678955078,1.2258014678955078,1661.7699140931702,104.42147717423947,23.000017881393433,1,0,1778389455.6161654,1778389456.8419669,,,,,,,,,
concurrency,2048,2037,128,1,1,,,,,,,,,,,,,,,,,ok,,2066.0,32.0,6235.0,32.0,402.0,0.0,0.0,0.0,23.00001049041748,23.06661820411682,20.134559869766235,18.07705283164978,21.008933544158936,38.639726638793945,,,,1.2222981452941895,1.2222981452941895,1.2222981452941895,1666.532840487722,104.7207675907847,23.00001049041748,1,0,1778389456.8876123,1778389458.1099105,,,,,,,,,
concurrency,2048,2037,128,1,2,,,,,,,,,,,,,,,,,ok,,2066.0,32.0,6235.0,32.0,402.0,0.0,0.0,0.0,23.000005960464478,23.066840887069702,20.13411283493042,18.077733039855957,21.00892996788025,38.640262603759766,,,,1.2293620109558105,1.2293620109558105,1.2293620109558105,1656.9570084699974,104.11904618760907,23.000005960464478,1,0,1778389458.172633,1778389459.401995,,,,,,,,,
concurrency,2048,2037,128,2,0,,,,,,,,,,,,,,,,,ok,,4132.0,64.0,12470.0,64.0,804.0,0.0,0.0,0.0,46.00001287460327,46.192845821380615,40.34656357765198,33.237281799316406,42.01847696304321,77.76289653778076,,,,1.3166792392730713,1.3166792392730713,1.3118305206298828,3062.739158232194,192.4548906498384,46.00001287460327,2,0,1778389459.4953516,1778389460.8255334,,,,,,,,,
concurrency,2048,2037,128,2,1,,,,,,,,,,,,,,,,,ok,,4132.0,64.0,12470.0,64.0,804.0,0.0,0.0,0.0,46.00001645088196,46.193840980529785,40.346365451812744,33.236862897872925,42.01847529411316,77.76108169555664,,,,1.3154202699661255,1.3154202699661255,1.3024137020111084,3066.785376284184,192.70914490150986,46.00001645088196,2,0,1778389460.8864958,1778389462.2149227,,,,,,,,,
concurrency,2048,2038,128,2,2,,,,,,,,,,,,,,,,,ok,,4134.0,64.0,12476.0,64.0,804.0,0.0,0.0,0.0,46.00001096725464,46.19563627243042,40.34706902503967,33.2343807220459,42.01848077774048,77.75551986694336,,,,1.3088483810424805,1.3088483810424805,1.3075873851776123,3091.1546356335843,194.14513903881198,46.00001096725464,2,0,1778389462.2709785,1778389463.5895796,,,,,,,,,
concurrency,2048,2038,128,4,0,,,,,,,,,,,,,,,,,ok,,8268.0,128.0,24952.0,128.0,1608.0,0.0,0.0,0.0,92.00004148483276,92.84402084350586,80.86736106872559,62.98081421852112,83.03832578659058,157.57796669006348,,,,1.4972375631332397,1.4940228462219238,1.4945383071899414,5364.283770138833,336.9128177516048,92.00004148483276,4,0,1778389463.6779842,1778389465.1976652,,,,,,,,,
concurrency,2048,2038,128,4,1,,,,,,,,,,,,,,,,,ok,,8268.0,128.0,24952.0,128.0,1608.0,0.0,0.0,0.0,92.0000364780426,92.8436450958252,80.87027835845947,62.976104974746704,83.03834867477417,157.57653331756592,,,,1.4961872696876526,1.498139500617981,1.5033082962036133,5371.784374300875,337.38390574608053,92.0000364780426,4,0,1778389465.275755,1778389466.793314,,,,,,,,,
concurrency,2048,2038,128,4,2,,,,,,,,,,,,,,,,,ok,,8268.0,128.0,24952.0,128.0,1608.0,0.0,0.0,0.0,92.00003266334534,92.86331224441528,80.87010049819946,62.99656414985657,83.0383472442627,157.63605880737305,,,,1.5006523132324219,1.503474473953247,1.509446144104004,5356.843527592738,336.4455208694163,92.00003266334534,4,0,1778389466.869047,1778389468.3908386,,,,,,,,,
concurrency,2048,2038,128,8,0,,,,,,,,,,,,,,,,,ok,,16536.0,256.0,49904.0,256.0,3216.0,0.0,0.0,0.0,184.1016981601715,178.89519572257996,161.92907214164734,121.74588251113892,163.08605551719666,308.1476860046387,,,,1.8949384093284607,1.8950992822647095,1.908043384552002,8408.91338026134,528.1358747171008,184.1016981601715,8,0,1778389468.4957263,1778389470.4346213,,,,,,,,,
concurrency,2048,2038,128,8,1,,,,,,,,,,,,,,,,,ok,,16536.0,256.0,49904.0,256.0,3216.0,0.0,0.0,0.0,184.10438680648804,178.899507522583,161.93048286437988,121.60415959358215,163.08606696128845,307.70934295654297,,,,1.8839222192764282,1.8807177543640137,1.9085073471069336,8462.825903519928,531.5219409472771,184.10438680648804,8,0,1778389470.538082,1778389472.4646251,,,,,,,,,
concurrency,2048,2038,128,8,2,,,,,,,,,,,,,,,,,ok,,16536.0,256.0,49904.0,256.0,3216.0,0.0,0.0,0.0,184.10546112060547,178.89937472343445,161.93056464195251,121.58281397819519,163.0860674381256,307.6476125717163,,,,1.8699666261672974,1.8684096336364746,1.8869318962097168,8547.983004016996,536.8703751296249,184.10546112060547,8,0,1778389472.5603662,1778389474.4677167,,,,,,,,,
concurrency,2048,2038,128,16,0,,,,,,,,,,,,,,,,,ok,,33076.0,512.0,99820.0,512.0,6432.0,0.0,0.0,0.0,362.66736221313477,349.03578209877014,314.13499307632446,228.69706749916077,320.22153520584106,586.8762407302856,,,,2.6473104804754257,2.646269917488098,2.692978858947754,11953.03938383203,750.638558140807,362.66736221313477,16,0,1778389474.601224,1778389477.3295677,,,,,,,,,
concurrency,2048,2038,128,16,1,,,,,,,,,,,,,,,,,ok,,33063.0,512.0,99781.0,512.0,6432.0,0.0,0.0,0.0,362.75282526016235,349.08832454681396,314.1341688632965,228.4031891822815,320.221529006958,585.9863977432251,,,,2.6344555765390396,2.639455199241638,2.682577133178711,11995.004097405,753.5742934287997,362.75282526016235,16,0,1778389477.4430718,1778389480.1607866,,,,,,,,,
concurrency,2048,2036,128,16,2,,,,,,,,,,,,,,,,,ok,,33060.0,512.0,99772.0,512.0,6432.0,0.0,0.0,0.0,362.77421379089355,349.12531328201294,314.14319109916687,228.46946907043457,320.221599817276,586.222822189331,,,,2.6393842101097107,2.6428269147872925,2.6826865673065186,11970.716848387505,752.117686387827,362.77421379089355,16,0,1778389480.2791374,1778389483.0021155,,,,,,,,,
concurrency,2048,2037,512,1,0,,,,,,,,,,,,,,,,,ok,,2066.0,2064.0,8267.0,2064.0,1441.0,0.0,0.0,0.0,23.00000548362732,23.011043310165405,20.224183320999146,20.026536226272583,21.008911848068237,38.759626388549805,,,,4.263124465942383,4.263124465942383,4.263124465942383,477.81856154408854,111.42062677144922,23.00000548362732,1,0,1778389483.030974,1778389487.2940984,,,,,,,,,
concurrency,2048,2037,512,1,1,,,,,,,,,,,,,,,,,ok,,2066.0,2064.0,8267.0,2064.0,1550.0,0.0,0.0,0.0,23.00000548362732,23.011001586914062,20.552920818328857,20.02617359161377,21.008909940719604,38.743574142456055,,,,4.597150802612305,4.597150802612305,4.597150802612305,443.10053932589864,111.37333143586652,23.00000548362732,1,0,1778389487.3394692,1778389491.93662,,,,,,,,,
concurrency,2048,2037,512,1,2,,,,,,,,,,,,,,,,,ok,,2066.0,2064.0,8267.0,2064.0,1550.0,0.0,0.0,0.0,23.0000057220459,23.01094627380371,20.5536367893219,20.028644561767578,21.0089111328125,38.7518253326416,,,,4.601422548294067,4.601422548294067,4.601422548294067,442.68918549008237,111.26993763913705,23.0000057220459,1,0,1778389491.9914834,1778389496.592906,,,,,,,,,
concurrency,2048,2037,512,2,0,,,,,,,,,,,,,,,,,ok,,4132.0,4128.0,16534.0,4128.0,3100.0,0.0,0.0,0.0,46.00001382827759,46.0289888381958,41.17245078086853,38.09158253669739,42.0179500579834,77.80348587036133,,,,4.658528447151184,4.658528447151184,4.652933120727539,871.9444795771703,219.1632663443845,46.00001382827759,2,0,1778389496.6765625,1778389501.3488784,,,,,,,,,
concurrency,2048,2037,512,2,1,,,,,,,,,,,,,,,,,ok,,4132.0,4128.0,16534.0,4128.0,3100.0,0.0,0.0,0.0,46.00001096725464,46.027979612350464,41.17587065696716,40.060935497283936,42.01795673370361,77.72142601013184,,,,4.639507293701172,4.639507293701172,4.63702917098999,876.0520254364625,220.195698096941,46.00001096725464,2,0,1778389501.4427364,1778389506.0931451,,,,,,,,,
concurrency,2048,2038,512,2,2,,,,,,,,,,,,,,,,,ok,,4134.0,4128.0,16540.0,4128.0,3100.0,0.0,0.0,0.0,46.00001072883606,46.02808976173401,41.17817831039429,40.05969548225403,42.01796102523804,77.7249526977539,,,,4.645321249961853,4.645321249961853,4.639946937561035,874.8324240358297,219.78125667632227,46.00001072883606,2,0,1778389506.1797743,1778389510.8389523,,,,,,,,,
concurrency,2048,2038,512,4,0,,,,,,,,,,,,,,,,,ok,,8268.0,8256.0,33080.0,8256.0,6200.0,0.0,0.0,0.0,92.00003385543823,92.06308650970459,82.84542107582092,72.2927815914154,84.03687953948975,157.45197010040283,,,,4.821770429611206,4.823525071144104,4.830996513366699,1682.1533063456482,422.6018119965515,92.00003385543823,4,0,1778389510.9493454,1778389515.7955148,,,,,,,,,
concurrency,2048,2038,512,4,1,,,,,,,,,,,,,,,,,ok,,8268.0,8256.0,33080.0,8256.0,6145.0,0.0,0.0,0.0,92.00003337860107,92.06408214569092,82.65690302848816,72.2955322265625,84.03685331344604,156.8869276046753,,,,4.772323787212372,4.818568587303162,4.8254969120025635,1684.9528421681746,419.37798291943403,92.00003337860107,4,0,1778389515.8913279,1778389520.7294455,,,,,,,,,
concurrency,2048,2038,512,4,2,,,,,,,,,,,,,,,,,ok,,8268.0,8256.0,33080.0,8256.0,6145.0,0.0,0.0,0.0,92.00004935264587,92.06335139274597,82.80312609672546,72.29323387145996,84.03714179992676,157.3177375793457,,,,4.807605981826782,4.8546531200408936,4.859442472457886,1672.6151993577605,416.30719326507557,92.00004935264587,4,0,1778389520.8175216,1778389525.6913264,,,,,,,,,
concurrency,2048,2038,512,8,0,,,,,,,,,,,,,,,,,ok,,16536.0,16512.0,66160.0,16512.0,12400.0,0.0,0.0,0.0,184.0001299381256,184.12937235832214,167.98702454566956,129.83486199378967,168.07825255393982,306.6100540161133,,,,5.168639928102493,5.17093825340271,5.192359447479248,3129.3085827403984,786.1658461055367,184.0001299381256,8,0,1778389525.796336,1778389531.0064325,,,,,,,,,
concurrency,2048,2038,512,8,1,,,,,,,,,,,,,,,,,ok,,16536.0,16512.0,66160.0,16512.0,12400.0,0.0,0.0,0.0,184.0001196861267,184.12779641151428,167.52763557434082,137.68155527114868,168.07735347747803,304.77505588531494,,,,5.102161467075348,5.104291677474976,5.122262716293335,3169.7413080822967,796.3236259755329,184.0001196861267,8,0,1778389531.1013803,1778389536.2450178,,,,,,,,,
concurrency,2048,2038,512,8,2,,,,,,,,,,,,,,,,,ok,,16536.0,16512.0,66160.0,16512.0,12400.0,0.0,0.0,0.0,184.0001277923584,184.12942028045654,160.6392068862915,136.74737119674683,168.07952880859375,308.2822723388672,,,,5.233183711767197,5.235698699951172,5.248619794845581,3095.8128128767544,777.7508146186939,184.0001277923584,8,0,1778389536.3452876,1778389541.6117558,,,,,,,,,
concurrency,2048,2038,512,16,0,,,,,,,,,,,,,,,,,ok,,33076.0,33024.0,132332.0,33024.0,24785.0,0.0,0.0,0.0,368.0004804134369,368.2857756614685,327.7973246574402,258.14107728004456,320.17191982269287,638.3717346191406,,,,5.727971911430359,5.72078001499176,5.775631427764893,5621.7236137504715,1411.2918933452445,368.0004804134369,16,0,1778389541.752065,1778389547.5531328,,,,,,,,,
concurrency,2048,2038,512,16,1,,,,,,,,,,,,,,,,,ok,,33063.0,33024.0,132303.0,33024.0,24554.0,0.0,0.0,0.0,368.00131940841675,368.52511072158813,327.51889300346375,258.1877200603485,320.17304277420044,637.548900604248,,,,5.715199112892151,5.761733651161194,5.832107782363892,5572.952738278784,1386.1008252389454,368.00131940841675,16,0,1778389547.6912136,1778389553.540716,,,,,,,,,
