mode,input_tokens_target,input_tokens_actual,output_tokens_target,concurrency,repeat,request_id,e2e_latency,ttft,tpot,client_prompt_tokens,prompt_tokens_client,completion_tokens_client,client_completion_tokens,server_prompt_tokens,prompt_tokens_server,server_completion_tokens,completion_tokens_server,output_tokens_actual,start_time,first_token_time,end_time,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,prompt_tokens_delta,cached_prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,metrics_error,metrics_prompt_tokens_delta,metrics_generation_tokens_delta,per_request_latency_mean,per_request_latency_p50,per_request_latency_p95,throughput_prompt_tokens_per_s,throughput_generation_tokens_per_s,queue_metric_delta,num_success,num_failed,case_start_time,case_end_time,shared_prefix_tokens_target,shared_prefix_tokens_actual,unique_suffix_tokens_target,unique_suffix_tokens_actual,num_requests,output_tokens,total_e2e_latency,prefix_token_ids_exact_match,client_repeated_prefix_tokens
concurrency,2048,2036,512,16,2,,,,,,,,,,,,,,,,,ok,,33060.0,33024.0,132300.0,33024.0,24532.0,0.0,0.0,0.0,368.0007817745209,368.5954225063324,325.7220392227173,258.10001015663147,320.16966223716736,631.361629486084,,,,5.597649842500687,5.604224443435669,5.727248907089233,5666.319665356175,1408.0620103505037,368.0007817745209,16,0,1778389553.7278366,1778389559.4804242,,,,,,,,,
concurrency,8192,8182,128,1,0,,,,,,,,,,,,,,,,,ok,,8211.0,16.0,24653.0,16.0,402.0,0.0,0.0,0.0,23.000005960464478,22.479403018951416,20.176105260849,14.503968715667725,21.009260654449463,38.042019844055176,,,,1.6903152465820312,1.6903152465820312,1.6903152465820312,4840.517185504145,75.72551940167816,23.000005960464478,1,0,1778389559.6687255,1778389561.3590407,,,,,,,,,
concurrency,8192,8182,128,1,1,,,,,,,,,,,,,,,,,ok,,8211.0,32.0,24669.0,32.0,402.0,0.0,0.0,0.0,23.00000548362732,22.442347526550293,20.179324626922607,15.464439630508423,21.009285926818848,37.93502330780029,,,,1.6549620628356934,1.6549620628356934,1.6549620628356934,4943.919974806286,77.34316264668841,23.00000548362732,1,0,1778389561.4241369,1778389563.079099,,,,,,,,,
concurrency,8192,8182,128,1,2,,,,,,,,,,,,,,,,,ok,,8211.0,32.0,24669.0,32.0,402.0,0.0,0.0,0.0,23.00000786781311,22.440373420715332,20.177181720733643,15.474336862564087,21.00926923751831,37.95956230163574,,,,1.6642725467681885,1.6642725467681885,1.6642725467681885,4916.262072512362,76.91047974597682,23.00000786781311,1,0,1778389563.1560605,1778389564.820333,,,,,,,,,
concurrency,8192,8182,128,2,0,,,,,,,,,,,,,,,,,ok,,16422.0,64.0,49338.0,64.0,804.0,0.0,0.0,0.0,46.00004506111145,43.89572620391846,39.70149850845337,30.05962061882019,41.02127146720886,77.2950849533081,,,,1.9038124084472656,1.9038124084472656,1.8977715969085693,8528.537726044378,133.4212697303447,46.00004506111145,2,0,1778389564.9249177,1778389566.8436522,,,,,,,,,
concurrency,8192,8182,128,2,1,,,,,,,,,,,,,,,,,ok,,16422.0,64.0,49338.0,64.0,804.0,0.0,0.0,0.0,46.00001573562622,44.03937911987305,40.68441653251648,30.190300941467285,41.02113723754883,77.63662624359131,,,,1.9620589017868042,1.9620589017868042,1.9549996852874756,8273.001350114237,129.42363392992206,46.00001573562622,2,0,1778389566.9775624,1778389568.9555628,,,,,,,,,
concurrency,8192,8182,128,2,2,,,,,,,,,,,,,,,,,ok,,16422.0,64.0,49338.0,64.0,804.0,0.0,0.0,0.0,46.00002717971802,44.11106777191162,39.719600200653076,29.221518754959106,41.021414279937744,77.83482456207275,,,,1.9948251247406006,1.9948251247406006,1.9878437519073486,8139.3973987594445,127.3335207823526,46.00002717971802,2,0,1778389569.0541663,1778389571.0646346,,,,,,,,,
concurrency,8192,8181,128,4,0,,,,,,,,,,,,,,,,,ok,,32840.0,128.0,98664.0,128.0,1608.0,0.0,0.0,0.0,92.26278495788574,85.74504780769348,78.95681166648865,56.55159640312195,81.05477786064148,147.55048274993896,,,,2.6679195165634155,2.6767388582229614,2.6810073852539062,12083.655841056207,189.06098859004945,92.26278495788574,4,0,1778389571.2185192,1778389573.92664,,,,,,,,,
concurrency,8192,8181,128,4,1,,,,,,,,,,,,,,,,,ok,,32840.0,128.0,98664.0,128.0,1608.0,0.0,0.0,0.0,92.29067468643188,85.80716872215271,78.9650251865387,56.50429844856262,81.054842710495,147.4263095855713,,,,2.656866431236267,2.647312879562378,2.651538610458374,12130.216287056843,189.78947374933088,92.29067468643188,4,0,1778389574.0799499,1778389576.7776759,,,,,,,,,
concurrency,8192,8181,128,4,2,,,,,,,,,,,,,,,,,ok,,32840.0,128.0,98664.0,128.0,1608.0,0.0,0.0,0.0,92.28961443901062,85.79630160331726,79.01722526550293,56.48822498321533,80.05525374412537,147.54108428955078,,,,2.6667287349700928,2.666544198989868,2.671982526779175,12084.752744735686,189.07815075494042,92.28961443901062,4,0,1778389576.9325771,1778389579.6404521,,,,,,,,,
concurrency,8192,8182,128,8,0,,,,,,,,,,,,,,,,,ok,,65688.0,256.0,197352.0,256.0,3216.0,0.0,0.0,0.0,174.62859225273132,169.70725274085999,155.44150519371033,111.72482204437256,158.16095685958862,307.5552673339844,,,,4.224952310323715,4.220396995544434,4.249974489212036,15141.030732983598,236.86775040600102,174.62859225273132,8,0,1778389579.9008355,1778389584.223923,,,,,,,,,
concurrency,8192,8182,128,8,1,,,,,,,,,,,,,,,,,ok,,65688.0,256.0,197352.0,256.0,3216.0,0.0,0.0,0.0,174.52241945266724,169.68514132499695,155.65624904632568,111.76843786239624,158.16264748573303,308.34804248809814,,,,4.263873070478439,4.266458034515381,4.284653663635254,15017.759391023994,234.93928159998424,174.52241945266724,8,0,1778389584.5060651,1778389588.864638,,,,,,,,,
concurrency,8192,8182,128,8,2,,,,,,,,,,,,,,,,,ok,,65688.0,256.0,197352.0,256.0,3216.0,0.0,0.0,0.0,174.52675414085388,169.67474555969238,155.64216876029968,111.7895884513855,158.16253685951233,308.3645143508911,,,,4.26626980304718,4.25231671333313,4.281460285186768,14983.43658615481,234.40233231823706,174.52675414085388,8,0,1778389589.1213272,1778389593.4898844,,,,,,,,,
concurrency,8192,8182,128,16,0,,,,,,,,,,,,,,,,,ok,,131388.0,512.0,394740.0,512.0,6432.0,0.0,0.0,0.0,329.7130637168884,337.5476417541504,320.80467319488525,231.65346360206604,308.53389501571655,717.6694746017456,,,,7.444919362664223,7.453874945640564,7.4974305629730225,17063.7468121636,266.92243951690335,329.7130637168884,16,0,1778389593.9306304,1778389601.6032712,,,,,,,,,
concurrency,8192,8182,128,16,1,,,,,,,,,,,,,,,,,ok,,131388.0,512.0,394740.0,512.0,6432.0,0.0,0.0,0.0,329.018399477005,337.5624063014984,321.38677740097046,231.68302822113037,307.5384786128998,719.5649948120117,,,,7.529444292187691,7.513471007347107,7.577131032943726,16746.817336396463,261.9648185584,329.018399477005,16,0,1778389602.1566885,1778389609.9745321,,,,,,,,,
concurrency,8192,8182,128,16,2,,,,,,,,,,,,,,,,,ok,,131388.0,512.0,394740.0,512.0,6432.0,0.0,0.0,0.0,329.4962248802185,337.45788741111755,323.6874165534973,231.58065700531006,306.5644679069519,719.0635023117065,,,,7.68773640692234,7.681252479553223,7.756622314453125,16483.356891512398,257.84359562660313,329.4962248802185,16,0,1778389610.4146593,1778389618.3574588,,,,,,,,,
concurrency,8192,8182,512,1,0,,,,,,,,,,,,,,,,,ok,,8211.0,8208.0,32845.0,8208.0,1051.0,0.0,0.0,0.0,23.000005960464478,23.012076377868652,19.962536096572876,19.057705640792847,20.011518955230713,38.06517791748047,,,,4.03387713432312,4.03387713432312,4.03387713432312,2028.3215694354385,85.52565894099563,23.000005960464478,1,0,1778389618.4826763,1778389622.5165534,,,,,,,,,
concurrency,8192,8182,512,1,1,,,,,,,,,,,,,,,,,ok,,8211.0,8208.0,32845.0,8208.0,1324.0,0.0,0.0,0.0,23.00001072883606,23.012150764465332,20.56086277961731,19.04095768928528,20.01048469543457,38.809969902038574,,,,4.612152338027954,4.612152338027954,4.612152338027954,1774.0090526798226,94.5328705656811,23.00001072883606,1,0,1778389622.5887923,1778389627.2009447,,,,,,,,,
concurrency,8192,8182,512,1,2,,,,,,,,,,,,,,,,,ok,,8211.0,8208.0,32845.0,8208.0,1550.0,0.0,0.0,0.0,23.000006675720215,23.012128114700317,20.977661848068237,19.04430866241455,21.009741067886353,38.0712251663208,,,,5.036421537399292,5.036421537399292,5.036421537399292,1624.566160565071,101.65948108155908,23.000006675720215,1,0,1778389627.3009355,1778389632.337357,,,,,,,,,
concurrency,8192,8182,512,2,0,,,,,,,,,,,,,,,,,ok,,16422.0,16416.0,65690.0,16416.0,3100.0,0.0,0.0,0.0,46.00001096725464,46.032989740371704,41.57330513000488,34.17490839958191,42.01873445510864,79.25650024414062,,,,4.897673726081848,4.897673726081848,4.882841110229492,3331.089847215748,208.44756804869994,46.00001096725464,2,0,1778389632.439422,1778389637.3519282,,,,,,,,,
concurrency,8192,8182,512,2,1,,,,,,,,,,,,,,,,,ok,,16422.0,16416.0,65690.0,16416.0,3100.0,0.0,0.0,0.0,46.00001382827759,46.0330970287323,41.68347954750061,34.18457841873169,42.01894998550415,79.61638736724854,,,,4.959568738937378,4.959568738937378,4.952160358428955,3289.2659982823216,205.83038268400742,46.00001382827759,2,0,1778389637.4761496,1778389642.4511197,,,,,,,,,
concurrency,8192,8182,512,2,2,,,,,,,,,,,,,,,,,ok,,16422.0,16416.0,65690.0,16416.0,3045.0,0.0,0.0,0.0,46.00001263618469,46.03365969657898,41.5307343006134,34.18778395652771,42.019004583358765,79.16681671142578,,,,4.884242415428162,4.884242415428162,4.801662921905518,3279.6672537062045,201.42175445946808,46.00001263618469,2,0,1778389642.5781991,1778389647.5677297,,,,,,,,,
concurrency,8192,8181,512,4,0,,,,,,,,,,,,,,,,,ok,,32840.0,32832.0,131368.0,32832.0,5519.0,0.0,0.0,0.0,92.00011134147644,92.12819838523865,81.00307559967041,64.62331891059875,84.03968977928162,155.852632522583,,,,4.701568007469177,4.822713851928711,4.896873712539673,6196.79635664446,344.45582974991663,92.00011134147644,4,0,1778389647.7724817,1778389653.0532749,,,,,,,,,
concurrency,8192,8181,512,4,1,,,,,,,,,,,,,,,,,ok,,32840.0,32832.0,131368.0,32832.0,5735.0,0.0,0.0,0.0,92.00007343292236,92.07722902297974,81.95928025245667,67.39576005935669,80.04019498825073,157.09233474731445,,,,4.888866066932678,4.918031573295593,4.964879989624023,6194.227692864799,357.9417115024855,92.00007343292236,4,0,1778389653.2596672,1778389658.5426502,,,,,,,,,
concurrency,8192,8181,512,4,2,,,,,,,,,,,,,,,,,ok,,32840.0,32832.0,131368.0,32832.0,5874.0,0.0,0.0,0.0,92.00007843971252,92.09952330589294,81.37866282463074,64.5416247844696,81.04008436203003,155.742693901062,,,,5.0261629819869995,5.098135590553284,5.284311532974243,6139.483795167986,363.5961250163658,92.00007843971252,4,0,1778389658.7530885,1778389664.0831783,,,,,,,,,
concurrency,8192,8182,512,8,0,,,,,,,,,,,,,,,,,ok,,65688.0,65664.0,262760.0,65664.0,11871.0,0.0,0.0,0.0,184.00018525123596,184.3006353378296,166.48814749717712,129.50981307029724,160.09298515319824,327.7579593658447,,,,5.964051693677902,6.233072757720947,6.282743692398071,10364.838989761949,620.5665485345435,184.00018525123596,8,0,1778389664.4320574,1778389670.7472544,,,,,,,,,
concurrency,8192,8182,512,8,1,,,,,,,,,,,,,,,,,ok,,65688.0,65664.0,262760.0,65664.0,11958.0,0.0,0.0,0.0,184.00033903121948,184.32706761360168,165.46246576309204,129.53946661949158,160.0903046131134,325.0271110534668,,,,5.8379307091236115,6.044183015823364,6.08581280708313,10719.675199213652,646.5607077501757,184.00033903121948,8,0,1778389670.985847,1778389677.0920022,,,,,,,,,
concurrency,8192,8182,512,8,2,,,,,,,,,,,,,,,,,ok,,65688.0,65664.0,262760.0,65664.0,11827.0,0.0,0.0,0.0,184.00013065338135,184.16861009597778,165.5910930633545,129.29721331596375,160.09160137176514,323.79823207855225,,,,5.828310042619705,6.0540611743927,6.108726978302002,10621.168704752388,633.3173651712383,184.00013065338135,8,0,1778389677.3752947,1778389683.5380816,,,,,,,,,
concurrency,8192,8182,512,16,0,,,,,,,,,,,,,,,,,ok,,131388.0,131328.0,525556.0,131328.0,21285.0,0.0,0.0,0.0,368.00126004219055,368.97482442855835,336.4559347629547,245.35324907302856,320.21883392333984,670.5263776779175,,,,6.465132758021355,6.3375126123428345,7.329154968261719,17659.558343571643,945.9417880867368,368.00126004219055,16,0,1778389683.9713864,1778389691.3851619,,,,,,,,,
concurrency,8192,8182,512,16,1,,,,,,,,,,,,,,,,,ok,,131388.0,131328.0,525556.0,131328.0,23779.0,0.0,0.0,0.0,368.001273393631,368.95039534568787,349.5605700016022,245.5529842376709,320.223760843277,702.357497215271,,,,7.3685945719480515,7.591961622238159,7.797849893569946,16738.88548135672,1003.5097624818131,368.001273393631,16,0,1778389691.8109605,1778389699.6325088,,,,,,,,,
concurrency,8192,8182,512,16,2,,,,,,,,,,,,,,,,,ok,,131388.0,131328.0,525556.0,131328.0,22473.0,0.0,0.0,0.0,368.00082302093506,369.1378598213196,343.9523777961731,246.51937198638916,320.22288036346436,695.2972259521484,,,,6.998885616660118,7.104114770889282,7.77862548828125,16761.279700336854,948.7782519568331,368.00082302093506,16,0,1778389700.2014532,1778389708.0125513,,,,,,,,,
concurrency,16384,16375,128,1,0,,,,,,,,,,,,,,,,,ok,,16404.0,16.0,49231.0,16.0,402.0,0.0,0.0,0.0,23.000022172927856,21.695332765579224,20.19095802307129,13.766056060791016,21.009377479553223,38.87670612335205,,,,1.9687175750732422,1.9687175750732422,1.9687175750732422,8317.59730665827,65.016943832199,23.000022172927856,1,0,1778389712.944675,1778389714.9133925,,,,,,,,,
concurrency,16384,16375,128,1,1,,,,,,,,,,,,,,,,,ok,,16404.0,32.0,49247.0,32.0,402.0,0.0,0.0,0.0,23.000006437301636,21.682576894760132,20.192078351974487,14.72880506515503,21.00938653945923,38.76847743988037,,,,1.931342601776123,1.931342601776123,1.931342601776123,8478.557861738791,66.2751393161872,23.000006437301636,1,0,1778389715.0183685,1778389716.949711,,,,,,,,,
concurrency,16384,16375,128,1,2,,,,,,,,,,,,,,,,,ok,,16404.0,32.0,49247.0,32.0,402.0,0.0,0.0,0.0,23.000006198883057,21.681690216064453,20.192924976348877,14.736711740493774,21.009392976760864,38.79447841644287,,,,1.9402897357940674,1.9402897357940674,1.9402897357940674,8439.46122989642,65.9695290031598,23.000006198883057,1,0,1778389717.0634696,1778389719.0037594,,,,,,,,,
concurrency,16384,16375,128,2,0,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,804.0,0.0,0.0,0.0,46.00002408027649,42.07582354545593,40.20532512664795,27.280935287475586,41.02523875236511,74.46874713897705,,,,2.768992066383362,2.768992066383362,2.763463258743286,11728.885804375032,91.6822829288552,46.00002408027649,2,0,1778389719.167406,1778389721.9596577,,,,,,,,,
concurrency,16384,16375,128,2,1,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,804.0,0.0,0.0,0.0,46.000025033950806,42.07514929771423,40.20882749557495,27.28430414199829,41.02526640892029,74.49238586425781,,,,2.7751238346099854,2.7751238346099854,2.7667629718780518,11700.149808574148,91.45765957236586,46.000025033950806,2,0,1778389722.1568446,1778389724.955954,,,,,,,,,
concurrency,16384,16375,128,2,2,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,804.0,0.0,0.0,0.0,46.01874303817749,42.07362222671509,40.213942766189575,27.257640600204468,41.025306701660156,74.42494678497314,,,,2.769195795059204,2.769195795059204,2.7587485313415527,11707.028250421148,91.51142693458974,46.01874303817749,2,0,1778389725.160068,1778389727.957533,,,,,,,,,
concurrency,16384,16375,128,4,0,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,1608.0,0.0,0.0,0.0,88.05285477638245,82.96668982505798,77.70268154144287,55.658257484436035,79.07639908790588,156.1028470993042,,,,4.4148993492126465,4.424438953399658,4.4247965812683105,14548.413297991267,113.72194822246608,88.05285477638245,4,0,1778389728.300016,1778389732.802225,,,,,,,,,
concurrency,16384,16375,128,4,1,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,1608.0,0.0,0.0,0.0,88.0094153881073,82.92033338546753,77.66810941696167,55.56384301185608,79.07612681388855,155.72087287902832,,,,4.36948025226593,4.3596718311309814,4.36372971534729,14734.419837161726,115.17592300193594,88.0094153881073,4,0,1778389733.15285,1778389737.5982234,,,,,,,,,
concurrency,16384,16375,128,4,2,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,1608.0,0.0,0.0,0.0,88.01947093009949,82.94696259498596,77.70424938201904,55.68389964103699,79.076411485672,156.18660831451416,,,,4.409158170223236,4.409345865249634,4.415149450302124,14600.1930310385,114.12669972353758,88.01947093009949,4,0,1778389737.9067912,1778389742.3930333,,,,,,,,,
concurrency,16384,16375,128,8,0,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,3216.0,0.0,0.0,0.0,165.78201293945312,164.74383091926575,161.0722599029541,117.19982576370239,154.2604115009308,359.92427825927734,,,,7.815505862236023,7.811650633811951,7.8264641761779785,16319.582516233706,127.56681295132302,165.78201293945312,8,0,1778389743.0077062,1778389751.0348723,,,,,,,,,
concurrency,16384,16375,128,8,1,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,3216.0,0.0,0.0,0.0,165.67934703826904,164.745361328125,161.47119784355164,117.47021174430847,154.26355266571045,361.91626262664795,,,,7.902888506650925,7.906750321388245,7.9428863525390625,16157.209836747888,126.29757918190715,165.67934703826904,8,0,1778389751.6106899,1778389759.7185254,,,,,,,,,
concurrency,16384,16375,128,8,2,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,3216.0,0.0,0.0,0.0,165.5425317287445,164.6800820827484,161.63255548477173,117.0868444442749,154.26482319831848,361.24542236328125,,,,7.874410033226013,7.859570145606995,7.908581972122192,16171.271304423733,126.40749477656415,165.5425317287445,8,0,1778389760.3361387,1778389768.4369242,,,,,,,,,
concurrency,16384,16375,128,16,0,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,6432.0,0.0,0.0,0.0,346.61322355270386,327.4423418045044,364.424156665802,266.89119362831116,289.98759174346924,1026.194727897644,,,,14.964681506156921,14.96622085571289,15.063498973846436,16955.21063802259,132.52931692697382,346.61322355270386,16,0,1778389769.3099508,1778389784.7631354,,,,,,,,,
concurrency,16384,16375,128,16,1,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,6432.0,0.0,0.0,0.0,346.7498953342438,325.60978603363037,369.7878580093384,266.40525913238525,288.02982568740845,1031.9652290344238,,,,15.293611600995064,15.30569052696228,15.418190717697144,16569.8796356218,129.5174018508826,346.7498953342438,16,0,1778389785.5990222,1778389801.411569,,,,,,,,,
concurrency,16384,16375,128,16,2,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,6432.0,0.0,0.0,0.0,346.4649703502655,327.4236373901367,363.3611752986908,266.3893005847931,289.9792218208313,1024.4608793258667,,,,14.979602038860321,14.967503547668457,15.079731464385986,16879.42512850856,131.9369443505852,346.4649703502655,16,0,1778389802.4781559,1778389818.0007224,,,,,,,,,
concurrency,16384,16375,512,1,0,,,,,,,,,,,,,,,,,ok,,16404.0,32.0,49247.0,32.0,1550.0,0.0,0.0,0.0,23.000032901763916,20.04064679145813,20.658640384674072,13.134233713150024,20.01107382774353,43.38472366333008,,,,6.804737091064453,6.804737091064453,6.804737091064453,2406.4118541041953,75.24170194206705,23.000032901763916,1,0,1778389818.1634827,1778389824.9682198,,,,,,,,,
concurrency,16384,16375,512,1,1,,,,,,,,,,,,,,,,,ok,,16404.0,32.0,49247.0,32.0,1550.0,0.0,0.0,0.0,23.00000834465027,21.77635955810547,20.873254537582397,13.828376770019531,21.009536743164062,40.11094856262207,,,,5.712959051132202,5.712959051132202,5.712959051132202,2866.2904553385133,89.62080690890497,23.00000834465027,1,0,1778389825.0986357,1778389830.8115947,,,,,,,,,
concurrency,16384,16375,512,1,2,,,,,,,,,,,,,,,,,ok,,16404.0,32.0,49247.0,32.0,1550.0,0.0,0.0,0.0,23.000011920928955,21.758426189422607,20.964131355285645,13.805240631103516,21.009714365005493,40.313148498535156,,,,5.781452417373657,5.781452417373657,5.781452417373657,2832.333264698679,88.55906146721976,23.000011920928955,1,0,1778389830.927699,1778389836.7091515,,,,,,,,,
concurrency,16384,16375,512,2,0,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,3100.0,0.0,0.0,0.0,46.00003743171692,42.08185267448425,41.17743134498596,27.287511348724365,40.02187371253967,86.40647220611572,,,,6.759268522262573,6.759268522262573,6.735837697982788,4828.461107699708,150.97234119952674,46.00003743171692,2,0,1778389836.8565688,1778389843.6392682,,,,,,,,,
concurrency,16384,16375,512,2,1,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,3100.0,0.0,0.0,0.0,46.000025510787964,42.07868695259094,41.40085005760193,27.304107904434204,40.022310972213745,87.1272087097168,,,,6.881600379943848,6.881600379943848,6.875587701797485,4741.025773950569,148.2384852679506,46.000025510787964,2,0,1778389843.8311696,1778389850.7389574,,,,,,,,,
concurrency,16384,16375,512,2,2,,,,,,,,,,,,,,,,,ok,,32808.0,64.0,98494.0,64.0,3100.0,0.0,0.0,0.0,46.0000205039978,42.07884216308594,41.001174211502075,27.25472855567932,40.02152872085571,85.78022861480713,,,,6.6612536907196045,6.6612536907196045,6.651451587677002,4895.725942047126,153.07552258492387,46.0000205039978,2,0,1778389850.9448,1778389857.6343083,,,,,,,,,
concurrency,16384,16375,512,4,0,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,6200.0,0.0,0.0,0.0,88.0239610671997,82.9489803314209,87.7187147140503,55.705854654312134,80.05424404144287,194.29843425750732,,,,8.931748449802399,8.931507229804993,8.95866584777832,7260.170073767413,227.00501238283454,88.0239610671997,4,0,1778389857.9563081,1778389866.9781353,,,,,,,,,
concurrency,16384,16375,512,4,1,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,6200.0,0.0,0.0,0.0,87.99969744682312,82.93083906173706,87.68655300140381,55.580647230148315,80.05418109893799,193.82402420043945,,,,8.891971349716187,8.89165484905243,8.919768810272217,7292.296211501635,228.0095059718374,87.99969744682312,4,0,1778389867.3392754,1778389876.321357,,,,,,,,,
concurrency,16384,16375,512,4,2,,,,,,,,,,,,,,,,,ok,,65616.0,128.0,196988.0,128.0,6154.0,0.0,0.0,0.0,88.01622366905212,82.94883465766907,89.1128945350647,55.702139139175415,80.05740165710449,198.4611692428589,,,,9.276573240756989,9.28353476524353,9.296685695648193,6956.917324466087,215.82375577580288,88.01622366905212,4,0,1778389876.6716166,1778389886.0867062,,,,,,,,,
concurrency,16384,16375,512,8,0,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,12300.0,0.0,0.0,0.0,165.71916031837463,164.7504916191101,197.15914034843445,117.19915771484375,160.15825271606445,485.1524486541748,,,,13.702179282903671,13.73675537109375,13.86621642112732,9366.355884919116,290.4285313323775,165.71916031837463,8,0,1778389886.714275,1778389900.700504,,,,,,,,,
concurrency,16384,16375,512,8,1,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,12400.0,0.0,0.0,0.0,165.7829728126526,164.75634789466858,197.93111538887024,117.59975790977478,160.16033506393433,491.66683864593506,,,,13.974929988384247,13.970209240913391,14.019959211349487,9234.690638251928,288.7426935441214,165.7829728126526,8,0,1778389901.2969108,1778389915.482551,,,,,,,,,
concurrency,16384,16375,512,8,2,,,,,,,,,,,,,,,,,ok,,131232.0,256.0,393976.0,256.0,12357.0,0.0,0.0,0.0,165.7878715991974,164.76855945587158,195.82168793678284,116.58883309364319,160.1568477153778,485.2927646636963,,,,13.70987644791603,13.730917572975159,13.777362823486328,9391.40229385178,292.5672729863291,165.7878715991974,8,0,1778389916.0980225,1778389930.046951,,,,,,,,,
concurrency,16384,16375,512,16,0,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,24800.0,0.0,0.0,0.0,346.27349281311035,326.3995475769043,470.96461606025696,265.0585913658142,307.50873708724976,1392.3413515090942,,,,23.318257316946983,23.31783962249756,23.395257711410522,11002.351325899104,343.9966950436066,346.27349281311035,16,0,1778389931.1209404,1778389954.9351227,,,,,,,,,
concurrency,16384,16375,512,16,1,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,24800.0,0.0,0.0,0.0,346.3480775356293,327.41645526885986,477.11900520324707,265.56178855895996,307.52078080177307,1412.3277559280396,,,,23.695542857050896,23.68235492706299,23.806415796279907,10844.261380295959,339.0538953459555,346.3480775356293,16,0,1778389955.9549825,1778389980.116333,,,,,,,,,
concurrency,16384,16375,512,16,2,,,,,,,,,,,,,,,,,ok,,262476.0,512.0,787988.0,512.0,24673.0,0.0,0.0,0.0,346.45044922828674,326.4052665233612,478.4325454235077,266.29786133766174,306.5295572280884,1427.3588981628418,,,,23.99513241648674,24.04500949382782,24.096811771392822,10689.509861766026,332.4611691965687,346.45044922828674,16,0,1778389981.2084892,1778390005.7196224,,,,,,,,,
prefix,,,,,0,,,,,,,,,,,,,,,,,ok,,570.0,544.0,2270.0,544.0,804.0,0.0,0.0,0.0,46.00001072883606,46.02747440338135,40.257115602493286,41.04564118385315,42.01777243614197,76.9193983078003,,,,1.1664998531341553,,,,,,2,0,,,0,0,256,256,2,128,1.1735749244689941,True,0
prefix,,,,,1,,,,,,,,,,,,,,,,,ok,,570.0,544.0,2270.0,544.0,804.0,0.0,0.0,0.0,46.0000114440918,46.02753281593323,40.25222635269165,40.049232721328735,42.01773428916931,76.91544914245605,,,,1.1699386835098267,,,,,,2,0,,,0,0,256,256,2,128,1.1786139011383057,True,0
prefix,,,,,2,,,,,,,,,,,,,,,,,ok,,570.0,544.0,2270.0,544.0,804.0,0.0,0.0,0.0,46.00001120567322,46.02749943733215,40.25243592262268,40.051899433135986,42.017735719680786,76.92359924316406,,,,1.1809617280960083,,,,,,2,0,,,0,0,256,256,2,128,1.1931700706481934,True,0
prefix,,,,,0,,,,,,,,,,,,,,,,,ok,,1140.0,1088.0,4540.0,1088.0,1608.0,0.0,0.0,0.0,92.00003600120544,92.06055212020874,80.54407548904419,80.1352527141571,84.03577995300293,154.0744981765747,,,,1.2093586921691895,,,,,,4,0,,,0,0,256,256,4,128,1.2279722690582275,True,0
prefix,,,,,1,,,,,,,,,,,,,,,,,ok,,1140.0,1088.0,4540.0,1088.0,1608.0,0.0,0.0,0.0,92.00003552436829,92.06087565422058,80.54591846466064,80.13088202476501,84.03579473495483,154.06733417510986,,,,1.2041397094726562,,,,,,4,0,,,0,0,256,256,4,128,1.2233672142028809,True,0
prefix,,,,,2,,,,,,,,,,,,,,,,,ok,,1140.0,1088.0,4540.0,1088.0,1608.0,0.0,0.0,0.0,92.00003933906555,92.0609278678894,80.54362273216248,80.13198947906494,84.03577661514282,154.06151676177979,,,,1.2025923132896423,,,,,,4,0,,,0,0,256,256,4,128,1.2210919857025146,True,0
